,Mutation,Brca_odds,Brca_pvalue
0,A1CF,inf,0.46721311475409544
1,A2M,3.5555555555555554,0.3385879483889501
2,A2ML1,1.1454545454545455,1.0
3,A4GALT,0.0,1.0
4,AACS,1.1428571428571428,1.0
5,AADACL2,inf,0.46721311475409544
6,AADACL4,inf,0.46721311475409544
7,AADAT,inf,0.46721311475409544
8,AAED1,inf,0.46721311475409544
9,AAGAB,0.0,1.0
10,AAK1,0.5625,1.0
11,AANAT,1.1428571428571428,1.0
12,AAR2,inf,0.2162308630266921
13,AASS,inf,0.46721311475409544
14,AATK,1.1454545454545455,1.0
15,ABAT,inf,0.46721311475409544
16,ABCA1,inf,0.09910581222056716
17,ABCA10,inf,0.46721311475409544
18,ABCA12,inf,0.46721311475409544
19,ABCA13,1.411764705882353,0.7535405882497154
20,ABCA2,inf,0.09910581222056716
21,ABCA3,1.1428571428571428,1.0
22,ABCA4,2.327272727272727,0.5984283972361519
23,ABCA5,inf,0.46721311475409544
24,ABCA6,0.0,0.498035496545188
25,ABCA7,2.327272727272727,0.5984283972361519
26,ABCA8,3.5555555555555554,0.3385879483889501
27,ABCA9,0.5625,1.0
28,ABCB1,inf,0.2162308630266921
29,ABCB10,0.0,1.0
30,ABCB11,1.1428571428571428,1.0
31,ABCB4,inf,0.46721311475409544
32,ABCB5,inf,0.46721311475409544
33,ABCB6,0.0,1.0
34,ABCB7,inf,0.46721311475409544
35,ABCB8,inf,0.46721311475409544
36,ABCB9,inf,0.46721311475409544
37,ABCC1,0.36904761904761907,0.622050256222261
38,ABCC10,inf,0.46721311475409544
39,ABCC11,inf,0.46721311475409544
40,ABCC12,inf,0.46721311475409544
41,ABCC2,inf,0.46721311475409544
42,ABCC3,inf,0.2162308630266921
43,ABCC4,2.327272727272727,0.5984283972361519
44,ABCC5,0.36904761904761907,0.622050256222261
45,ABCC6,0.5625,1.0
46,ABCC8,1.75,0.6636887873164217
47,ABCC9,inf,0.2162308630266921
48,ABCD1,1.1428571428571428,1.0
49,ABCD2,0.0,1.0
50,ABCD3,1.1428571428571428,1.0
51,ABCD4,inf,0.46721311475409544
52,ABCE1,inf,0.46721311475409544
53,ABCF1,0.0,1.0
54,ABCF2,inf,0.46721311475409544
55,ABCF3,inf,0.46721311475409544
56,ABCG1,1.1428571428571428,1.0
57,ABCG2,inf,0.46721311475409544
58,ABCG5,inf,0.46721311475409544
59,ABCG8,inf,0.09910581222056716
60,ABHD10,inf,0.46721311475409544
61,ABHD11,0.0,1.0
62,ABHD15,1.1428571428571428,1.0
63,ABHD17A,1.1454545454545455,1.0
64,ABHD17B,inf,0.46721311475409544
65,ABHD17C,0.0,1.0
66,ABHD2,inf,0.46721311475409544
67,ABHD5,inf,0.46721311475409544
68,ABI1,0.0,1.0
69,ABI3BP,inf,0.46721311475409544
70,ABL1,inf,0.2162308630266921
71,ABL2,inf,0.46721311475409544
72,ABLIM1,inf,0.46721311475409544
73,ABLIM2,inf,0.46721311475409544
74,ABLIM3,1.1428571428571428,1.0
75,ABRA,0.0,1.0
76,ABTB2,inf,0.46721311475409544
77,AC002365.1,1.1428571428571428,1.0
78,AC002472.13,inf,0.46721311475409544
79,AC004381.6,0.0,1.0
80,AC004466.1,0.0,1.0
81,AC005003.1,0.0,1.0
82,AC005008.2,inf,0.46721311475409544
83,AC005481.5,0.5625,1.0
84,AC006538.4,0.0,1.0
85,AC006547.14,1.1428571428571428,1.0
86,AC007040.11,inf,0.46721311475409544
87,AC008132.13,0.0,1.0
88,AC008394.1,inf,0.46721311475409544
89,AC010536.1,inf,0.46721311475409544
90,AC012313.1,inf,0.46721311475409544
91,AC013449.1,0.0,1.0
92,AC016757.3,0.0,1.0
93,AC017028.1,inf,0.46721311475409544
94,AC020922.1,inf,0.46721311475409544
95,AC021218.2,inf,0.46721311475409544
96,AC022498.1,inf,0.46721311475409544
97,AC023590.1,0.0,1.0
98,AC024560.3,inf,0.46721311475409544
99,AC024940.1,inf,0.46721311475409544
100,AC025278.1,inf,0.46721311475409544
101,AC062017.1,inf,0.46721311475409544
102,AC073333.1,1.1428571428571428,1.0
103,AC074212.3,1.1428571428571428,1.0
104,AC074389.6,1.1428571428571428,1.0
105,AC079354.1,inf,0.46721311475409544
106,AC079612.1,0.0,1.0
107,AC093802.1,0.0,1.0
108,AC104794.4,inf,0.2162308630266921
109,AC104809.3,inf,0.2162308630266921
110,AC114783.1,inf,0.46721311475409544
111,AC115618.1,inf,0.46721311475409544
112,AC120194.1,0.0,1.0
113,AC129492.6,2.327272727272727,0.5984283972361519
114,AC136604.1,inf,0.2162308630266921
115,AC174470.1,0.0,1.0
116,ACAA1,0.0,0.498035496545188
117,ACAA2,inf,0.46721311475409544
118,ACACA,0.0,0.12205424101628283
119,ACACB,3.5555555555555554,0.3385879483889501
120,ACAD10,inf,0.46721311475409544
121,ACAD9,inf,0.46721311475409544
122,ACADL,inf,0.46721311475409544
123,ACADVL,0.0,1.0
124,ACAN,1.1454545454545455,1.0
125,ACAP1,inf,0.46721311475409544
126,ACAP2,inf,0.46721311475409544
127,ACAP3,inf,0.2162308630266921
128,ACAT1,0.0,1.0
129,ACBD3,0.0,1.0
130,ACBD5,0.0,1.0
131,ACBD6,inf,0.2162308630266921
132,ACCS,inf,0.46721311475409544
133,ACCSL,0.0,1.0
134,ACE,1.1454545454545455,1.0
135,ACER1,0.0,1.0
136,ACER3,0.0,1.0
137,ACHE,inf,0.46721311475409544
138,ACIN1,1.1454545454545455,1.0
139,ACLY,0.0,1.0
140,ACMSD,0.0,1.0
141,ACO1,inf,0.46721311475409544
142,ACO2,inf,0.46721311475409544
143,ACOT11,inf,0.46721311475409544
144,ACOT12,inf,0.46721311475409544
145,ACOT2,0.0,1.0
146,ACOT6,0.0,1.0
147,ACOT8,inf,0.46721311475409544
148,ACOX1,inf,0.46721311475409544
149,ACOX2,inf,0.46721311475409544
150,ACOX3,1.1428571428571428,1.0
151,ACP6,0.0,1.0
152,ACPL2,inf,0.46721311475409544
153,ACPP,inf,0.46721311475409544
154,ACPT,inf,0.46721311475409544
155,ACR,inf,0.46721311475409544
156,ACRBP,0.0,1.0
157,ACRC,0.5625,1.0
158,ACRV1,1.1428571428571428,1.0
159,ACSBG1,inf,0.46721311475409544
160,ACSBG2,inf,0.46721311475409544
161,ACSF3,1.1428571428571428,1.0
162,ACSL1,inf,0.46721311475409544
163,ACSL3,0.0,1.0
164,ACSL4,inf,0.2162308630266921
165,ACSL6,inf,0.46721311475409544
166,ACSM1,inf,0.46721311475409544
167,ACSM2A,inf,0.46721311475409544
168,ACSM2B,inf,0.46721311475409544
169,ACSM3,0.0,1.0
170,ACSS1,inf,0.46721311475409544
171,ACSS2,inf,0.46721311475409544
172,ACSS3,inf,0.46721311475409544
173,ACTA2,inf,0.46721311475409544
174,ACTB,0.0,1.0
175,ACTBL2,inf,0.2162308630266921
176,ACTC1,inf,0.46721311475409544
177,ACTG2,1.1428571428571428,1.0
178,ACTL10,inf,0.46721311475409544
179,ACTL6A,0.0,1.0
180,ACTL6B,inf,0.46721311475409544
181,ACTL7A,inf,0.46721311475409544
182,ACTL7B,inf,0.46721311475409544
183,ACTL9,inf,0.2162308630266921
184,ACTN2,0.5625,1.0
185,ACTN4,0.5625,1.0
186,ACTR10,0.0,1.0
187,ACTR3,inf,0.46721311475409544
188,ACTR3C,inf,0.46721311475409544
189,ACTR5,inf,0.46721311475409544
190,ACTRT1,inf,0.46721311475409544
191,ACTRT2,0.36904761904761907,0.622050256222261
192,ACVR1,inf,0.46721311475409544
193,ACVR1B,0.0,1.0
194,ACVR1C,inf,0.2162308630266921
195,ACVR2B,inf,0.46721311475409544
196,ACVRL1,inf,0.2162308630266921
197,ACY3,inf,0.46721311475409544
198,ACYP2,inf,0.46721311475409544
199,ADA,1.1428571428571428,1.0
200,ADAD1,0.0,1.0
201,ADAD2,0.0,0.498035496545188
202,ADAL,0.0,1.0
203,ADAM10,1.1428571428571428,1.0
204,ADAM11,inf,0.2162308630266921
205,ADAM12,inf,0.2162308630266921
206,ADAM15,3.5555555555555554,0.3385879483889501
207,ADAM17,inf,0.46721311475409544
208,ADAM18,inf,0.46721311475409544
209,ADAM19,1.1428571428571428,1.0
210,ADAM2,inf,0.46721311475409544
211,ADAM20,1.1428571428571428,1.0
212,ADAM21,2.327272727272727,0.5984283972361519
213,ADAM22,1.1428571428571428,1.0
214,ADAM23,1.1428571428571428,1.0
215,ADAM28,0.0,1.0
216,ADAM30,inf,0.46721311475409544
217,ADAM32,inf,0.2162308630266921
218,ADAM33,inf,0.46721311475409544
219,ADAM7,0.0,1.0
220,ADAM8,2.327272727272727,0.5984283972361519
221,ADAMDEC1,inf,0.46721311475409544
222,ADAMTS1,0.0,1.0
223,ADAMTS10,3.5555555555555554,0.3385879483889501
224,ADAMTS12,2.327272727272727,0.5984283972361519
225,ADAMTS13,inf,0.2162308630266921
226,ADAMTS14,1.1428571428571428,1.0
227,ADAMTS15,1.1428571428571428,1.0
228,ADAMTS16,3.5555555555555554,0.3385879483889501
229,ADAMTS17,inf,0.04497238537740014
230,ADAMTS18,1.1428571428571428,1.0
231,ADAMTS19,1.1428571428571428,1.0
232,ADAMTS2,0.5625,1.0
233,ADAMTS20,0.5625,1.0
234,ADAMTS3,0.0,0.24705324481777843
235,ADAMTS4,inf,0.46721311475409544
236,ADAMTS5,inf,0.46721311475409544
237,ADAMTS6,inf,0.46721311475409544
238,ADAMTS7,inf,0.09910581222056716
239,ADAMTS8,1.1428571428571428,1.0
240,ADAMTS9,2.327272727272727,0.5984283972361519
241,ADAMTSL1,3.5555555555555554,0.3385879483889501
242,ADAMTSL2,inf,0.09910581222056716
243,ADAMTSL3,inf,0.2162308630266921
244,ADAMTSL4,0.7515151515151515,1.0
245,ADAMTSL4-AS1,inf,0.46721311475409544
246,ADAMTSL5,inf,0.46721311475409544
247,ADAP1,inf,0.46721311475409544
248,ADAP2,inf,0.46721311475409544
249,ADAR,0.5625,1.0
250,ADARB1,inf,0.46721311475409544
251,ADARB2,0.5625,1.0
252,ADCK1,inf,0.46721311475409544
253,ADCK2,0.0,1.0
254,ADCK3,1.1428571428571428,1.0
255,ADCK5,inf,0.46721311475409544
256,ADCY1,inf,0.2162308630266921
257,ADCY10,2.327272727272727,0.5984283972361519
258,ADCY2,2.327272727272727,0.5984283972361519
259,ADCY3,0.0,1.0
260,ADCY5,inf,0.46721311475409544
261,ADCY6,inf,0.46721311475409544
262,ADCY7,0.0,1.0
263,ADCY8,2.327272727272727,0.5984283972361519
264,ADCY9,inf,0.09910581222056716
265,ADCYAP1,inf,0.46721311475409544
266,ADCYAP1R1,inf,0.46721311475409544
267,ADD2,inf,0.46721311475409544
268,ADGB,1.1428571428571428,1.0
269,ADH1A,inf,0.46721311475409544
270,ADH4,inf,0.46721311475409544
271,ADH6,inf,0.46721311475409544
272,ADH7,inf,0.46721311475409544
273,ADHFE1,0.0,1.0
274,ADIPOQ,inf,0.46721311475409544
275,ADIRF,inf,0.46721311475409544
276,ADNP,2.327272727272727,0.5984283972361519
277,ADNP2,inf,0.46721311475409544
278,ADO,0.0,1.0
279,ADORA1,inf,0.46721311475409544
280,ADORA2A,inf,0.46721311475409544
281,ADORA3,inf,0.2162308630266921
282,ADPGK,inf,0.46721311475409544
283,ADPRH,0.0,1.0
284,ADPRHL2,1.1428571428571428,1.0
285,ADRA1A,inf,0.46721311475409544
286,ADRA1B,2.327272727272727,0.5984283972361519
287,ADRA1D,0.0,1.0
288,ADRA2A,0.0,1.0
289,ADRA2B,0.0,0.498035496545188
290,ADRA2C,0.0,0.498035496545188
291,ADRBK1,inf,0.46721311475409544
292,ADSSL1,inf,0.46721311475409544
293,ADTRP,inf,0.46721311475409544
294,AEBP1,0.0,1.0
295,AEBP2,inf,0.46721311475409544
296,AEN,0.0,1.0
297,AES,inf,0.46721311475409544
298,AF165138.7,inf,0.46721311475409544
299,AFAP1,inf,0.46721311475409544
300,AFAP1L1,2.327272727272727,0.5984283972361519
301,AFAP1L2,inf,0.46721311475409544
302,AFF1,inf,0.46721311475409544
303,AFF2,4.830188679245283,0.18391148192058612
304,AFF3,inf,0.04497238537740014
305,AFF4,inf,0.09910581222056716
306,AFG3L2,1.1428571428571428,1.0
307,AFM,inf,0.46721311475409544
308,AFMID,1.1428571428571428,1.0
309,AGAP2,inf,0.46721311475409544
310,AGAP3,2.327272727272727,0.5984283972361519
311,AGAP4,inf,0.46721311475409544
312,AGAP5,3.5555555555555554,0.3385879483889501
313,AGAP7,0.0,0.498035496545188
314,AGAP8,inf,0.46721311475409544
315,AGBL1,1.1428571428571428,1.0
316,AGBL2,inf,0.46721311475409544
317,AGBL3,inf,0.46721311475409544
318,AGBL4,inf,0.46721311475409544
319,AGBL5,inf,0.46721311475409544
320,AGER,1.1428571428571428,1.0
321,AGGF1,1.1428571428571428,1.0
322,AGL,inf,0.2162308630266921
323,AGO1,inf,0.09910581222056716
324,AGO2,1.1428571428571428,1.0
325,AGO3,inf,0.2162308630266921
326,AGPAT1,inf,0.46721311475409544
327,AGPAT2,0.0,1.0
328,AGPAT6,inf,0.46721311475409544
329,AGRN,3.5555555555555554,0.3385879483889501
330,AGT,0.36904761904761907,0.622050256222261
331,AGTPBP1,0.0,1.0
332,AGTR1,1.1428571428571428,1.0
333,AGTR2,0.0,1.0
334,AGXT,0.0,1.0
335,AGXT2,inf,0.46721311475409544
336,AHCTF1,inf,0.46721311475409544
337,AHCYL1,inf,0.46721311475409544
338,AHCYL2,inf,0.46721311475409544
339,AHDC1,3.5555555555555554,0.3385879483889501
340,AHI1,0.0,1.0
341,AHNAK,2.135,0.3439706619484282
342,AHNAK2,3.0288461538461537,0.24986145795755732
343,AHRR,1.1428571428571428,1.0
344,AHSG,inf,0.46721311475409544
345,AIFM3,inf,0.46721311475409544
346,AIG1,0.0,1.0
347,AIM1,inf,0.46721311475409544
348,AIM1L,inf,0.46721311475409544
349,AIMP2,1.1428571428571428,1.0
350,AIPL1,inf,0.2162308630266921
351,AJAP1,inf,0.46721311475409544
352,AJUBA,0.0,1.0
353,AK5,inf,0.46721311475409544
354,AK7,1.1428571428571428,1.0
355,AK9,0.0,1.0
356,AKAP10,inf,0.2162308630266921
357,AKAP12,inf,0.2162308630266921
358,AKAP13,1.1428571428571428,1.0
359,AKAP3,inf,0.2162308630266921
360,AKAP4,2.327272727272727,0.5984283972361519
361,AKAP6,2.327272727272727,0.5984283972361519
362,AKAP8,0.5625,1.0
363,AKAP8L,1.1428571428571428,1.0
364,AKAP9,1.1454545454545455,1.0
365,AKNA,3.5555555555555554,0.3385879483889501
366,AKNAD1,inf,0.2162308630266921
367,AKR1C1,1.1428571428571428,1.0
368,AKR1C2,1.1428571428571428,1.0
369,AKR1C3,1.1428571428571428,1.0
370,AKR1C4,inf,0.46721311475409544
371,AKR1D1,1.1428571428571428,1.0
372,AKR7A3,inf,0.46721311475409544
373,AKT1,0.7515151515151515,1.0
374,AKT1S1,0.5625,1.0
375,AKT3,1.1428571428571428,1.0
376,AL050303.1,0.0,1.0
377,AL078585.1,inf,0.46721311475409544
378,AL079342.1,inf,0.46721311475409544
379,AL133373.1,inf,0.46721311475409544
380,AL139099.1,inf,0.46721311475409544
381,AL161915.1,inf,0.46721311475409544
382,AL353608.1,0.0,1.0
383,AL354898.1,inf,0.46721311475409544
384,AL357673.1,inf,0.46721311475409544
385,AL450307.1,0.0,1.0
386,AL590708.2,inf,0.46721311475409544
387,AL592284.1,3.5555555555555554,0.3385879483889501
388,AL627309.1,inf,0.46721311475409544
389,ALAS1,0.0,0.498035496545188
390,ALAS2,inf,0.46721311475409544
391,ALCAM,inf,0.46721311475409544
392,ALDH18A1,2.327272727272727,0.5984283972361519
393,ALDH1A1,inf,0.2162308630266921
394,ALDH1A2,1.1428571428571428,1.0
395,ALDH1A3,inf,0.46721311475409544
396,ALDH1B1,inf,0.46721311475409544
397,ALDH1L1,1.1428571428571428,1.0
398,ALDH1L2,inf,0.46721311475409544
399,ALDH2,inf,0.46721311475409544
400,ALDH3B2,inf,0.46721311475409544
401,ALDH6A1,inf,0.46721311475409544
402,ALDH8A1,inf,0.46721311475409544
403,ALDH9A1,0.0,0.498035496545188
404,ALG10,inf,0.46721311475409544
405,ALG11,1.1428571428571428,1.0
406,ALG12,inf,0.46721311475409544
407,ALG13,inf,0.46721311475409544
408,ALG2,0.0,1.0
409,ALG3,inf,0.46721311475409544
410,ALG9,inf,0.46721311475409544
411,ALK,0.0,1.0
412,ALKBH3,inf,0.46721311475409544
413,ALKBH8,0.0,1.0
414,ALLC,inf,0.46721311475409544
415,ALMS1,1.1481481481481481,1.0
416,ALOX15B,0.5625,1.0
417,ALOX5,1.1428571428571428,1.0
418,ALOXE3,inf,0.46721311475409544
419,ALPK1,inf,0.46721311475409544
420,ALPK2,4.830188679245283,0.18391148192058612
421,ALPK3,inf,0.2162308630266921
422,ALPL,0.0,1.0
423,ALPP,inf,0.09910581222056716
424,ALPPL2,inf,0.46721311475409544
425,ALS2,1.1428571428571428,1.0
426,ALS2CL,inf,0.46721311475409544
427,ALS2CR11,0.5625,1.0
428,ALS2CR12,0.0,1.0
429,ALX4,inf,0.46721311475409544
430,ALYREF,inf,0.46721311475409544
431,AMACR,inf,0.46721311475409544
432,AMBP,inf,0.04497238537740014
433,AMBRA1,inf,0.09910581222056716
434,AMD1,inf,0.46721311475409544
435,AMDHD1,inf,0.46721311475409544
436,AMELX,1.1428571428571428,1.0
437,AMER1,0.5625,1.0
438,AMER2,inf,0.46721311475409544
439,AMER3,inf,0.09910581222056716
440,AMFR,inf,0.46721311475409544
441,AMH,1.1428571428571428,1.0
442,AMHR2,inf,0.46721311475409544
443,AMIGO1,0.0,0.498035496545188
444,AMMECR1,3.5555555555555554,0.3385879483889501
445,AMMECR1L,1.1428571428571428,1.0
446,AMOT,1.1454545454545455,1.0
447,AMOTL1,0.0,1.0
448,AMOTL2,inf,0.46721311475409544
449,AMPD1,inf,0.46721311475409544
450,AMPD2,inf,0.46721311475409544
451,AMPD3,inf,0.46721311475409544
452,AMPH,1.1428571428571428,1.0
453,AMTN,inf,0.46721311475409544
454,AMY1A,0.0,1.0
455,AMY2B,inf,0.46721311475409544
456,AMZ1,inf,0.46721311475409544
457,AMZ2,1.1428571428571428,1.0
458,ANAPC1,0.0,1.0
459,ANAPC11,0.0,1.0
460,ANAPC13,inf,0.46721311475409544
461,ANAPC2,inf,0.09910581222056716
462,ANAPC5,inf,0.46721311475409544
463,ANAPC7,1.1428571428571428,1.0
464,ANG,inf,0.46721311475409544
465,ANGEL1,0.0,1.0
466,ANGEL2,inf,0.46721311475409544
467,ANGPT1,inf,0.46721311475409544
468,ANGPT4,1.1428571428571428,1.0
469,ANGPTL1,inf,0.2162308630266921
470,ANGPTL2,inf,0.46721311475409544
471,ANGPTL4,inf,0.46721311475409544
472,ANGPTL7,0.0,1.0
473,ANHX,inf,0.46721311475409544
474,ANK1,0.5545454545454546,0.6838099709812522
475,ANK2,0.8472222222222222,1.0
476,ANK3,inf,0.2162308630266921
477,ANKAR,inf,0.46721311475409544
478,ANKEF1,inf,0.09910581222056716
479,ANKFN1,2.327272727272727,0.5984283972361519
480,ANKHD1,inf,0.09910581222056716
481,ANKIB1,0.0,1.0
482,ANKLE1,inf,0.2162308630266921
483,ANKLE2,inf,0.2162308630266921
484,ANKMY1,inf,0.09910581222056716
485,ANKRD11,1.9871794871794872,0.4712563199895952
486,ANKRD12,1.1428571428571428,1.0
487,ANKRD13B,0.0,0.498035496545188
488,ANKRD17,1.1454545454545455,1.0
489,ANKRD18A,inf,0.2162308630266921
490,ANKRD18B,3.5555555555555554,0.3385879483889501
491,ANKRD2,inf,0.46721311475409544
492,ANKRD20A1,2.327272727272727,0.5984283972361519
493,ANKRD20A4,1.1454545454545455,1.0
494,ANKRD20A5P,inf,0.46721311475409544
495,ANKRD24,0.0,1.0
496,ANKRD27,0.0,1.0
497,ANKRD29,inf,0.46721311475409544
498,ANKRD30A,6.153846153846154,0.09674363982973272
499,ANKRD30B,0.7515151515151515,1.0
500,ANKRD31,inf,0.46721311475409544
501,ANKRD33,inf,0.46721311475409544
502,ANKRD33B,0.0,0.498035496545188
503,ANKRD34A,1.1428571428571428,1.0
504,ANKRD34C,inf,0.2162308630266921
505,ANKRD35,2.327272727272727,0.5984283972361519
506,ANKRD36,inf,0.46721311475409544
507,ANKRD36C,0.0,1.0
508,ANKRD40,inf,0.46721311475409544
509,ANKRD44,1.1454545454545455,1.0
510,ANKRD46,0.0,1.0
511,ANKRD50,0.0,1.0
512,ANKRD52,0.0,1.0
513,ANKRD6,0.0,1.0
514,ANKRD60,inf,0.46721311475409544
515,ANKRD62,0.0,1.0
516,ANKRD65,inf,0.46721311475409544
517,ANKRD66,inf,0.46721311475409544
518,ANKS1B,1.1428571428571428,1.0
519,ANKS3,0.0,1.0
520,ANKS6,inf,0.46721311475409544
521,ANKUB1,inf,0.46721311475409544
522,ANKZF1,inf,0.46721311475409544
523,ANLN,1.1428571428571428,1.0
524,ANO1,1.1428571428571428,1.0
525,ANO10,0.0,1.0
526,ANO2,inf,0.46721311475409544
527,ANO3,1.1428571428571428,1.0
528,ANO4,0.5625,1.0
529,ANO5,1.1428571428571428,1.0
530,ANO6,inf,0.46721311475409544
531,ANO7,inf,0.2162308630266921
532,ANO8,0.0,1.0
533,ANO9,inf,0.46721311475409544
534,ANP32B,inf,0.46721311475409544
535,ANP32D,inf,0.46721311475409544
536,ANPEP,1.1428571428571428,1.0
537,ANTXR1,inf,0.46721311475409544
538,ANTXRL,1.1428571428571428,1.0
539,ANXA1,inf,0.46721311475409544
540,ANXA3,inf,0.2162308630266921
541,ANXA6,1.1428571428571428,1.0
542,ANXA7,inf,0.46721311475409544
543,ANXA9,inf,0.46721311475409544
544,AOAH,inf,0.46721311475409544
545,AOC1,0.0,0.498035496545188
546,AOC2,inf,0.46721311475409544
547,AOC3,inf,0.46721311475409544
548,AOX1,1.1428571428571428,1.0
549,AP000345.1,inf,0.46721311475409544
550,AP000708.1,inf,0.46721311475409544
551,AP000769.1,inf,0.2162308630266921
552,AP000783.1,inf,0.46721311475409544
553,AP001468.1,0.5625,1.0
554,AP001652.1,inf,0.46721311475409544
555,AP003062.1,0.0,0.12205424101628283
556,AP003068.23,1.1428571428571428,1.0
557,AP003733.1,inf,0.46721311475409544
558,AP003774.4,inf,0.46721311475409544
559,AP005901.1,0.0,1.0
560,AP1B1,0.0,1.0
561,AP1G1,inf,0.46721311475409544
562,AP1G2,1.1428571428571428,1.0
563,AP1M1,0.0,0.498035496545188
564,AP1M2,0.0,1.0
565,AP2A1,inf,0.46721311475409544
566,AP2A2,1.1454545454545455,1.0
567,AP2B1,1.1428571428571428,1.0
568,AP3B1,0.0,1.0
569,AP3B2,0.0,1.0
570,AP3D1,0.0,1.0
571,AP4E1,0.0,1.0
572,AP4M1,0.0,0.498035496545188
573,AP5B1,1.1428571428571428,1.0
574,AP5M1,2.327272727272727,0.5984283972361519
575,AP5Z1,inf,0.2162308630266921
576,APAF1,2.327272727272727,0.5984283972361519
577,APBA1,0.7515151515151515,1.0
578,APBA2,inf,0.2162308630266921
579,APBB1,inf,0.46721311475409544
580,APC,inf,0.46721311475409544
581,APC2,inf,0.46721311475409544
582,APCDD1,inf,0.46721311475409544
583,APCDD1L,inf,0.46721311475409544
584,APCS,inf,0.46721311475409544
585,APEH,inf,0.2162308630266921
586,API5,0.0,1.0
587,APLNR,inf,0.46721311475409544
588,APLP1,inf,0.46721311475409544
589,APLP2,inf,0.46721311475409544
590,APMAP,inf,0.46721311475409544
591,APOA2,inf,0.46721311475409544
592,APOA4,inf,0.46721311475409544
593,APOB,1.7941176470588236,0.5123231948625586
594,APOBEC3A,inf,0.46721311475409544
595,APOBEC3G,1.1428571428571428,1.0
596,APOBEC4,0.0,1.0
597,APOBR,inf,0.2162308630266921
598,APOC1,inf,0.46721311475409544
599,APOC3,1.1428571428571428,1.0
600,APOC4,inf,0.46721311475409544
601,APOF,inf,0.46721311475409544
602,APOH,inf,0.2162308630266921
603,APOL1,1.1428571428571428,1.0
604,APOL2,inf,0.46721311475409544
605,APOL3,0.0,1.0
606,APOL5,inf,0.2162308630266921
607,APOL6,inf,0.46721311475409544
608,APOPT1,1.1428571428571428,1.0
609,APP,0.0,1.0
610,APPL1,1.1428571428571428,1.0
611,APTX,0.0,1.0
612,AQP10,1.1428571428571428,1.0
613,AQP2,inf,0.46721311475409544
614,AQP6,inf,0.46721311475409544
615,AQPEP,inf,0.46721311475409544
616,AQR,inf,0.46721311475409544
617,AR,0.5545454545454546,0.6838099709812522
618,ARAF,inf,0.46721311475409544
619,ARAP1,0.5625,1.0
620,ARAP2,2.327272727272727,0.5984283972361519
621,ARAP3,inf,0.04497238537740014
622,ARC,0.0,1.0
623,ARCN1,inf,0.46721311475409544
624,AREG,inf,0.46721311475409544
625,AREL1,inf,0.46721311475409544
626,ARF1,0.0,1.0
627,ARF4,0.0,1.0
628,ARF6,inf,0.46721311475409544
629,ARFGAP1,inf,0.46721311475409544
630,ARFGAP3,inf,0.2162308630266921
631,ARFGEF1,inf,0.46721311475409544
632,ARFGEF2,inf,0.46721311475409544
633,ARFIP2,inf,0.46721311475409544
634,ARG1,inf,0.46721311475409544
635,ARGFX,inf,0.46721311475409544
636,ARHGAP11B,inf,0.46721311475409544
637,ARHGAP12,1.1428571428571428,1.0
638,ARHGAP15,inf,0.46721311475409544
639,ARHGAP17,0.0,1.0
640,ARHGAP19-SLIT1,inf,0.46721311475409544
641,ARHGAP20,inf,0.46721311475409544
642,ARHGAP21,inf,0.46721311475409544
643,ARHGAP22,inf,0.09910581222056716
644,ARHGAP23,inf,0.46721311475409544
645,ARHGAP24,inf,0.2162308630266921
646,ARHGAP25,3.5555555555555554,0.3385879483889501
647,ARHGAP26,1.1428571428571428,1.0
648,ARHGAP27,1.1428571428571428,1.0
649,ARHGAP28,inf,0.46721311475409544
650,ARHGAP29,1.1428571428571428,1.0
651,ARHGAP30,1.1428571428571428,1.0
652,ARHGAP31,inf,0.2162308630266921
653,ARHGAP32,inf,0.2162308630266921
654,ARHGAP33,0.5625,1.0
655,ARHGAP35,0.7515151515151515,1.0
656,ARHGAP36,inf,0.46721311475409544
657,ARHGAP39,0.27232142857142855,0.3700837603704302
658,ARHGAP4,0.5625,1.0
659,ARHGAP40,1.1428571428571428,1.0
660,ARHGAP42,inf,0.46721311475409544
661,ARHGAP44,inf,0.2162308630266921
662,ARHGAP5,1.1428571428571428,1.0
663,ARHGAP6,1.1454545454545455,1.0
664,ARHGAP9,1.1428571428571428,1.0
665,ARHGDIA,1.1428571428571428,1.0
666,ARHGDIG,inf,0.46721311475409544
667,ARHGEF1,1.1428571428571428,1.0
668,ARHGEF10,1.1428571428571428,1.0
669,ARHGEF10L,inf,0.46721311475409544
670,ARHGEF11,1.1454545454545455,1.0
671,ARHGEF12,0.0,0.498035496545188
672,ARHGEF15,0.36904761904761907,0.622050256222261
673,ARHGEF17,1.1428571428571428,1.0
674,ARHGEF18,inf,0.2162308630266921
675,ARHGEF19,inf,0.46721311475409544
676,ARHGEF25,inf,0.46721311475409544
677,ARHGEF28,0.0,0.498035496545188
678,ARHGEF3,inf,0.46721311475409544
679,ARHGEF33,inf,0.46721311475409544
680,ARHGEF38,0.5625,1.0
681,ARHGEF4,0.0,1.0
682,ARHGEF40,inf,0.2162308630266921
683,ARHGEF5,1.1428571428571428,1.0
684,ARHGEF6,inf,0.46721311475409544
685,ARHGEF7,0.0,1.0
686,ARID1A,0.7515151515151515,1.0
687,ARID1B,0.9056603773584906,1.0
688,ARID2,1.1428571428571428,1.0
689,ARID3A,inf,0.46721311475409544
690,ARID3B,2.327272727272727,0.5984283972361519
