,Mutation,Lscc_odds,Lscc_pvalue
2278,CORO6,2.6551724137931036,0.48026998961578404
2279,CORO7,0.0,0.5587198025039665
2280,COX10,0.0,1.0
2281,COX11,0.0,1.0
2282,COX18,0.0,1.0
2283,COX4I2,0.0,1.0
2284,COX7B2,0.0,1.0
2285,COX8C,0.0,1.0
2286,CP,2.6551724137931036,0.48026998961578404
2287,CPA3,0.0,1.0
2288,CPA4,0.0,1.0
2289,CPA5,0.0,1.0
2290,CPA6,0.0,1.0
2291,CPAMD8,0.6379310344827587,1.0
2292,CPB1,2.7142857142857144,0.30796057916495284
2293,CPB2,0.0,1.0
2294,CPD,0.0,0.5587198025039665
2295,CPE,0.0,1.0
2296,CPEB1,0.0,1.0
2297,CPEB2,inf,0.2777777777777764
2298,CPEB3,0.8620689655172413,1.0
2299,CPEB4,0.0,1.0
2300,CPED1,1.3214285714285714,0.6690280818951142
2301,CPLX1,0.0,1.0
2302,CPLX4,0.0,1.0
2303,CPM,0.0,1.0
2304,CPN1,0.0,1.0
2305,CPN2,1.3103448275862069,1.0
2306,CPNE1,0.0,1.0
2307,CPNE3,0.0,1.0
2308,CPNE4,5.5,0.18608319128509537
2309,CPNE5,0.0,1.0
2310,CPNE7,8.555555555555555,0.06420580340523928
2311,CPNE9,inf,0.2777777777777764
2312,CPO,0.0,1.0
2313,CPOX,0.0,1.0
2314,CPPED1,0.0,1.0
2315,CPQ,0.0,1.0
2316,CPS1,0.6111111111111112,0.5517913186567437
2317,CPSF1,0.8620689655172413,1.0
2318,CPSF2,0.0,1.0
2319,CPSF3L,5.5,0.18608319128509537
2320,CPSF4,1.3103448275862069,1.0
2321,CPSF4L,0.0,1.0
2322,CPSF6,inf,0.2777777777777764
2323,CPSF7,2.6551724137931036,0.48026998961578404
2324,CPT1A,0.0,1.0
2325,CPT1B,1.3103448275862069,1.0
2326,CPT1C,inf,0.2777777777777764
2327,CPT2,0.0,1.0
2328,CPXCR1,0.0,1.0
2329,CPXM1,0.0,1.0
2330,CPXM2,2.6551724137931036,0.48026998961578404
2331,CPZ,2.6551724137931036,0.48026998961578404
2332,CR1,0.0,0.18660187058218464
2333,CR2,0.503448275862069,1.0
2334,CRACR2A,0.0,0.31922157565783094
2335,CRACR2B,1.3103448275862069,1.0
2336,CRAMP1,0.0,0.5741295871784345
2337,CRAT,5.5,0.18608319128509537
2338,CRB1,0.5476190476190477,0.7240624783282553
2339,CRB2,2.6551724137931036,0.48026998961578404
2340,CRB3,inf,0.2777777777777764
2341,CREB3L1,0.0,0.5587198025039665
2342,CREB3L2,0.0,1.0
2343,CREB3L3,0.0,0.31922157565783094
2344,CREB5,inf,0.2777777777777764
2345,CREBBP,1.1794871794871795,0.7519169961945972
2346,CREBL2,0.0,1.0
2347,CRELD2,inf,0.2777777777777764
2348,CREM,0.0,1.0
2349,CRHR1,0.0,1.0
2350,CRHR2,0.0,1.0
2351,CRIM1,5.5,0.18608319128509537
2352,CRIPT,0.0,1.0
2353,CRISP1,0.0,1.0
2354,CRISP2,0.0,1.0
2355,CRISPLD1,0.0,0.5741295871784345
2356,CRK,0.0,1.0
2357,CRLF1,0.0,1.0
2358,CRLF2,2.6551724137931036,0.48026998961578404
2359,CRMP1,2.7142857142857144,0.30796057916495284
2360,CRNKL1,inf,0.2777777777777764
2361,CRNN,2.6551724137931036,0.48026998961578404
2362,CROCC,0.503448275862069,1.0
2363,CROCC2,1.3214285714285714,0.6690280818951142
2364,CROT,0.0,1.0
2365,CRP,inf,0.2777777777777764
2366,CRTAC1,0.0,1.0
2367,CRTAM,0.0,1.0
2368,CRTAP,0.0,1.0
2369,CRTC1,2.6551724137931036,0.48026998961578404
2370,CRTC2,0.0,0.5587198025039665
2371,CRTC3,0.0,1.0
2372,CRX,0.0,1.0
2373,CRY1,0.0,1.0
2374,CRY2,0.0,1.0
2375,CRYBA4,0.0,1.0
2376,CRYBB1,5.5,0.18608319128509537
2377,CRYBB3,2.6551724137931036,0.48026998961578404
2378,CRYBG3,1.7857142857142858,0.616102392288252
2379,CRYGA,0.0,1.0
2380,CRYZ,0.0,1.0
2381,CSAD,inf,0.2777777777777764
2382,CSDE1,1.3103448275862069,1.0
2383,CSE1L,0.0,1.0
2384,CSF1,1.3103448275862069,1.0
2385,CSF1R,2.6551724137931036,0.48026998961578404
2386,CSF2,inf,0.2777777777777764
2387,CSF2RA,1.3103448275862069,1.0
2388,CSF2RB,0.0,0.5741295871784345
2389,CSF3R,1.7857142857142858,0.616102392288252
2390,CSGALNACT1,0.0,1.0
2391,CSGALNACT2,1.3103448275862069,1.0
2392,CSH2,0.0,1.0
2393,CSHL1,inf,0.2777777777777764
2394,CSK,0.0,1.0
2395,CSMD1,0.34502923976608185,0.11572447057070814
2396,CSMD2,1.5378151260504203,0.4519942739351632
2397,CSMD3,1.8181818181818181,0.20104832992248928
2398,CSNK1A1,0.0,1.0
2399,CSNK1A1L,0.0,1.0
2400,CSNK1D,2.6551724137931036,0.48026998961578404
2401,CSNK1E,0.0,1.0
2402,CSNK1G1,2.6551724137931036,0.48026998961578404
2403,CSNK1G2,0.0,1.0
2404,CSNK1G3,0.0,1.0
2405,CSNK2A1,0.0,0.5587198025039665
2406,CSNK2A2,0.0,1.0
2407,CSNK2A3,0.0,0.5741295871784345
2408,CSPG4,1.3103448275862069,1.0
2409,CSPG5,0.0,1.0
2410,CSPP1,0.0,1.0
2411,CSRNP1,inf,0.2777777777777764
2412,CSRNP3,2.6551724137931036,0.48026998961578404
2413,CSRP1,inf,0.2777777777777764
2414,CSRP2,0.0,1.0
2415,CSRP3,inf,0.2777777777777764
2416,CST1,5.5,0.18608319128509537
2417,CST11,0.0,1.0
2418,CST5,inf,0.2777777777777764
2419,CST7,0.0,1.0
2420,CST9L,inf,0.2777777777777764
2421,CSTF1,0.0,1.0
2422,CSTF2T,2.6551724137931036,0.48026998961578404
2423,CT45A1,2.6551724137931036,0.48026998961578404
2424,CT45A3,0.0,1.0
2425,CT47B1,0.6379310344827587,1.0
2426,CT55,inf,0.2777777777777764
2427,CTAG2,0.0,1.0
2428,CTAGE5,2.7142857142857144,0.30796057916495284
2429,CTAGE6,0.0,1.0
2430,CTAGE8,0.0,1.0
2431,CTAGE9,0.0,1.0
2432,CTBP2,0.0,1.0
2433,CTC1,0.0,1.0
2434,CTCF,0.0,1.0
2435,CTCFL,0.0,1.0
2436,CTDP1,0.8620689655172413,1.0
2437,CTDSP2,0.0,1.0
2438,CTGF,0.0,0.5741295871784345
2439,CTH,2.6551724137931036,0.48026998961578404
2440,CTIF,0.0,1.0
2441,CTLA4,0.0,1.0
2442,CTNNA1,inf,0.2777777777777764
2443,CTNNA2,0.6767676767676768,0.7532226962146316
2444,CTNNA3,0.3017241379310345,0.4395747799286444
2445,CTNNAL1,inf,0.2777777777777764
2446,CTNNB1,0.0,1.0
2447,CTNNBL1,5.5,0.18608319128509537
2448,CTNND1,0.0,1.0
2449,CTNND2,1.673913043478261,0.3988965188257996
2450,CTPS1,5.5,0.18608319128509537
2451,CTPS2,0.0,1.0
2452,CTR9,1.3103448275862069,1.0
2453,CTRB1,0.0,1.0
2454,CTRC,0.0,1.0
2455,CTRL,inf,0.2777777777777764
2456,CTSA,2.6551724137931036,0.48026998961578404
2457,CTSB,0.0,1.0
2458,CTSD,2.6551724137931036,0.48026998961578404
2459,CTXN2,0.0,1.0
2460,CUBN,2.2857142857142856,0.11982507365530579
2461,CUEDC1,0.0,1.0
2462,CUEDC2,0.0,1.0
2463,CUL1,0.0,1.0
2464,CUL2,inf,0.2777777777777764
2465,CUL3,0.625,0.7230025390644681
2466,CUL4A,5.5,0.18608319128509537
2467,CUL5,0.0,1.0
2468,CUL7,0.0,1.0
2469,CUL9,2.7777777777777777,0.34476505402208235
2470,CUTC,inf,0.2777777777777764
2471,CUX1,1.042857142857143,1.0
2472,CUX2,0.7692307692307693,0.775312001101225
2473,CUZD1,8.555555555555555,0.06420580340523928
2474,CWC22,0.0,1.0
2475,CWF19L1,0.0,1.0
2476,CWH43,2.6551724137931036,0.48026998961578404
2477,CXCL12,0.0,1.0
2478,CXCL2,0.0,1.0
2479,CXCL6,0.0,1.0
2480,CXCR1,2.6551724137931036,0.48026998961578404
2481,CXCR2,0.0,1.0
2482,CXCR3,2.6551724137931036,0.48026998961578404
2483,CXCR4,0.0,1.0
2484,CXCR6,0.0,1.0
2485,CXXC1,0.0,1.0
2486,CXXC4,0.0,1.0
2487,CXXC5,inf,0.2777777777777764
2488,CXorf21,0.0,1.0
2489,CXorf23,0.0,1.0
2490,CXorf36,0.0,1.0
2491,CXorf40B,0.0,1.0
2492,CXorf57,0.0,0.5587198025039665
2493,CXorf58,2.6551724137931036,0.48026998961578404
2494,CXorf66,0.0,1.0
2495,CXorf67,0.0,0.5741295871784345
2496,CYB561D1,0.0,1.0
2497,CYB5R2,0.0,1.0
2498,CYB5R3,0.0,1.0
2499,CYBB,0.0,0.31922157565783094
2500,CYBRD1,0.0,1.0
2501,CYC1,0.0,1.0
2502,CYFIP1,2.7142857142857144,0.30796057916495284
2503,CYFIP2,2.7777777777777777,0.34476505402208235
2504,CYHR1,0.0,1.0
2505,CYLC1,2.7777777777777777,0.34476505402208235
2506,CYLC2,0.0,1.0
2507,CYLD,1.3103448275862069,1.0
2508,CYP11A1,1.3103448275862069,1.0
2509,CYP11B1,0.6379310344827587,1.0
2510,CYP11B2,0.503448275862069,1.0
2511,CYP17A1,0.0,1.0
2512,CYP19A1,0.0,0.5587198025039665
2513,CYP1A1,0.0,1.0
2514,CYP1A2,0.0,1.0
2515,CYP1B1,0.0,1.0
2516,CYP20A1,0.0,1.0
2517,CYP24A1,0.0,1.0
2518,CYP26B1,1.3103448275862069,1.0
2519,CYP27B1,0.0,1.0
2520,CYP2A13,1.3103448275862069,1.0
2521,CYP2A6,0.0,1.0
2522,CYP2A7,0.0,0.5741295871784345
2523,CYP2C18,0.0,1.0
2524,CYP2C19,1.3103448275862069,1.0
2525,CYP2C9,2.7777777777777777,0.34476505402208235
2526,CYP2D6,0.8620689655172413,1.0
2527,CYP2E1,0.0,1.0
2528,CYP2F1,0.0,1.0
2529,CYP2S1,0.0,1.0
2530,CYP39A1,2.6551724137931036,0.48026998961578404
2531,CYP3A4,2.7142857142857144,0.30796057916495284
2532,CYP3A5,0.0,1.0
2533,CYP46A1,1.3103448275862069,1.0
2534,CYP4A11,0.0,1.0
2535,CYP4A22,inf,0.2777777777777764
2536,CYP4B1,0.0,1.0
2537,CYP4F11,0.0,1.0
2538,CYP4F12,2.7142857142857144,0.30796057916495284
2539,CYP4F2,inf,0.2777777777777764
2540,CYP4F22,0.0,1.0
2541,CYP4F8,2.6551724137931036,0.48026998961578404
2542,CYP4V2,inf,0.2777777777777764
2543,CYP4X1,0.6379310344827587,1.0
2544,CYP4Z1,0.0,1.0
2545,CYP7A1,0.0,0.5587198025039665
2546,CYP7B1,0.0,1.0
2547,CYP8B1,inf,0.07528556593977125
2548,CYR61,inf,0.2777777777777764
2549,CYS1,0.0,1.0
2550,CYTH4,0.0,0.5587198025039665
2551,CYTIP,0.0,1.0
2552,CYTL1,0.0,1.0
2553,DAAM1,1.3214285714285714,0.6690280818951142
2554,DAAM2,2.8461538461538463,0.2139818531980045
2555,DAB2,8.555555555555555,0.06420580340523928
2556,DAB2IP,0.0,0.5587198025039665
2557,DACH1,2.7777777777777777,0.34476505402208235
2558,DACH2,1.3103448275862069,1.0
2559,DACT1,0.41379310344827586,0.6706504932583672
2560,DACT2,2.7142857142857144,0.30796057916495284
2561,DACT3,0.0,1.0
2562,DAGLA,1.7857142857142858,0.616102392288252
2563,DAND5,inf,0.2777777777777764
2564,DAO,0.0,1.0
2565,DAP3,2.6551724137931036,0.48026998961578404
2566,DAPK1,1.3214285714285714,0.6690280818951142
2567,DAPK3,0.0,1.0
2568,DAPL1,inf,0.2777777777777764
2569,DAPP1,0.0,1.0
2570,DAW1,0.0,0.5587198025039665
2571,DAXX,0.0,0.5741295871784345
2572,DAZAP1,2.6551724137931036,0.48026998961578404
2573,DAZL,0.0,1.0
2574,DBF4,0.0,1.0
2575,DBF4B,0.0,1.0
2576,DBH,2.6551724137931036,0.48026998961578404
2577,DBNDD1,0.0,1.0
2578,DBNL,0.0,1.0
2579,DBR1,0.0,1.0
2580,DBX1,0.0,0.5587198025039665
2581,DBX2,2.6551724137931036,0.48026998961578404
2582,DCAF10,0.0,1.0
2583,DCAF11,0.0,1.0
2584,DCAF12L1,2.8461538461538463,0.2139818531980045
2585,DCAF12L2,0.7244897959183674,1.0
2586,DCAF13,inf,0.2777777777777764
2587,DCAF15,0.0,0.5587198025039665
2588,DCAF16,0.0,1.0
2589,DCAF17,0.0,1.0
2590,DCAF4L2,0.625,0.7230025390644681
2591,DCAF5,2.6551724137931036,0.48026998961578404
2592,DCAF8,0.0,1.0
2593,DCAF8L1,0.0,1.0
2594,DCAF8L2,0.7244897959183674,1.0
2595,DCANP1,0.0,1.0
2596,DCBLD2,0.0,1.0
2597,DCC,0.5555555555555556,0.5483781844245648
2598,DCD,0.0,1.0
2599,DCDC1,0.23448275862068965,0.28424656937257714
2600,DCDC2,0.0,1.0
2601,DCDC2B,0.0,1.0
2602,DCDC2C,0.0,1.0
2603,DCHS1,1.36,0.7565639749892863
2604,DCHS2,1.126984126984127,1.0
2605,DCLK1,0.0,1.0
2606,DCLK2,0.0,1.0
2607,DCLK3,5.5,0.18608319128509537
2608,DCLRE1A,0.0,1.0
2609,DCLRE1B,0.0,0.5587198025039665
2610,DCLRE1C,2.6551724137931036,0.48026998961578404
2611,DCN,2.6551724137931036,0.48026998961578404
2612,DCP1B,0.0,1.0
2613,DCPS,0.0,1.0
2614,DCST1,0.0,0.31922157565783094
2615,DCST2,inf,0.2777777777777764
2616,DCSTAMP,1.6222222222222222,0.6826070760113729
2617,DCT,0.0,1.0
2618,DCTN1,1.7857142857142858,0.616102392288252
2619,DCTN2,0.0,1.0
2620,DCTN3,0.0,1.0
2621,DCTN4,inf,0.2777777777777764
2622,DCUN1D1,0.0,1.0
2623,DCX,2.7142857142857144,0.30796057916495284
2624,DCXR,0.0,1.0
2625,DDAH1,0.0,1.0
2626,DDAH2,inf,0.2777777777777764
2627,DDB2,2.6551724137931036,0.48026998961578404
2628,DDC,0.6379310344827587,1.0
2629,DDHD1,0.0,0.5741295871784345
2630,DDHD2,0.0,1.0
2631,DDI1,0.0,0.5587198025039665
2632,DDI2,1.3103448275862069,1.0
2633,DDIAS,0.0,1.0
2634,DDIT4L,0.0,1.0
2635,DDN,2.6551724137931036,0.48026998961578404
2636,DDR1,4.222222222222222,0.12983208918670092
2637,DDR2,0.0,0.5587198025039665
2638,DDRGK1,0.0,1.0
2639,DDTL,0.0,1.0
2640,DDX10,inf,0.2777777777777764
2641,DDX18,5.5,0.18608319128509537
2642,DDX20,1.3103448275862069,1.0
2643,DDX21,0.0,1.0
2644,DDX23,0.0,1.0
2645,DDX24,0.0,1.0
2646,DDX27,2.6551724137931036,0.48026998961578404
2647,DDX28,inf,0.2777777777777764
2648,DDX39A,0.0,1.0
2649,DDX3X,0.0,1.0
2650,DDX42,0.0,0.5741295871784345
2651,DDX43,0.0,1.0
2652,DDX47,2.6551724137931036,0.48026998961578404
2653,DDX5,inf,0.2777777777777764
2654,DDX50,0.0,1.0
2655,DDX52,inf,0.2777777777777764
2656,DDX53,1.3103448275862069,1.0
2657,DDX54,0.0,0.5587198025039665
2658,DDX55,0.0,1.0
2659,DDX58,0.0,0.5587198025039665
2660,DDX6,0.0,1.0
2661,DDX60,0.0,1.0
2662,DDX60L,2.7142857142857144,0.30796057916495284
2663,DEAF1,1.3103448275862069,1.0
2664,DEC1,0.0,1.0
2665,DECR1,2.6551724137931036,0.48026998961578404
2666,DECR2,1.3103448275862069,1.0
2667,DEDD,0.0,1.0
2668,DEDD2,0.0,1.0
2669,DEF6,0.0,1.0
2670,DEF8,8.555555555555555,0.06420580340523928
2671,DEFA3,inf,0.2777777777777764
2672,DEFA4,0.0,1.0
2673,DEFA5,inf,0.07528556593977125
2674,DEFB107A,inf,0.2777777777777764
2675,DEFB110,0.0,1.0
2676,DEFB112,2.6551724137931036,0.48026998961578404
2677,DEFB113,0.0,1.0
2678,DEFB114,0.0,1.0
2679,DEFB115,0.0,1.0
2680,DEFB118,2.6551724137931036,0.48026998961578404
2681,DEFB127,0.0,1.0
2682,DEFB133,0.0,1.0
2683,DEGS1,0.0,1.0
2684,DENND1C,0.0,1.0
2685,DENND2A,5.5,0.18608319128509537
2686,DENND2C,0.0,1.0
2687,DENND3,0.0,1.0
2688,DENND4A,0.8620689655172413,1.0
2689,DENND4B,2.6551724137931036,0.48026998961578404
2690,DENND4C,2.7142857142857144,0.30796057916495284
2691,DENND5A,inf,0.2777777777777764
2692,DENND5B,0.0,0.5587198025039665
2693,DENND6A,0.0,1.0
2694,DENND6B,2.6551724137931036,0.48026998961578404
2695,DEPDC1,0.0,1.0
2696,DEPDC1B,inf,0.2777777777777764
2697,DEPDC5,1.3103448275862069,1.0
2698,DEPTOR,2.7142857142857144,0.30796057916495284
2699,DES,0.8620689655172413,1.0
2700,DFFA,inf,0.2777777777777764
2701,DFNA5,2.7142857142857144,0.30796057916495284
2702,DFNB59,1.3103448275862069,1.0
2703,DGAT1,2.6551724137931036,0.48026998961578404
2704,DGAT2L6,0.0,1.0
2705,DGCR14,2.6551724137931036,0.48026998961578404
2706,DGCR2,0.0,1.0
2707,DGCR8,0.0,1.0
2708,DGKB,1.3214285714285714,0.6690280818951142
2709,DGKD,0.0,1.0
2710,DGKE,0.0,1.0
2711,DGKG,2.6551724137931036,0.48026998961578404
2712,DGKH,0.0,1.0
2713,DGKI,0.4857142857142857,0.5040710521157226
2714,DGKK,inf,0.2777777777777764
2715,DGKQ,0.0,0.5741295871784345
2716,DGKZ,inf,0.2777777777777764
2717,DGUOK,1.3103448275862069,1.0
2718,DHDH,0.0,1.0
2719,DHFRL1,0.0,1.0
2720,DHPS,0.0,1.0
2721,DHRS11,0.0,1.0
2722,DHRS3,0.0,1.0
2723,DHRS4L2,0.0,1.0
2724,DHRS7,0.0,1.0
2725,DHRS7B,0.0,1.0
2726,DHRS7C,1.3103448275862069,1.0
2727,DHRS9,0.0,1.0
2728,DHTKD1,2.6551724137931036,0.48026998961578404
2729,DHX15,2.6551724137931036,0.48026998961578404
2730,DHX16,0.0,1.0
2731,DHX29,0.0,1.0
2732,DHX30,0.0,0.5587198025039665
2733,DHX32,2.6551724137931036,0.48026998961578404
2734,DHX33,inf,0.2777777777777764
2735,DHX34,4.222222222222222,0.12983208918670092
2736,DHX35,0.0,0.5587198025039665
2737,DHX36,0.0,1.0
2738,DHX37,0.503448275862069,1.0
2739,DHX57,1.3103448275862069,1.0
2740,DHX8,0.0,1.0
2741,DHX9,0.8620689655172413,1.0
2742,DIAPH1,inf,0.2777777777777764
2743,DIAPH2,2.7142857142857144,0.30796057916495284
2744,DIAPH3,0.0,1.0
2745,DICER1,inf,0.2777777777777764
2746,DIDO1,0.0,1.0
2747,DIO1,0.0,1.0
2748,DIO2,0.0,1.0
2749,DIO3,0.0,1.0
2750,DIP2A,0.503448275862069,1.0
2751,DIP2B,1.3103448275862069,1.0
2752,DIP2C,0.0,0.5741295871784345
2753,DIRAS1,2.7142857142857144,0.30796057916495284
2754,DIRC1,2.6551724137931036,0.48026998961578404
2755,DIRC2,inf,0.2777777777777764
2756,DIS3L,2.6551724137931036,0.48026998961578404
2757,DIS3L2,inf,0.2777777777777764
2758,DISC1,0.0,1.0
2759,DISP1,1.3214285714285714,0.6690280818951142
2760,DISP2,0.0,0.5741295871784345
2761,DISP3,0.3497536945812808,0.4391275726776259
2762,DKC1,2.6551724137931036,0.48026998961578404
2763,DKK1,inf,0.2777777777777764
2764,DKK2,1.3103448275862069,1.0
2765,DKK4,0.0,1.0
2766,DKKL1,2.6551724137931036,0.48026998961578404
2767,DLAT,1.3103448275862069,1.0
2768,DLC1,1.126984126984127,1.0
2769,DLD,0.0,1.0
2770,DLEC1,inf,0.2777777777777764
2771,DLG1,0.0,0.5741295871784345
2772,DLG2,1.3214285714285714,0.6690280818951142
2773,DLG3,0.0,1.0
2774,DLG5,0.0,0.5741295871784345
2775,DLGAP1,0.8620689655172413,1.0
2776,DLGAP2,0.503448275862069,1.0
2777,DLGAP3,2.92,0.13654342380378923
2778,DLGAP5,inf,0.2777777777777764
2779,DLK1,0.0,1.0
2780,DLK2,0.0,1.0
2781,DLL1,0.0,0.5587198025039665
2782,DLL3,2.6551724137931036,0.48026998961578404
2783,DLL4,5.5,0.18608319128509537
2784,DLST,inf,0.2777777777777764
2785,DLX1,inf,0.2777777777777764
2786,DLX2,0.0,1.0
2787,DLX5,0.0,1.0
2788,DLX6,2.6551724137931036,0.48026998961578404
2789,DMBT1,1.126984126984127,1.0
2790,DMBX1,0.0,1.0
2791,DMC1,0.0,1.0
2792,DMD,1.0,1.0
2793,DMGDH,1.3103448275862069,1.0
2794,DMKN,0.0,0.5587198025039665
2795,DMP1,2.6551724137931036,0.48026998961578404
2796,DMPK,0.0,1.0
2797,DMRT2,0.0,1.0
2798,DMRT3,2.6551724137931036,0.48026998961578404
2799,DMRTA1,2.6551724137931036,0.48026998961578404
2800,DMRTA2,0.0,1.0
2801,DMRTB1,0.41379310344827586,0.6706504932583672
2802,DMRTC2,2.6551724137931036,0.48026998961578404
2803,DMWD,0.0,1.0
2804,DMXL1,0.0,0.5587198025039665
2805,DMXL2,1.126984126984127,1.0
2806,DNA2,0.8620689655172413,1.0
2807,DNAAF1,2.6551724137931036,0.48026998961578404
2808,DNAAF2,inf,0.2777777777777764
2809,DNAAF3,0.6379310344827587,1.0
2810,DNAAF5,2.6551724137931036,0.48026998961578404
2811,DNAH1,2.7142857142857144,0.30796057916495284
2812,DNAH10,1.1794871794871795,0.7519169961945972
2813,DNAH11,1.1,1.0
2814,DNAH12,0.0,1.0
2815,DNAH14,0.8518518518518519,1.0
2816,DNAH17,0.625,0.7230025390644681
2817,DNAH2,2.7777777777777777,0.34476505402208235
2818,DNAH3,0.9370629370629371,1.0
2819,DNAH5,0.9642857142857143,1.0
2820,DNAH6,1.375,0.5729001581130715
2821,DNAH7,0.6461538461538462,0.5803617206897068
2822,DNAH8,0.35714285714285715,0.22677567028550244
2823,DNAH9,1.2782608695652173,0.606309027783263
2824,DNAI2,0.0,1.0
2825,DNAJA1,0.0,1.0
2826,DNAJA2,1.3103448275862069,1.0
2827,DNAJA3,0.0,1.0
2828,DNAJA4,inf,0.2777777777777764
2829,DNAJB11,0.0,1.0
2830,DNAJB13,0.0,1.0
2831,DNAJB14,inf,0.2777777777777764
2832,DNAJB2,0.0,1.0
2833,DNAJB5,0.0,1.0
2834,DNAJB7,0.0,1.0
2835,DNAJB8,0.0,1.0
2836,DNAJB9,0.0,1.0
2837,DNAJC10,1.3103448275862069,1.0
2838,DNAJC12,1.3103448275862069,1.0
2839,DNAJC13,1.3103448275862069,1.0
2840,DNAJC14,inf,0.2777777777777764
2841,DNAJC16,0.0,1.0
2842,DNAJC17,0.0,1.0
2843,DNAJC19,0.0,1.0
2844,DNAJC21,0.0,1.0
2845,DNAJC22,0.0,1.0
2846,DNAJC25,1.3103448275862069,1.0
2847,DNAJC27,0.0,1.0
2848,DNAJC3,0.0,1.0
2849,DNAJC5B,inf,0.2777777777777764
2850,DNAJC5G,0.0,0.31922157565783094
2851,DNAJC6,0.0,1.0
2852,DNAJC7,0.0,1.0
2853,DNASE1L1,0.0,1.0
2854,DNASE2,0.0,1.0
2855,DNER,1.042857142857143,1.0
2856,DNHD1,1.7857142857142858,0.616102392288252
2857,DNM1,inf,0.2777777777777764
2858,DNM1L,1.3103448275862069,1.0
2859,DNM2,0.0,1.0
2860,DNM3,0.0,0.5741295871784345
2861,DNMBP,1.3103448275862069,1.0
2862,DNMT1,0.0,0.31922157565783094
2863,DNMT3A,2.6551724137931036,0.48026998961578404
2864,DNMT3B,0.8620689655172413,1.0
2865,DNMT3L,2.6551724137931036,0.48026998961578404
2866,DNTT,1.3103448275862069,1.0
2867,DOC2A,0.0,1.0
2868,DOC2B,0.0,1.0
2869,DOCK1,2.0555555555555554,0.3942997577165433
2870,DOCK10,1.5604395604395604,0.4941145436017962
2871,DOCK11,1.7857142857142858,0.616102392288252
2872,DOCK2,0.7244897959183674,1.0
2873,DOCK3,0.41379310344827586,0.6706504932583672
2874,DOCK4,1.126984126984127,1.0
2875,DOCK5,0.8620689655172413,1.0
2876,DOCK6,1.7857142857142858,0.616102392288252
2877,DOCK7,0.8620689655172413,1.0
2878,DOCK8,0.0,0.05985612531152787
2879,DOCK9,2.6551724137931036,0.48026998961578404
2880,DOK1,0.0,1.0
2881,DOK2,0.0,1.0
2882,DOK3,inf,0.2777777777777764
2883,DOK4,0.0,1.0
2884,DOK5,1.3103448275862069,1.0
2885,DOK6,0.0,1.0
2886,DOK7,0.0,1.0
2887,DONSON,8.555555555555555,0.06420580340523928
2888,DOPEY1,8.555555555555555,0.06420580340523928
2889,DOPEY2,1.3103448275862069,1.0
2890,DOT1L,0.0,1.0
2891,DPCR1,0.6379310344827587,1.0
2892,DPEP1,0.0,0.5587198025039665
2893,DPEP3,0.0,1.0
2894,DPF3,0.0,0.5587198025039665
2895,DPH1,0.0,1.0
2896,DPH6,0.0,1.0
2897,DPH7,2.6551724137931036,0.48026998961578404
2898,DPP10,0.9722222222222222,1.0
2899,DPP3,0.8620689655172413,1.0
2900,DPP4,1.042857142857143,1.0
2901,DPP6,1.0461538461538462,1.0
2902,DPP7,inf,0.2777777777777764
2903,DPP8,0.0,1.0
2904,DPP9,0.8620689655172413,1.0
2905,DPPA2,0.0,1.0
2906,DPPA3,inf,0.2777777777777764
2907,DPPA4,2.0555555555555554,0.3942997577165433
2908,DPPA5,2.6551724137931036,0.48026998961578404
2909,DPRX,inf,0.2777777777777764
2910,DPY19L2,0.0,1.0
2911,DPY19L3,2.6551724137931036,0.48026998961578404
2912,DPY30,0.0,1.0
2913,DPYD,0.0,0.31922157565783094
2914,DPYS,0.8571428571428571,1.0
2915,DPYSL3,2.6551724137931036,0.48026998961578404
2916,DPYSL5,0.0,0.5587198025039665
2917,DQX1,inf,0.2777777777777764
2918,DR1,inf,0.2777777777777764
2919,DRAM2,0.0,1.0
2920,DRAXIN,inf,0.019886753267109432
2921,DRC1,2.6551724137931036,0.48026998961578404
2922,DRC3,inf,0.2777777777777764
2923,DRC7,0.0,0.5587198025039665
2924,DRD1,2.6551724137931036,0.48026998961578404
2925,DRD2,0.0,0.31922157565783094
2926,DRD3,0.0,1.0
2927,DRD5,0.0,1.0
2928,DRG1,0.0,1.0
2929,DRGX,0.0,0.5587198025039665
2930,DROSHA,1.7857142857142858,0.616102392288252
2931,DRP2,1.042857142857143,1.0
2932,DSC1,0.8620689655172413,1.0
2933,DSC2,0.0,1.0
2934,DSC3,2.6551724137931036,0.48026998961578404
2935,DSCAM,1.1794871794871795,0.7519169961945972
2936,DSCAML1,1.3333333333333333,0.7061848360790945
2937,DSCC1,0.0,1.0
2938,DSE,2.6551724137931036,0.48026998961578404
2939,DSEL,1.6222222222222222,0.6826070760113729
2940,DSG1,0.0,0.5741295871784345
2941,DSG2,0.0,1.0
2942,DSG3,0.0,1.0
2943,DSG4,2.7142857142857144,0.30796057916495284
2944,DSP,4.222222222222222,0.12983208918670092
2945,DSPP,inf,0.2777777777777764
2946,DST,0.35714285714285715,0.22677567028550244
2947,DSTYK,1.3103448275862069,1.0
2948,DTD1,inf,0.2777777777777764
2949,DTHD1,2.6551724137931036,0.48026998961578404
2950,DTNA,0.6379310344827587,1.0
2951,DTNB,0.0,1.0
2952,DTWD1,0.0,1.0
