Name	lscc_Database_ID	brca_Database_ID	luad_Database_ID	ovarian_Database_ID	brca_pvalue	colon_pvalue	hnscc_pvalue	lscc_pvalue	luad_pvalue	ovarian_pvalue	brca_diff	colon_diff	hnscc_diff	lscc_diff	luad_diff	ovarian_diff
AAR2	NP_001258803.1	NP_001258803.1	NP_001258803.1	NP_001258803	0.09044273323464426	0.029068429861069212	0.9909722347786971	0.9665877646143908	0.46127368380903194	0.9421272299165263	0.2659353354978355	0.19594087624209583	-0.010724574015544164	-0.01073871224165343	0.19033937389770722	-0.06142732301851854
ABL1	NP_009297.2|NP_005148.2	NP_009297.2|NP_005148.2		NP_005148	0.5284990061973688	0.90333268802456	0.366032496151313	0.6673275625421331		0.9231376114191056	-0.1305893939393938	-0.02402748846407382	0.0926819138829984	-0.1157075516693164		0.059846576740740745
ABLIM1	NP_001003407.1|NP_002304.3|NP_001309812.1|NP_001309814.1|NP_001339371.1|NP_006711.3|NP_001309821.1|NP_001309825.1	NP_001309811.1|NP_001309815.1	NP_002304.3|NP_001339371.1|NP_001309821.1|NP_001309825.1	NP_001309811	0.6593004977617286	0.5850034585865344	0.9337110796323294	0.7494874130459269	0.46544110118792914	0.9421272299165263	-0.1741420454545454	-0.07540411020776877	0.03803034588132803	0.24471160572337114	-0.6168262499999997	-0.09197222953703701
ABLIM1	NP_001003407.1|NP_002304.3|NP_001309812.1|NP_001309814.1|NP_001339371.1|NP_006711.3|NP_001309821.1|NP_001309825.1	NP_001309811.1|NP_001309815.1	NP_002304.3|NP_001339371.1|NP_001309821.1|NP_001309825.1	NP_001003407	0.6593004977617286	0.5850034585865344	0.9337110796323294	0.7494874130459269	0.46544110118792914	0.9421272299165263	-0.1741420454545454	-0.07540411020776877	0.03803034588132803	0.24471160572337114	-0.6168262499999997	-0.09372114781481479
ABLIM1	NP_001003407.1|NP_002304.3|NP_001309812.1|NP_001309814.1|NP_001339371.1|NP_006711.3|NP_001309821.1|NP_001309825.1	NP_001309811.1|NP_001309815.1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001309811	0.6593004977617286	0.5850034585865344	0.9337110796323294	0.7494874130459269	0.6992007002479645	0.9421272299165263	-0.1741420454545454	-0.07540411020776877	0.03803034588132803	0.24471160572337114	-0.2266317901234569	-0.09197222953703701
ABLIM1	NP_001003407.1|NP_002304.3|NP_001309812.1|NP_001309814.1|NP_001339371.1|NP_006711.3|NP_001309821.1|NP_001309825.1	NP_001309811.1|NP_001309815.1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001003407	0.6593004977617286	0.5850034585865344	0.9337110796323294	0.7494874130459269	0.6992007002479645	0.9421272299165263	-0.1741420454545454	-0.07540411020776877	0.03803034588132803	0.24471160572337114	-0.2266317901234569	-0.09372114781481479
ABLIM1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001309811.1|NP_001309815.1	NP_002304.3|NP_001339371.1|NP_001309821.1|NP_001309825.1	NP_001309811	0.6593004977617286	0.5850034585865344	0.9337110796323294	0.9377900370485565	0.46544110118792914	0.9421272299165263	-0.1741420454545454	-0.07540411020776877	0.03803034588132803	-0.06992408585055632	-0.6168262499999997	-0.09197222953703701
ABLIM1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001309811.1|NP_001309815.1	NP_002304.3|NP_001339371.1|NP_001309821.1|NP_001309825.1	NP_001003407	0.6593004977617286	0.5850034585865344	0.9337110796323294	0.9377900370485565	0.46544110118792914	0.9421272299165263	-0.1741420454545454	-0.07540411020776877	0.03803034588132803	-0.06992408585055632	-0.6168262499999997	-0.09372114781481479
ABLIM1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001309811.1|NP_001309815.1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001309811	0.6593004977617286	0.5850034585865344	0.9337110796323294	0.9377900370485565	0.6992007002479645	0.9421272299165263	-0.1741420454545454	-0.07540411020776877	0.03803034588132803	-0.06992408585055632	-0.2266317901234569	-0.09197222953703701
ABLIM1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001309811.1|NP_001309815.1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001003407	0.6593004977617286	0.5850034585865344	0.9337110796323294	0.9377900370485565	0.6992007002479645	0.9421272299165263	-0.1741420454545454	-0.07540411020776877	0.03803034588132803	-0.06992408585055632	-0.2266317901234569	-0.09372114781481479
