Name,amplifications,neutral,deletions,average
ABCD3,1.0,88.0,16.0,-0.04584761904761908
ABCD4,1.0,52.0,52.0,-0.25847619047619047
ABCE1,3.0,79.0,23.0,-0.06764761904761905
ABCF1,5.0,91.0,9.0,-0.016009523809523807
ABCF2,38.0,65.0,2.0,0.2521047619047619
ABCF3,8.0,83.0,14.0,-0.013152380952380957
ABCG1,5.0,85.0,15.0,-0.018066666666666672
ABCG2,1.0,77.0,27.0,-0.11465714285714287
ABCG4,4.0,78.0,23.0,-0.053523809523809515
ABCG5,9.0,75.0,21.0,-0.01626666666666667
ABCG8,9.0,75.0,21.0,-0.01626666666666667
ABHD1,10.0,84.0,11.0,0.029095238095238087
ABHD10,8.0,94.0,3.0,0.07436190476190478
ABHD11,20.0,56.0,29.0,0.022304761904761907
ABHD12,54.0,41.0,10.0,0.5483619047619048
ABHD12B,4.0,67.0,34.0,-0.13039047619047617
ABHD13,58.0,46.0,1.0,0.49664761904761906
ABHD14A,5.0,91.0,9.0,-0.023866666666666668
ABHD14A-ACY1,5.0,91.0,9.0,-0.023866666666666668
ABHD14B,5.0,91.0,9.0,-0.023866666666666668
ABHD15,6.0,63.0,36.0,-0.11541904761904762
ABHD16A,5.0,91.0,9.0,-0.016009523809523807
ABHD16B,69.0,34.0,2.0,0.7729238095238093
ABHD17A,6.0,66.0,33.0,-0.12033333333333329
ABHD17B,7.0,71.0,27.0,-0.05362857142857142
ABHD17C,2.0,75.0,28.0,-0.13459047619047615
ABHD2,1.0,71.0,33.0,-0.16809523809523802
ABHD3,1.0,29.0,75.0,-0.38568571428571435
ABHD4,11.0,64.0,30.0,-0.08243809523809525
ABHD5,5.0,93.0,7.0,0.019104761904761906
ABHD6,4.0,88.0,13.0,-0.020323809523809536
ABHD8,4.0,65.0,36.0,-0.1398095238095238
ABI1,2.0,82.0,21.0,-0.10718095238095247
ABI2,10.0,49.0,46.0,-0.09528571428571432
ABI3,5.0,74.0,26.0,-0.0906285714285714
ABI3BP,8.0,95.0,2.0,0.05744761904761903
ABL1,7.0,70.0,28.0,-0.07364761904761902
ABL2,12.0,75.0,18.0,0.01681904761904761
ABLIM1,0.0,86.0,19.0,-0.07539047619047623
ABLIM2,3.0,81.0,21.0,-0.0712
ABLIM3,12.0,85.0,8.0,0.06840952380952382
ABO,9.0,84.0,12.0,-0.0008285714285714302
ABR,0.0,32.0,73.0,-0.3932285714285713
ABRA,47.0,54.0,4.0,0.3469619047619048
ABRACL,5.0,80.0,20.0,-0.02922857142857142
ABT1,14.0,85.0,6.0,0.07825714285714287
ABTB1,8.0,95.0,2.0,0.0783047619047619
ABTB2,9.0,91.0,5.0,0.040028571428571434
AC000099.1,42.0,62.0,1.0,0.27866666666666673
AC000124.1,41.0,62.0,2.0,0.265352380952381
AC002115.5,12.0,68.0,25.0,-0.03273333333333333
AC002398.5,13.0,66.0,26.0,-0.029219047619047617
AC002454.1,42.0,61.0,2.0,0.2917904761904761
AC002463.3,40.0,63.0,2.0,0.26143809523809525
AC002480.3,56.0,48.0,1.0,0.3598666666666666
AC002511.1,11.0,74.0,20.0,-0.03789523809523807
AC003051.1,7.0,83.0,15.0,-0.02447619047619047
AC003102.3,4.0,70.0,31.0,-0.0961238095238095
AC003665.1,5.0,78.0,22.0,-0.056847619047619036
AC003958.2,14.0,78.0,13.0,0.037390476190476196
AC003984.1,42.0,61.0,2.0,0.25769523809523814
AC004019.13,2.0,50.0,53.0,-0.2404285714285714
AC004562.1,6.0,85.0,14.0,-0.027866666666666668
AC004603.4,28.0,75.0,2.0,0.15966666666666665
AC004862.6,42.0,61.0,2.0,0.2553047619047619
AC004893.11,28.0,60.0,17.0,0.1211238095238095
AC005022.1,48.0,56.0,1.0,0.3360285714285714
AC005029.1,48.0,56.0,1.0,0.3360285714285714
AC005062.2,58.0,46.0,1.0,0.3743238095238095
AC005152.3,6.0,88.0,11.0,-0.011752380952380946
AC005235.1,16.0,88.0,1.0,0.13468571428571427
AC005264.2,5.0,56.0,44.0,-0.15863809523809527
AC005358.3,0.0,45.0,60.0,-0.350495238095238
AC005550.4,58.0,46.0,1.0,0.3751142857142858
AC005592.1,6.0,88.0,11.0,0.015761904761904765
AC005594.3,5.0,52.0,48.0,-0.16223809523809518
AC006004.1,33.0,70.0,2.0,0.1809333333333333
AC006115.3,9.0,73.0,23.0,-0.09079047619047619
AC006129.4,19.0,81.0,5.0,0.08823809523809521
AC006145.4,42.0,61.0,2.0,0.25737142857142864
AC006196.1,13.0,89.0,3.0,0.09175238095238096
AC006372.4,51.0,46.0,8.0,0.3170571428571428
AC007038.7,15.0,89.0,1.0,0.10343809523809523
AC007040.7,10.0,93.0,2.0,0.07704761904761903
AC007099.1,11.0,93.0,1.0,0.09418095238095238
AC007131.1,11.0,92.0,2.0,0.10578095238095238
AC007163.3,15.0,88.0,2.0,0.12110476190476187
AC007163.6,15.0,84.0,6.0,0.08783809523809522
AC007182.6,4.0,69.0,32.0,-0.15705714285714287
AC007246.3,10.0,75.0,20.0,0.009085714285714292
AC007249.3,12.0,89.0,4.0,0.06333333333333334
AC007359.6,10.0,71.0,24.0,-0.045952380952380974
AC007365.1,11.0,92.0,2.0,0.07818095238095239
AC007386.2,11.0,92.0,2.0,0.07585714285714289
AC007392.3,12.0,92.0,1.0,0.1001523809523809
AC007392.4,12.0,92.0,1.0,0.1001523809523809
AC007403.1,12.0,92.0,1.0,0.1001523809523809
AC007403.2,12.0,92.0,1.0,0.1001523809523809
AC007403.3,12.0,92.0,1.0,0.1001523809523809
AC007405.4,11.0,77.0,17.0,0.008190476190476184
AC007461.2,6.0,88.0,11.0,-0.011752380952380946
AC007463.2,19.0,83.0,3.0,0.1421333333333334
AC007740.1,13.0,89.0,3.0,0.10812380952380947
AC007750.5,21.0,81.0,3.0,0.1393904761904762
AC007773.2,11.0,72.0,22.0,-0.03603809523809523
AC007879.2,19.0,85.0,1.0,0.11474285714285715
AC007880.1,11.0,92.0,2.0,0.07818095238095239
AC007966.1,13.0,90.0,2.0,0.10883809523809519
AC007970.1,13.0,91.0,1.0,0.09226666666666664
AC008697.1,5.0,91.0,9.0,0.027314285714285715
AC008703.1,5.0,91.0,9.0,0.027314285714285715
AC009120.4,2.0,82.0,21.0,-0.08027619047619046
AC009227.2,12.0,90.0,3.0,0.08389523809523808
AC009264.1,37.0,66.0,2.0,0.2343238095238095
AC009299.2,12.0,90.0,3.0,0.09043809523809522
AC009299.3,12.0,90.0,3.0,0.09043809523809522
AC009473.1,57.0,47.0,1.0,0.40222857142857144
AC009501.4,10.0,89.0,6.0,0.03638095238095239
AC009518.4,38.0,64.0,3.0,0.22702857142857136
AC009948.5,13.0,91.0,1.0,0.1261238095238095
AC010090.1,12.0,88.0,5.0,0.07899047619047622
AC010127.3,12.0,89.0,4.0,0.09477142857142855
AC010226.4,3.0,81.0,21.0,-0.05683809523809524
AC010524.2,7.0,71.0,27.0,-0.07915238095238097
AC010731.4,14.0,89.0,2.0,0.0890190476190476
AC010884.1,9.0,95.0,1.0,0.08376190476190476
AC010890.1,10.0,93.0,2.0,0.1001142857142857
AC010975.1,11.0,93.0,1.0,0.09129523809523808
AC010987.6,11.0,93.0,1.0,0.08881904761904759
AC011343.1,5.0,89.0,11.0,0.016047619047619043
AC011518.1,13.0,77.0,15.0,-0.009057142857142856
AC011609.3,8.0,92.0,5.0,0.05191428571428571
AC011738.4,44.0,58.0,3.0,0.29204761904761894
AC011747.4,23.0,79.0,3.0,0.15250476190476192
AC011747.7,20.0,82.0,3.0,0.1416857142857143
AC011899.9,51.0,50.0,4.0,0.32544761904761904
AC012075.2,10.0,94.0,1.0,0.08135238095238097
AC012309.5,8.0,54.0,43.0,-0.11394285714285717
AC012462.2,8.0,93.0,4.0,0.04615238095238097
AC012494.1,11.0,92.0,2.0,0.07905714285714285
AC012507.3,9.0,88.0,8.0,0.021390476190476175
AC012594.1,12.0,87.0,6.0,0.05832380952380953
AC015922.6,0.0,44.0,61.0,-0.32907619047619047
AC016582.2,8.0,59.0,38.0,-0.09764761904761908
AC016629.8,41.0,53.0,11.0,0.18526666666666666
AC016735.2,13.0,86.0,6.0,0.05669523809523812
AC016738.3,8.0,94.0,3.0,0.05788571428571429
AC016910.1,11.0,89.0,5.0,0.07428571428571432
AC016995.3,8.0,74.0,23.0,-0.04020952380952378
AC017048.4,13.0,90.0,2.0,0.11646666666666665
AC017060.1,59.0,45.0,1.0,0.39159047619047616
AC018464.3,41.0,63.0,1.0,0.2692380952380952
AC018470.4,11.0,84.0,10.0,0.05718095238095239
AC018647.3,54.0,50.0,1.0,0.3712285714285716
AC018705.5,57.0,47.0,1.0,0.4118000000000001
AC018742.1,14.0,88.0,3.0,0.12801904761904764
AC018766.5,10.0,70.0,25.0,-0.04527619047619047
AC018799.1,14.0,89.0,2.0,0.10195238095238095
AC019048.1,13.0,89.0,3.0,0.1278476190476191
AC019117.1,59.0,45.0,1.0,0.39159047619047616
AC019118.2,17.0,83.0,5.0,0.12185714285714289
AC019181.2,11.0,91.0,3.0,0.09690476190476185
AC020571.3,12.0,87.0,6.0,0.057409523809523806
AC022007.5,5.0,78.0,22.0,-0.05791428571428572
AC022173.2,34.0,69.0,2.0,0.22186666666666663
AC022311.1,10.0,90.0,5.0,0.0856
AC024592.9,5.0,56.0,44.0,-0.14908571428571427
AC027269.2,47.0,57.0,1.0,0.3292857142857143
AC068831.10,1.0,68.0,36.0,-0.16579047619047613
AC068858.1,7.0,95.0,3.0,0.027533333333333326
AC069277.1,4.0,92.0,9.0,0.003076190476190474
AC072062.1,9.0,92.0,4.0,0.048542857142857145
AC073128.10,9.0,89.0,7.0,0.062361904761904764
AC073133.1,45.0,58.0,2.0,0.31540952380952375
AC073283.4,10.0,75.0,20.0,0.012809523809523804
AC073321.3,8.0,95.0,2.0,0.06398095238095235
AC073628.1,10.0,93.0,2.0,0.0749809523809524
AC074138.3,8.0,51.0,46.0,-0.13173333333333337
AC074286.1,12.0,91.0,2.0,0.11347619047619044
AC078941.1,12.0,92.0,1.0,0.1001523809523809
AC079117.1,10.0,94.0,1.0,0.0820095238095238
AC079145.4,15.0,87.0,3.0,0.13424761904761906
AC079610.2,13.0,90.0,2.0,0.08756190476190476
AC079776.3,9.0,94.0,2.0,0.0761904761904762
AC083949.1,11.0,76.0,18.0,0.012942857142857134
AC084125.4,48.0,52.0,5.0,0.3878857142857143
AC087859.1,4.0,95.0,6.0,0.03489523809523809
AC090044.1,8.0,92.0,5.0,0.04954285714285713
AC090505.6,10.0,90.0,5.0,0.038809523809523794
AC091729.9,42.0,56.0,7.0,0.25693333333333335
AC091814.2,15.0,81.0,9.0,0.03559047619047621
AC091878.1,9.0,67.0,29.0,-0.06949523809523811
AC091969.1,5.0,91.0,9.0,0.015628571428571426
AC092295.7,8.0,51.0,46.0,-0.1277619047619048
AC093375.1,12.0,90.0,3.0,0.09689523809523809
AC093391.2,9.0,75.0,21.0,-0.010590476190476192
AC093590.1,15.0,89.0,1.0,0.12934285714285712
AC093627.10,57.0,47.0,1.0,0.4200095238095239
AC093642.3,14.0,88.0,3.0,0.11690476190476187
AC093690.1,9.0,89.0,7.0,0.04086666666666666
AC095067.1,54.0,50.0,1.0,0.3741523809523809
AC096559.1,14.0,88.0,3.0,0.12523809523809526
AC096570.1,13.0,89.0,3.0,0.11943809523809522
AC097468.4,11.0,90.0,4.0,0.0794761904761905
AC097500.2,14.0,89.0,2.0,0.10929523809523806
AC097662.2,8.0,94.0,3.0,0.05394285714285714
AC098823.3,9.0,88.0,8.0,0.023942857142857127
AC099342.1,58.0,46.0,1.0,0.3743238095238095
AC104134.2,9.0,75.0,21.0,-0.009276190476190478
AC104653.1,12.0,87.0,6.0,0.06947619047619047
AC104654.1,10.0,90.0,5.0,0.07979047619047619
AC104654.2,10.0,90.0,5.0,0.07979047619047619
AC104655.2,9.0,95.0,1.0,0.08376190476190476
AC104777.2,13.0,88.0,4.0,0.08426666666666667
AC104777.4,13.0,88.0,4.0,0.0806857142857143
AC105053.3,9.0,94.0,2.0,0.04662857142857142
AC105253.1,12.0,88.0,5.0,0.09954285714285714
AC105339.1,1.0,64.0,40.0,-0.20039999999999994
AC107070.1,18.0,82.0,5.0,0.11920952380952383
AC107622.1,4.0,88.0,13.0,-0.010742857142857139
AC108025.2,11.0,89.0,5.0,0.0935714285714286
AC109828.1,11.0,83.0,11.0,0.03832380952380953
AC113607.2,26.0,75.0,4.0,0.165752380952381
AC125421.1,6.0,81.0,18.0,-0.05104761904761905
AC137932.6,5.0,93.0,7.0,0.009123809523809527
AC144449.1,14.0,87.0,4.0,0.08834285714285713
AC147651.4,52.0,51.0,2.0,0.29451428571428573
AC159540.1,11.0,93.0,1.0,0.09545714285714282
AC226118.1,51.0,52.0,2.0,0.31918095238095234
ACAA1,6.0,94.0,5.0,0.0628285714285714
ACAA2,4.0,41.0,60.0,-0.2787904761904763
ACACA,5.0,68.0,32.0,-0.10662857142857138
ACACB,5.0,70.0,30.0,-0.10651428571428571
ACAD10,3.0,62.0,40.0,-0.1578952380952381
ACAD11,9.0,94.0,2.0,0.06600000000000002
ACAD8,11.0,87.0,7.0,0.08466666666666664
ACAD9,6.0,88.0,11.0,0.005876190476190476
ACADL,14.0,90.0,1.0,0.09305714285714282
ACADM,1.0,78.0,26.0,-0.09722857142857141
ACADS,5.0,62.0,38.0,-0.1193428571428571
ACADSB,3.0,87.0,15.0,-0.030266666666666657
ACADVL,1.0,41.0,63.0,-0.3307809523809524
ACAN,1.0,72.0,32.0,-0.16923809523809513
ACAP1,2.0,41.0,62.0,-0.3157142857142858
ACAP2,9.0,81.0,15.0,-0.010590476190476194
ACAP3,1.0,80.0,24.0,-0.08520952380952383
ACAT1,1.0,59.0,45.0,-0.15432380952380953
ACAT2,10.0,89.0,6.0,0.05301904761904761
ACBD3,13.0,78.0,14.0,0.03297142857142857
ACBD4,4.0,77.0,24.0,-0.08424761904761904
ACBD5,2.0,81.0,22.0,-0.11138095238095248
ACBD6,13.0,80.0,12.0,0.04793333333333329
ACBD7,3.0,77.0,25.0,-0.11288571428571434
ACCS,9.0,93.0,3.0,0.03836190476190476
ACCSL,9.0,93.0,3.0,0.03836190476190476
ACD,3.0,72.0,30.0,-0.08798095238095235
ACE,8.0,82.0,15.0,-0.037971428571428566
ACE2,17.0,86.0,2.0,0.1008571428571429
ACER1,4.0,55.0,46.0,-0.1565142857142857
ACER2,14.0,73.0,18.0,0.031685714285714296
ACER3,7.0,89.0,9.0,-0.005638095238095244
ACHE,25.0,58.0,22.0,0.09291428571428573
ACIN1,7.0,65.0,33.0,-0.11376190476190474
ACKR2,6.0,94.0,5.0,0.037571428571428554
ACKR3,10.0,94.0,1.0,0.10970476190476189
ACKR4,9.0,94.0,2.0,0.06600000000000002
ACLY,5.0,72.0,28.0,-0.0711047619047619
ACMSD,7.0,76.0,22.0,-0.01394285714285715
ACN9,39.0,61.0,5.0,0.215542857142857
ACO1,12.0,85.0,8.0,0.05696190476190477
ACO2,1.0,54.0,50.0,-0.23833333333333345
ACOT1,1.0,49.0,55.0,-0.26631428571428567
ACOT11,1.0,82.0,22.0,-0.09658095238095239
ACOT12,1.0,83.0,21.0,-0.10424761904761908
ACOT13,9.0,82.0,14.0,0.008038095238095243
ACOT2,1.0,49.0,55.0,-0.26631428571428567
ACOT4,1.0,50.0,54.0,-0.26440952380952376
ACOT6,1.0,50.0,54.0,-0.26440952380952376
ACOT7,0.0,65.0,40.0,-0.1769809523809523
ACOT8,69.0,36.0,0.0,0.8514380952380949
ACOT9,17.0,86.0,2.0,0.1008571428571429
ACOX1,9.0,71.0,25.0,-0.04951428571428572
ACOX2,5.0,93.0,7.0,0.011476190476190478
ACOX3,3.0,80.0,22.0,-0.07280952380952381
ACOXL,12.0,92.0,1.0,0.10185714285714284
ACP1,34.0,66.0,5.0,0.20464761904761908
ACP2,4.0,72.0,29.0,-0.07539999999999998
ACP5,4.0,60.0,41.0,-0.1643142857142857
ACP6,15.0,87.0,3.0,0.13043809523809527
ACPL2,14.0,89.0,2.0,0.11960952380952379
ACPP,8.0,95.0,2.0,0.06563809523809525
ACPT,7.0,71.0,27.0,-0.09359047619047621
ACR,7.0,71.0,27.0,-0.09197142857142859
ACRBP,18.0,79.0,8.0,0.06955238095238092
ACRC,17.0,86.0,2.0,0.1008571428571429
ACRV1,6.0,85.0,14.0,-0.005942857142857139
ACSBG1,0.0,75.0,30.0,-0.16019999999999993
ACSBG2,4.0,57.0,44.0,-0.1525619047619048
ACSF2,8.0,81.0,16.0,-0.03554285714285715
ACSF3,5.0,93.0,7.0,0.012847619047619054
ACSL1,2.0,75.0,28.0,-0.12434285714285712
ACSL3,8.0,95.0,2.0,0.05661904761904761
ACSL4,17.0,86.0,2.0,0.1008571428571429
ACSL5,1.0,86.0,18.0,-0.06094285714285719
ACSL6,1.0,80.0,24.0,-0.06724761904761907
ACSM1,11.0,82.0,12.0,0.043457142857142875
ACSM2A,11.0,82.0,12.0,0.04071428571428572
ACSM2B,11.0,82.0,12.0,0.04071428571428572
ACSM3,9.0,79.0,17.0,0.00410476190476191
ACSM4,16.0,79.0,10.0,0.03295238095238096
ACSM5,11.0,81.0,13.0,0.0369904761904762
ACSS1,56.0,42.0,7.0,0.5890761904761906
ACSS2,60.0,37.0,8.0,0.607390476190476
ACSS3,12.0,89.0,4.0,0.050095238095238116
ACTA1,13.0,86.0,6.0,0.06973333333333331
ACTA2,5.0,83.0,17.0,-0.012704761904761901
ACTB,29.0,56.0,20.0,0.13918095238095243
ACTBL2,2.0,89.0,14.0,-0.015857142857142865
ACTC1,1.0,65.0,39.0,-0.1767142857142857
ACTG1,7.0,91.0,7.0,0.004980952380952374
ACTG1P4,1.0,86.0,18.0,-0.06075238095238099
ACTG2,8.0,96.0,1.0,0.054266666666666664
ACTL10,61.0,36.0,8.0,0.6111333333333333
ACTL6A,7.0,86.0,12.0,0.002714285714285705
ACTL6B,25.0,58.0,22.0,0.09291428571428573
ACTL7A,12.0,83.0,10.0,0.04872380952380953
ACTL7B,12.0,83.0,10.0,0.04872380952380953
ACTL8,0.0,69.0,36.0,-0.2024857142857142
ACTL9,3.0,48.0,54.0,-0.1939809523809524
ACTN1,6.0,67.0,32.0,-0.12323809523809524
ACTN1-AS1,6.0,67.0,32.0,-0.12595238095238095
ACTN2,14.0,73.0,18.0,-0.01005714285714285
ACTN3,5.0,81.0,19.0,-0.05124761904761905
ACTN4,13.0,66.0,26.0,-0.019885714285714295
ACTR10,4.0,64.0,37.0,-0.16892380952380948
ACTR1A,0.0,64.0,41.0,-0.1891047619047619
ACTR1B,11.0,93.0,1.0,0.0953333333333333
ACTR2,11.0,88.0,6.0,0.04967619047619048
ACTR3,12.0,87.0,6.0,0.0726
ACTR3B,32.0,45.0,28.0,0.1003904761904762
ACTR3BP2,14.0,90.0,1.0,0.11548571428571422
ACTR3BP5,1.0,90.0,14.0,-0.08975238095238094
ACTR3C,40.0,63.0,2.0,0.2649904761904762
ACTR5,65.0,38.0,2.0,0.718838095238095
ACTR6,8.0,79.0,18.0,-0.02048571428571429
ACTR8,6.0,94.0,5.0,0.03268571428571427
ACTRT1,17.0,86.0,2.0,0.1008571428571429
ACTRT2,1.0,72.0,32.0,-0.1417809523809524
ACTRT3,10.0,86.0,9.0,0.0477142857142857
ACVR1,12.0,91.0,2.0,0.10620952380952378
ACVR1B,14.0,87.0,4.0,0.07432380952380953
ACVR1C,12.0,91.0,2.0,0.10620952380952378
ACVR2A,13.0,86.0,6.0,0.07292380952380954
ACVR2B,5.0,95.0,5.0,0.05259047619047616
ACVR2B-AS1,5.0,95.0,5.0,0.05259047619047616
ACVRL1,12.0,89.0,4.0,0.05819999999999999
ACY1,5.0,92.0,8.0,-0.020457142857142854
ACY3,9.0,89.0,7.0,0.014371428571428568
ACYP1,5.0,66.0,34.0,-0.15966666666666665
ACYP2,10.0,77.0,18.0,0.010733333333333326
AD000090.2,11.0,69.0,25.0,-0.038142857142857145
ADA,68.0,34.0,3.0,0.7808857142857141
ADAD1,1.0,85.0,19.0,-0.06508571428571429
ADAD2,3.0,94.0,8.0,-0.012628571428571421
ADAL,0.0,53.0,52.0,-0.2567333333333333
ADAM10,0.0,53.0,52.0,-0.2529904761904761
ADAM11,4.0,68.0,33.0,-0.1156571428571428
ADAM12,1.0,90.0,14.0,-0.03503809523809524
ADAM15,23.0,76.0,6.0,0.11726666666666666
ADAM17,13.0,89.0,3.0,0.06743809523809526
ADAM18,26.0,61.0,18.0,0.05997142857142857
ADAM19,7.0,84.0,14.0,-0.002161904761904756
ADAM1A,3.0,63.0,39.0,-0.14916190476190475
ADAM2,23.0,63.0,19.0,0.04534285714285714
ADAM20,7.0,66.0,32.0,-0.13675238095238096
ADAM20P1,7.0,66.0,32.0,-0.13675238095238096
ADAM21,7.0,66.0,32.0,-0.1325904761904762
ADAM21P1,5.0,70.0,30.0,-0.128
ADAM22,42.0,61.0,2.0,0.2590571428571429
ADAM23,14.0,89.0,2.0,0.0890190476190476
ADAM28,14.0,45.0,46.0,-0.15418095238095242
ADAM29,1.0,77.0,27.0,-0.1242095238095238
ADAM30,17.0,75.0,13.0,0.08400952380952383
ADAM32,26.0,57.0,22.0,0.07052380952380952
ADAM33,35.0,42.0,28.0,0.1503238095238096
ADAM3A,24.0,61.0,20.0,0.041380952380952386
ADAM5,26.0,59.0,20.0,0.07025714285714285
ADAM6,20.0,64.0,21.0,0.034733333333333324
ADAM7,13.0,46.0,46.0,-0.15660000000000004
ADAM8,4.0,90.0,11.0,-0.009466666666666667
ADAM9,25.0,58.0,22.0,0.06483809523809524
ADAMDEC1,13.0,46.0,46.0,-0.1557809523809524
ADAMTS1,3.0,79.0,23.0,-0.11398095238095243
ADAMTS10,3.0,48.0,54.0,-0.18480000000000002
ADAMTS12,11.0,88.0,6.0,0.048952380952380956
ADAMTS13,9.0,83.0,13.0,-0.006399999999999997
ADAMTS14,3.0,87.0,15.0,-0.0594952380952381
ADAMTS15,5.0,93.0,7.0,0.049504761904761906
ADAMTS16,14.0,84.0,7.0,0.09224761904761906
ADAMTS17,2.0,75.0,28.0,-0.12222857142857144
ADAMTS18,5.0,91.0,9.0,-0.025066666666666664
ADAMTS19,1.0,86.0,18.0,-0.05942857142857143
ADAMTS2,4.0,83.0,18.0,-0.07829523809523811
ADAMTS20,11.0,91.0,3.0,0.04183809523809524
ADAMTS3,1.0,86.0,18.0,-0.046133333333333346
ADAMTS4,17.0,74.0,14.0,0.07876190476190476
ADAMTS5,3.0,79.0,23.0,-0.10860000000000004
ADAMTS6,2.0,65.0,38.0,-0.12972380952380952
ADAMTS7,0.0,75.0,30.0,-0.16478095238095225
ADAMTS7P1,2.0,69.0,34.0,-0.17317142857142848
ADAMTS8,5.0,93.0,7.0,0.04661904761904762
ADAMTS9,7.0,94.0,4.0,0.05370476190476189
ADAMTS9-AS2,8.0,93.0,4.0,0.056704761904761904
ADAMTSL1,13.0,84.0,8.0,0.0809714285714286
ADAMTSL2,9.0,81.0,15.0,-0.018971428571428577
ADAMTSL3,1.0,67.0,37.0,-0.1869238095238095
ADAMTSL4,10.0,60.0,35.0,-0.05847619047619047
ADAMTSL4-AS1,10.0,60.0,35.0,-0.05847619047619047
ADAMTSL5,6.0,71.0,28.0,-0.10870476190476192
ADAP1,52.0,51.0,2.0,0.3250952380952382
ADAP2,6.0,64.0,35.0,-0.12129523809523808
ADAR,14.0,82.0,9.0,0.03567619047619047
ADARB1,3.0,84.0,18.0,-0.04920952380952379
