Name,amplifications,neutral,deletions,average
ABBA01006766.1,5.0,89.0,15.0,-0.00998802090104836
ABBA01031666.1,3.0,103.0,3.0,0.028239135119797726
ABBA01045074.1,4.0,84.0,21.0,-0.01956079704406124
ABBA01045074.2,4.0,84.0,21.0,-0.01956079704406124
ABCA1,4.0,97.0,8.0,0.024233282536578183
ABCA10,6.0,101.0,2.0,0.0592820527988759
ABCA11P,1.0,76.0,32.0,-0.10469742723734697
ABCA12,1.0,89.0,19.0,-0.05620825183173782
ABCA13,18.0,91.0,0.0,0.1296348201548369
ABCA17P,0.0,102.0,7.0,-0.000538792605312675
ABCA2,8.0,92.0,9.0,0.03281026484603993
ABCA3,0.0,102.0,7.0,-0.000538792605312675
ABCA4,2.0,91.0,16.0,-0.04935851091986587
ABCA5,6.0,102.0,1.0,0.06137869537538879
ABCA6,5.0,101.0,3.0,0.0475568121941148
ABCA7,1.0,89.0,19.0,-0.05138573336026601
ABCA8,5.0,103.0,1.0,0.06262714015489948
ABCA9,5.0,102.0,2.0,0.05898223619146502
ABCA9-AS1,5.0,103.0,1.0,0.06262714015489948
ABCB1,19.0,88.0,2.0,0.1399424516002377
ABCB10,16.0,92.0,1.0,0.09843950220578565
ABCB10P1,3.0,85.0,21.0,-0.05248701252081906
ABCB10P3,2.0,88.0,19.0,-0.030367946448752434
ABCB10P4,5.0,83.0,21.0,-0.021948090389957244
ABCB11,3.0,101.0,5.0,0.012145079680671592
ABCB4,19.0,88.0,2.0,0.1399424516002377
ABCB5,17.0,91.0,1.0,0.11334123543655743
ABCB6,1.0,89.0,19.0,-0.0584815735319812
ABCB7,5.0,95.0,9.0,0.01299575953352432
ABCB8,4.0,87.0,18.0,-0.054954148495992956
ABCB9,1.0,104.0,4.0,0.0005585415571196175
ABCC1,2.0,103.0,4.0,0.021711321138989277
ABCC10,7.0,95.0,7.0,0.031963696488244334
ABCC11,4.0,96.0,9.0,-0.0003878368317882099
ABCC12,4.0,96.0,9.0,-0.0007155705490245139
ABCC13,2.0,79.0,28.0,-0.0942116782958314
ABCC2,1.0,91.0,17.0,-0.04929151736226036
ABCC3,6.0,103.0,0.0,0.07202628339336997
ABCC4,5.0,85.0,19.0,-0.0521343409192271
ABCC5,46.0,63.0,0.0,0.3128492903253277
ABCC5-AS1,46.0,63.0,0.0,0.3128492903253277
ABCC6,7.0,92.0,10.0,0.00988660362509572
ABCC6P1,3.0,100.0,6.0,0.006181536862706632
ABCC6P2,7.0,84.0,18.0,0.017402912630532022
ABCC8,4.0,87.0,18.0,-0.033764095434640096
ABCC9,14.0,91.0,4.0,0.09452691264936301
ABCD1,12.0,94.0,3.0,0.08458990181335839
ABCD1P2,1.0,95.0,13.0,-0.04223768604801937
ABCD1P3,2.0,103.0,4.0,0.0033095275244135083
ABCD1P4,2.0,95.0,12.0,-0.001164537799290193
ABCD1P5,3.0,106.0,0.0,0.03424859879243212
ABCD2,1.0,101.0,7.0,-0.006209717543334618
ABCD3,1.0,92.0,16.0,-0.05310605336790899
ABCD4,8.0,90.0,11.0,0.0401224734131957
ABCE1,1.0,89.0,19.0,-0.08023572101194552
ABCF1,3.0,97.0,9.0,9.906863898350494e-05
ABCF2,4.0,87.0,18.0,-0.054954148495992956
ABCF2P1,1.0,54.0,54.0,-0.21308409361530994
ABCF2P2,9.0,95.0,5.0,0.06734618751188272
ABCF3,46.0,63.0,0.0,0.3128492903253277
ABCG1,1.0,76.0,32.0,-0.1266301443642431
ABCG2,2.0,91.0,16.0,-0.048119423268825345
ABCG4,5.0,74.0,30.0,-0.10370657262411252
ABCG5,10.0,98.0,1.0,0.07450560090219384
ABCG8,10.0,98.0,1.0,0.07450560090219384
ABHD1,7.0,99.0,3.0,0.06639169146144708
ABHD10,14.0,84.0,11.0,0.08027981427816408
ABHD11,11.0,95.0,3.0,0.08351305210938204
ABHD11-AS1,11.0,95.0,3.0,0.08351305210938204
ABHD12,11.0,93.0,5.0,0.07360433231330414
ABHD12B,9.0,90.0,10.0,0.08865230848904258
ABHD13,8.0,83.0,18.0,-0.03706672880000643
ABHD14A,0.0,55.0,54.0,-0.2106504658300317
ABHD14A-ACY1,0.0,55.0,54.0,-0.2106504658300317
ABHD14B,0.0,55.0,54.0,-0.2106504658300317
ABHD15,4.0,102.0,3.0,0.059745066664427623
ABHD15-AS1,4.0,102.0,3.0,0.059745066664427623
ABHD16A,2.0,96.0,11.0,-0.008322517845472265
ABHD16B,11.0,94.0,4.0,0.06059666841067309
ABHD17A,1.0,89.0,19.0,-0.04922469643035096
ABHD17AP1,10.0,97.0,2.0,0.06293886830940824
ABHD17AP3,15.0,92.0,2.0,0.08667636636258759
ABHD17AP4,11.0,90.0,8.0,0.0660601231035872
ABHD17AP5,10.0,90.0,9.0,0.051039632063112295
ABHD17AP6,6.0,88.0,15.0,0.00597013219653935
ABHD17AP7,3.0,104.0,2.0,0.003122592003173354
ABHD17AP8,2.0,102.0,5.0,-0.0006386977082972162
ABHD17AP9,2.0,105.0,2.0,0.0051714258100383015
ABHD17B,7.0,89.0,13.0,0.017013622564782612
ABHD17C,4.0,94.0,11.0,-0.004752775972239314
ABHD18,0.0,90.0,19.0,-0.08025720274965209
ABHD2,6.0,95.0,8.0,0.010692169263626513
ABHD3,8.0,96.0,5.0,0.03862555749086817
ABHD4,7.0,92.0,10.0,0.03166521686225746
ABHD5,0.0,55.0,54.0,-0.20948463858626526
ABHD6,1.0,52.0,56.0,-0.21291844120403083
ABHD8,4.0,97.0,8.0,0.017277063540057373
ABI1,4.0,90.0,15.0,-0.027045286954496237
ABI1P1,10.0,88.0,11.0,0.04579314483381997
ABI2,4.0,96.0,9.0,0.012632962335610811
ABI3,6.0,103.0,0.0,0.07328719002234252
ABI3BP,16.0,84.0,9.0,0.08584464539292364
ABITRAM,5.0,95.0,9.0,0.025855252149981692
ABITRAMP1,3.0,80.0,26.0,-0.09244875716518805
ABL1,5.0,96.0,8.0,0.02811864493441267
ABL2,12.0,95.0,2.0,0.06290882907993271
ABLIM1,1.0,92.0,16.0,-0.048643316519761975
ABLIM2,2.0,76.0,31.0,-0.09932151991011783
ABLIM3,1.0,80.0,28.0,-0.1136615119595172
ABO,7.0,93.0,9.0,0.03290445040567558
ABR,3.0,90.0,16.0,-0.02976647337743985
ABRA,32.0,74.0,3.0,0.21162562045981223
ABRACL,2.0,101.0,6.0,0.004000499605256612
ABRAXAS1,1.0,91.0,17.0,-0.0607440345217104
ABRAXAS2,1.0,91.0,17.0,-0.04462775990324725
ABT1,2.0,96.0,11.0,-0.013092327161493299
ABT1P1,0.0,92.0,17.0,-0.07972349346266584
ABTB1,20.0,83.0,6.0,0.12037415417573591
ABTB2,5.0,91.0,13.0,-0.0034241563795739064
AC000032.1,2.0,87.0,20.0,-0.08810237147104617
AC000035.1,9.0,96.0,4.0,0.07023543250808209
AC000036.1,3.0,96.0,10.0,0.010929336703862895
AC000041.1,9.0,96.0,4.0,0.07023543250808209
AC000050.1,3.0,96.0,10.0,0.007554748679935763
AC000058.1,23.0,84.0,2.0,0.16284711689179412
AC000061.1,9.0,88.0,12.0,0.015843931110592444
AC000065.1,24.0,83.0,2.0,0.17971970487215136
AC000065.2,24.0,83.0,2.0,0.17971970487215136
AC000067.1,9.0,91.0,9.0,0.04193093037856101
AC000068.1,8.0,93.0,8.0,0.03935243180893055
AC000068.2,8.0,93.0,8.0,0.03935243180893055
AC000068.3,8.0,93.0,8.0,0.03935243180893055
AC000072.1,8.0,93.0,8.0,0.03935243180893055
AC000077.1,9.0,91.0,9.0,0.04193093037856101
AC000078.1,9.0,92.0,8.0,0.040561705995609966
AC000081.1,8.0,93.0,8.0,0.03935243180893055
AC000082.1,8.0,93.0,8.0,0.03935243180893055
AC000085.1,8.0,93.0,8.0,0.03935243180893055
AC000089.1,9.0,91.0,9.0,0.0410592517316228
AC000093.1,9.0,91.0,9.0,0.0410592517316228
AC000095.1,7.0,94.0,8.0,0.0361238022404975
AC000095.2,7.0,94.0,8.0,0.0361238022404975
AC000095.3,7.0,94.0,8.0,0.0361238022404975
AC000099.1,2.0,92.0,15.0,-0.0367666860852781
AC000111.1,9.0,88.0,12.0,0.015843931110592444
AC000111.2,9.0,89.0,11.0,0.022180311770187998
AC000113.1,10.0,95.0,4.0,0.06626702698576788
AC000120.1,24.0,83.0,2.0,0.17372628398320938
AC000120.2,24.0,83.0,2.0,0.17372628398320938
AC000120.3,24.0,83.0,2.0,0.17872991532366
AC000123.1,2.0,92.0,15.0,-0.0367666860852781
AC000123.2,2.0,92.0,15.0,-0.0367666860852781
AC000123.3,2.0,92.0,15.0,-0.0367666860852781
AC000124.1,2.0,92.0,15.0,-0.0367666860852781
AC000362.1,2.0,92.0,15.0,-0.03696642150992879
AC000367.1,3.0,91.0,15.0,-0.03103190296112605
AC000372.1,3.0,91.0,15.0,-0.03178676775477853
AC000374.1,3.0,90.0,16.0,-0.04769509811169067
AC000403.1,9.0,82.0,18.0,-0.022789146491428155
AC001226.1,9.0,82.0,18.0,-0.022406396473951064
AC001226.2,9.0,82.0,18.0,-0.022796716679159813
AC002044.1,5.0,95.0,9.0,0.017376296834125525
AC002044.2,5.0,95.0,9.0,0.017376296834125525
AC002044.3,5.0,95.0,9.0,0.017376296834125525
AC002056.1,3.0,95.0,11.0,0.012525139497080907
AC002056.2,3.0,95.0,11.0,0.009504957755972081
AC002057.1,3.0,91.0,15.0,-0.03103190296112605
AC002057.2,3.0,90.0,16.0,-0.04769509811169067
AC002059.1,9.0,96.0,4.0,0.07023543250808209
AC002059.2,9.0,96.0,4.0,0.07023543250808209
AC002059.3,9.0,96.0,4.0,0.07023543250808209
AC002064.1,21.0,86.0,2.0,0.15657431153832263
AC002064.2,21.0,86.0,2.0,0.15657431153832263
AC002064.3,21.0,86.0,2.0,0.15657431153832263
AC002066.1,9.0,89.0,11.0,0.04616084080041297
AC002069.1,20.0,86.0,3.0,0.13823788442312845
AC002069.2,20.0,86.0,3.0,0.13698123482035196
AC002069.3,20.0,86.0,3.0,0.13698123482035196
AC002070.1,2.0,103.0,4.0,0.0062442456940136875
AC002072.1,11.0,94.0,4.0,0.06705523281022596
AC002074.1,25.0,81.0,3.0,0.16790233015075257
AC002074.2,24.0,82.0,3.0,0.1664164767315631
AC002075.1,25.0,80.0,4.0,0.15865267024390697
AC002075.2,25.0,80.0,4.0,0.15708391928076773
AC002076.1,24.0,81.0,4.0,0.15644648240581488
AC002076.2,24.0,81.0,4.0,0.1582449994709262
AC002090.1,6.0,102.0,1.0,0.05939169224908256
AC002091.1,3.0,90.0,16.0,-0.018475704276514692
AC002091.2,3.0,90.0,16.0,-0.018475704276514692
AC002094.1,7.0,100.0,2.0,0.08183689410549537
AC002094.2,7.0,100.0,2.0,0.08183689410549537
AC002094.3,7.0,100.0,2.0,0.08183689410549537
AC002094.4,7.0,100.0,2.0,0.08183689410549537
AC002094.5,7.0,100.0,2.0,0.08183689410549537
AC002101.1,7.0,93.0,9.0,0.032456330078824334
AC002115.1,8.0,93.0,8.0,0.05149648180047824
AC002116.1,7.0,94.0,8.0,0.04860970967971938
AC002116.2,7.0,94.0,8.0,0.04860970967971938
AC002127.1,21.0,85.0,3.0,0.1409783799421985
AC002128.1,8.0,93.0,8.0,0.05053393752522888
AC002128.2,8.0,93.0,8.0,0.05053393752522888
AC002306.1,3.0,96.0,10.0,0.005823750621984499
AC002310.1,2.0,104.0,3.0,0.018813923323177138
AC002310.2,2.0,104.0,3.0,0.01996350435507409
AC002310.3,2.0,104.0,3.0,0.018813923323177138
AC002310.4,2.0,104.0,3.0,0.018813923323177138
AC002310.5,2.0,104.0,3.0,0.018813923323177138
AC002331.1,2.0,103.0,4.0,0.011740273340215445
AC002347.1,2.0,89.0,18.0,-0.034706747801639425
AC002347.2,2.0,89.0,18.0,-0.034706747801639425
AC002350.1,1.0,104.0,4.0,0.0013638334909554075
AC002351.1,1.0,104.0,4.0,0.0014559609435321602
AC002366.1,1.0,85.0,23.0,-0.06818377924070038
AC002367.1,0.0,88.0,21.0,-0.06195135852650725
AC002368.1,11.0,92.0,6.0,0.05864038937460292
AC002375.1,1.0,104.0,4.0,0.0014559609435321602
AC002377.1,11.0,94.0,4.0,0.0781501089151407
AC002378.1,9.0,97.0,3.0,0.07240714190946045
AC002381.1,20.0,82.0,7.0,0.1191163687350873
AC002383.1,21.0,85.0,3.0,0.1375672023236412
AC002386.1,18.0,83.0,8.0,0.09331371003629131
AC002398.1,8.0,93.0,8.0,0.05149648180047824
AC002398.2,8.0,93.0,8.0,0.05149648180047824
AC002400.1,2.0,104.0,3.0,0.015263110673435281
AC002401.1,6.0,103.0,0.0,0.07568167120299654
AC002401.2,6.0,103.0,0.0,0.07568167120299654
AC002401.3,6.0,103.0,0.0,0.07568167120299654
AC002401.4,6.0,103.0,0.0,0.07568167120299654
AC002407.1,9.0,97.0,3.0,0.06363557506940166
AC002428.1,2.0,78.0,29.0,-0.10560250698590513
AC002428.2,2.0,78.0,29.0,-0.10560250698590513
AC002429.1,26.0,80.0,3.0,0.1679413208103918
AC002429.2,26.0,80.0,3.0,0.1679413208103918
AC002451.1,26.0,80.0,3.0,0.16843606908803477
AC002451.2,26.0,80.0,3.0,0.16843606908803477
AC002454.1,24.0,83.0,2.0,0.18157534857684157
AC002456.1,21.0,86.0,2.0,0.1580359803717277
AC002456.2,21.0,86.0,2.0,0.15657431153832263
AC002458.1,22.0,85.0,2.0,0.15841485880277156
AC002460.1,1.0,88.0,20.0,-0.0894693000010312
AC002460.2,1.0,89.0,19.0,-0.0823217597855481
AC002463.1,11.0,89.0,9.0,0.04397263056587021
AC002464.1,0.0,99.0,10.0,-0.014526844166471629
AC002465.1,9.0,89.0,11.0,0.022180311770187998
AC002465.2,9.0,89.0,11.0,0.022180311770187998
AC002467.1,19.0,84.0,6.0,0.11693655346193825
AC002470.1,11.0,90.0,8.0,0.07271229152282968
AC002470.2,11.0,90.0,8.0,0.07271229152282968
AC002472.1,10.0,91.0,8.0,0.06669011863801869
AC002472.2,11.0,90.0,8.0,0.07162551827360135
AC002472.3,10.0,91.0,8.0,0.06669011863801869
AC002472.4,10.0,91.0,8.0,0.07130416615338347
AC002480.1,17.0,91.0,1.0,0.11732137420805408
AC002480.2,17.0,90.0,2.0,0.1032563534070497
AC002486.1,16.0,92.0,1.0,0.1112117867412564
AC002486.2,17.0,91.0,1.0,0.11334123543655743
AC002487.1,18.0,84.0,7.0,0.1027871139834086
AC002504.1,1.0,88.0,20.0,-0.05216294288607611
AC002511.1,7.0,94.0,8.0,0.04833421701523639
AC002511.2,7.0,94.0,8.0,0.04833421701523639
AC002511.3,7.0,94.0,8.0,0.04833421701523639
AC002519.1,2.0,104.0,3.0,0.019172506470584372
AC002519.2,2.0,104.0,3.0,0.019172506470584372
AC002524.1,1.0,86.0,22.0,-0.0600567740253293
AC002525.1,3.0,78.0,28.0,-0.09218565187208642
AC002529.1,8.0,89.0,12.0,1.7692569336216897e-05
AC002540.1,26.0,80.0,3.0,0.16880730536580202
AC002542.1,9.0,89.0,11.0,0.026994595614372355
AC002542.2,9.0,89.0,11.0,0.037829714385831326
AC002543.1,9.0,89.0,11.0,0.05061624048262356
AC002545.1,5.0,102.0,2.0,0.046031512244515675
AC002546.1,6.0,102.0,1.0,0.06137869537538879
AC002550.1,1.0,104.0,4.0,0.007114239513004
AC002550.2,1.0,104.0,4.0,0.007114239513004
AC002551.1,3.0,102.0,4.0,0.01799338468819506
AC002553.1,3.0,85.0,21.0,-0.044016955020624964
AC002553.2,3.0,85.0,21.0,-0.044016955020624964
AC002558.1,7.0,102.0,0.0,0.07452986469896865
AC002558.2,7.0,102.0,0.0,0.07452986469896865
AC002558.3,7.0,102.0,0.0,0.07452986469896865
AC002563.1,2.0,103.0,4.0,0.0062442456940136875
AC002984.1,7.0,94.0,8.0,0.05152937855625343
AC002985.1,3.0,96.0,10.0,0.00034219412324103314
AC002996.1,1.0,104.0,4.0,0.0019562612232420524
AC003001.1,6.0,96.0,7.0,0.0238462931473308
AC003001.2,6.0,96.0,7.0,0.0238462931473308
AC003002.1,5.0,98.0,6.0,0.014837419090022017
AC003002.2,5.0,98.0,6.0,0.014837419090022017
AC003002.3,5.0,98.0,6.0,0.014837419090022017
AC003005.1,5.0,97.0,7.0,0.0128665724710109
AC003005.2,5.0,97.0,7.0,0.0128665724710109
AC003006.1,6.0,97.0,6.0,0.01585401999985978
AC003009.1,0.0,104.0,5.0,0.007232270437609651
AC003035.1,1.0,87.0,21.0,-0.05270240881814887
AC003035.2,1.0,87.0,21.0,-0.05270240881814887
AC003043.1,8.0,101.0,0.0,0.08627698073182724
AC003043.2,8.0,101.0,0.0,0.08627698073182724
AC003044.1,15.0,93.0,1.0,0.11203483501232264
AC003045.1,9.0,89.0,11.0,0.022180311770187998
AC003070.1,6.0,103.0,0.0,0.07786610620241138
AC003070.2,6.0,103.0,0.0,0.07786610620241138
AC003070.7,7.0,102.0,0.0,0.08623644496602013
AC003071.1,9.0,97.0,3.0,0.07344012223064837
AC003071.2,9.0,97.0,3.0,0.07344012223064837
AC003072.1,9.0,96.0,4.0,0.07235793191981166
AC003077.1,12.0,88.0,9.0,0.050556325811715215
AC003080.1,12.0,87.0,10.0,0.04543108610853911
AC003084.1,9.0,88.0,12.0,0.005667783384903795
AC003086.1,23.0,84.0,2.0,0.16315386937239476
AC003087.1,16.0,92.0,1.0,0.11491209726282767
AC003092.1,24.0,81.0,4.0,0.1582449994709262
AC003092.2,24.0,81.0,4.0,0.1582449994709262
AC003093.1,15.0,93.0,1.0,0.11254253085952233
AC003098.1,8.0,101.0,0.0,0.08345006732212387
AC003101.1,5.0,102.0,2.0,0.07590375105203094
AC003101.2,5.0,102.0,2.0,0.07590375105203094
AC003101.3,5.0,102.0,2.0,0.07590375105203094
AC003102.1,7.0,102.0,0.0,0.08310890432004348
AC003112.1,3.0,97.0,9.0,0.004708262273901357
AC003659.1,0.0,88.0,21.0,-0.06406622210635404
AC003665.1,6.0,103.0,0.0,0.0691118417820534
AC003666.1,1.0,85.0,23.0,-0.06777163280682096
AC003669.1,1.0,87.0,21.0,-0.04891478649989532
AC003681.1,9.0,96.0,4.0,0.07127207737471657
AC003682.1,6.0,97.0,6.0,0.017628540409609334
AC003684.1,0.0,85.0,24.0,-0.08845679423788003
AC003685.1,0.0,85.0,24.0,-0.08837541875118457
AC003685.2,0.0,85.0,24.0,-0.08837541875118457
AC003686.1,2.0,100.0,7.0,0.0010709335146578934
AC003687.1,3.0,103.0,3.0,0.056389780769324695
AC003688.1,3.0,90.0,16.0,-0.02729942649043421
AC003688.2,3.0,90.0,16.0,-0.02729942649043421
AC003950.1,8.0,99.0,2.0,0.05854575979507089
AC003956.1,7.0,92.0,10.0,0.03071482849853344
AC003957.1,4.0,89.0,16.0,-0.0002879595992752741
AC003958.1,5.0,103.0,1.0,0.07775065952608258
AC003958.2,5.0,103.0,1.0,0.07775065952608258
AC003965.1,0.0,103.0,6.0,0.002029164179487912
AC003965.2,0.0,103.0,6.0,0.002029164179487912
AC003973.1,3.0,95.0,11.0,-0.02689454529069566
AC003973.2,3.0,94.0,12.0,-0.026672831149274587
AC003975.1,3.0,91.0,15.0,-0.03277999489352203
AC003982.1,1.0,104.0,4.0,0.0026994466246771432
AC003984.1,20.0,86.0,3.0,0.14328023795698364
AC003985.1,15.0,92.0,2.0,0.10598562595431452
AC003986.1,16.0,92.0,1.0,0.11408372550630141
AC003986.2,16.0,92.0,1.0,0.11408372550630141
AC003986.3,16.0,92.0,1.0,0.11408372550630141
AC003988.1,17.0,90.0,2.0,0.11679104038567908
AC003989.1,12.0,86.0,11.0,0.04661683802226465
AC003989.2,12.0,87.0,10.0,0.050892865789650625
AC003991.1,21.0,86.0,2.0,0.14939725674934493
AC003991.2,21.0,86.0,2.0,0.14939725674934493
AC003992.1,9.0,88.0,12.0,0.0178990032257499
AC004000.1,13.0,91.0,5.0,0.06562156457832409
AC004004.1,3.0,95.0,11.0,-0.02600167844801547
AC004006.1,18.0,89.0,2.0,0.1275915466729207
AC004009.1,16.0,92.0,1.0,0.11117483792696117
AC004009.2,16.0,92.0,1.0,0.11117483792696117
AC004009.3,16.0,92.0,1.0,0.11117483792696117
AC004012.1,26.0,80.0,3.0,0.16843606908803477
AC004014.1,17.0,84.0,8.0,0.09165094597072607
AC004014.2,17.0,84.0,8.0,0.09165094597072607
AC004022.1,26.0,80.0,3.0,0.16633941853636341
AC004022.2,26.0,80.0,3.0,0.16633941853636341
AC004023.1,20.0,87.0,2.0,0.13967797180915417
AC004024.1,1.0,104.0,4.0,0.0019562612232420524
AC004034.1,0.0,103.0,6.0,0.0037507509368044684
AC004039.1,2.0,78.0,29.0,-0.10963449178496472
AC004047.1,0.0,92.0,17.0,-0.08026253634019596
AC004052.1,0.0,92.0,17.0,-0.0797953550251663
AC004053.1,0.0,92.0,17.0,-0.07908105354642106
AC004054.1,2.0,89.0,18.0,-0.06947683939654788
AC004057.1,1.0,91.0,17.0,-0.07442028762939132
AC004062.1,1.0,91.0,17.0,-0.07782409339488047
AC004063.1,0.0,92.0,17.0,-0.07646834340118641
AC004066.1,0.0,92.0,17.0,-0.08019551619025811
AC004066.2,0.0,92.0,17.0,-0.08019551619025811
AC004067.1,1.0,91.0,17.0,-0.07622977032263346
AC004069.1,0.0,92.0,17.0,-0.08008893802614327
AC004069.2,0.0,92.0,17.0,-0.08008893802614327
AC004074.1,6.0,94.0,9.0,0.014765584396906712
AC004076.1,5.0,97.0,7.0,0.0128665724710109
AC004076.2,5.0,97.0,7.0,0.0128665724710109
AC004080.1,16.0,92.0,1.0,0.11117483792696117
AC004080.2,16.0,92.0,1.0,0.1112598038666487
AC004080.3,16.0,92.0,1.0,0.1112598038666487
AC004080.4,16.0,92.0,1.0,0.1112598038666487
AC004080.5,16.0,92.0,1.0,0.1112598038666487
AC004080.6,16.0,92.0,1.0,0.1112598038666487
AC004080.7,16.0,92.0,1.0,0.11234872265081751
AC004083.1,24.0,82.0,3.0,0.1660688712041899
AC004086.1,1.0,104.0,4.0,0.0024408574894909073
AC004112.1,11.0,89.0,9.0,0.04397263056587021
AC004129.1,15.0,93.0,1.0,0.11049876065654483
AC004129.2,15.0,93.0,1.0,0.11049876065654483
AC004129.3,15.0,92.0,2.0,0.10598562595431452
AC004130.1,16.0,92.0,1.0,0.11103872752642394
AC004134.1,3.0,105.0,1.0,0.06296748898262254
AC004147.1,2.0,105.0,2.0,0.04943267237443035
AC004147.2,2.0,105.0,2.0,0.04943267237443035
AC004147.3,2.0,105.0,2.0,0.04943267237443035
AC004147.4,2.0,105.0,2.0,0.04943267237443035
AC004147.5,2.0,105.0,2.0,0.04943267237443035
AC004148.1,3.0,91.0,15.0,-0.023067759790222485
AC004148.2,3.0,91.0,15.0,-0.023067759790222485
AC004151.1,1.0,88.0,20.0,-0.058380824687927324
AC004156.1,1.0,89.0,19.0,-0.048972944576379365
AC004156.2,1.0,89.0,19.0,-0.048972944576379365
AC004158.1,6.0,95.0,8.0,0.025714619012361255
AC004160.1,18.0,90.0,1.0,0.11751008814771556
AC004160.2,17.0,90.0,2.0,0.10596746625207919
AC004217.1,1.0,104.0,4.0,0.0019562612232420524
AC004217.2,1.0,104.0,4.0,0.0019562612232420524
AC004221.1,1.0,89.0,19.0,-0.05299078808498743
AC004223.1,3.0,105.0,1.0,0.060293289916747865
AC004223.2,3.0,105.0,1.0,0.060293289916747865
AC004223.3,3.0,105.0,1.0,0.060293289916747865
AC004223.4,3.0,105.0,1.0,0.06337999375898207
AC004224.1,0.0,104.0,5.0,0.00301870016959403
AC004224.2,0.0,104.0,5.0,0.00301870016959403
AC004231.1,6.0,102.0,1.0,0.07577108037346461
AC004231.3,5.0,103.0,1.0,0.0739321702771131
AC004232.1,0.0,103.0,6.0,0.0004783464103250365
AC004232.2,0.0,103.0,6.0,0.0004783464103250365
AC004233.1,0.0,103.0,6.0,0.0037507509368044684
AC004233.2,0.0,103.0,6.0,0.0037507509368044684
AC004233.3,0.0,103.0,6.0,0.0037507509368044684
AC004241.1,2.0,100.0,7.0,0.0010709335146578934
AC004241.2,2.0,100.0,7.0,-0.0007838567292788298
AC004241.3,2.0,100.0,7.0,0.0010709335146578934
AC004241.4,2.0,101.0,6.0,0.0004960327367876705
AC004241.5,2.0,100.0,7.0,-0.0007838567292788298
AC004253.1,5.0,102.0,2.0,0.07482994196883101
AC004253.2,5.0,102.0,2.0,0.07482994196883101
AC004257.1,6.0,94.0,9.0,0.03150278387487838
AC004263.1,1.0,104.0,4.0,0.0029239199497837487
AC004263.2,1.0,104.0,4.0,0.0029239199497837487
AC004264.1,9.0,96.0,4.0,0.07146068527871509
AC004264.2,9.0,96.0,4.0,0.07146068527871509
AC004381.1,1.0,103.0,5.0,0.003365621711982682
AC004381.2,1.0,103.0,5.0,0.003365621711982682
AC004381.3,1.0,103.0,5.0,0.003365621711982682
AC004383.1,9.0,97.0,3.0,0.06363557506940166
AC004386.1,6.0,94.0,9.0,0.01511525441360465
AC004386.2,6.0,94.0,9.0,0.01511525441360465
AC004408.1,6.0,102.0,1.0,0.08072801109905507
AC004408.2,6.0,102.0,1.0,0.08072801109905507
AC004415.1,17.0,90.0,2.0,0.1115457715683765
AC004448.1,6.0,87.0,16.0,0.013011649930687335
AC004448.2,6.0,87.0,16.0,0.013011649930687335
AC004448.3,6.0,87.0,16.0,0.013011649930687335
AC004448.4,7.0,86.0,16.0,0.015409222715802067
