,Mutation,Hnscc_odds,Hnscc_pvalue
2427,DIO2,2.689655172413793,0.4765545361875627
2428,DIP2A,0.0,1.0
2429,DIP2B,0.0,1.0
2430,DIP2C,0.8735632183908046,1.0
2431,DIRAS2,inf,0.2752293577981668
2432,DIS3,0.0,0.5597187687558982
2433,DIS3L,0.0,1.0
2434,DIS3L2,0.0,1.0
2435,DISC1,5.571428571428571,0.1830337153581604
2436,DISP1,1.8095238095238095,0.614177034255692
2437,DISP2,0.0,1.0
2438,DISP3,0.0,1.0
2439,DIXDC1,0.0,1.0
2440,DKK1,inf,0.2752293577981668
2441,DKK2,2.689655172413793,0.4765545361875627
2442,DKK4,0.0,1.0
2443,DLAT,0.0,1.0
2444,DLC1,0.0,0.5597187687558982
2445,DLEC1,0.0,0.5597187687558982
2446,DLG1,1.3275862068965518,1.0
2447,DLG2,0.8735632183908046,1.0
2448,DLG3,0.0,1.0
2449,DLG4,0.0,0.5597187687558982
2450,DLG5,8.666666666666666,0.06257941624420661
2451,DLGAP1,8.666666666666666,0.06257941624420661
2452,DLGAP2,1.3275862068965518,1.0
2453,DLGAP3,0.0,1.0
2454,DLGAP4,0.0,1.0
2455,DLK1,2.689655172413793,0.4765545361875627
2456,DLL1,0.0,1.0
2457,DLL3,0.0,1.0
2458,DLX2,2.689655172413793,0.4765545361875627
2459,DLX3,inf,0.2752293577981668
2460,DLX4,0.0,1.0
2461,DLX5,inf,0.2752293577981668
2462,DMAP1,inf,0.0739041794087671
2463,DMBT1,1.3392857142857142,0.6661147411828027
2464,DMBX1,0.0,1.0
2465,DMD,0.9861111111111112,1.0
2466,DMGDH,2.689655172413793,0.4765545361875627
2467,DMP1,2.689655172413793,0.4765545361875627
2468,DMPK,5.571428571428571,0.1830337153581604
2469,DMRT2,2.689655172413793,0.4765545361875627
2470,DMRT3,0.0,1.0
2471,DMRTC2,0.0,1.0
2472,DMTF1,0.0,1.0
2473,DMTN,0.0,1.0
2474,DMWD,2.689655172413793,0.4765545361875627
2475,DMXL1,0.0,0.573564090493129
2476,DMXL2,5.571428571428571,0.1830337153581604
2477,DNA2,5.571428571428571,0.1830337153581604
2478,DNAAF1,0.0,1.0
2479,DNAAF2,2.689655172413793,0.4765545361875627
2480,DNAAF3,inf,0.2752293577981668
2481,DNAAF5,inf,0.2752293577981668
2482,DNAH1,0.646551724137931,1.0
2483,DNAH10,0.0,0.3197331919771389
2484,DNAH11,1.775,0.3404844190817883
2485,DNAH12,inf,0.2752293577981668
2486,DNAH14,0.0,0.573564090493129
2487,DNAH17,1.3392857142857142,0.6661147411828027
2488,DNAH2,0.8735632183908046,1.0
2489,DNAH3,0.0,0.18639329973877708
2490,DNAH5,1.1099744245524297,0.8021219838952993
2491,DNAH6,1.6444444444444444,0.6817295286533509
2492,DNAH7,5.066666666666666,0.03491714910018842
2493,DNAH8,1.8717948717948718,0.4577697556760367
2494,DNAH9,0.2681992337164751,0.27909712473192927
2495,DNAI1,0.0,1.0
2496,DNAI2,2.689655172413793,0.4765545361875627
2497,DNAJB1,inf,0.2752293577981668
2498,DNAJB11,2.689655172413793,0.4765545361875627
2499,DNAJB12,inf,0.2752293577981668
2500,DNAJB14,0.0,1.0
2501,DNAJB4,inf,0.2752293577981668
2502,DNAJC1,0.0,1.0
2503,DNAJC10,2.689655172413793,0.4765545361875627
2504,DNAJC13,0.0,1.0
2505,DNAJC14,2.689655172413793,0.4765545361875627
2506,DNAJC17,0.0,1.0
2507,DNAJC18,inf,0.2752293577981668
2508,DNAJC2,inf,0.2752293577981668
2509,DNAJC21,inf,0.2752293577981668
2510,DNAJC3,0.0,1.0
2511,DNAJC4,0.0,1.0
2512,DNAJC5G,0.0,1.0
2513,DNAJC6,1.3275862068965518,1.0
2514,DNAJC7,0.0,1.0
2515,DNAL1,0.0,1.0
2516,DNASE1L1,0.0,1.0
2517,DNASE2,0.0,1.0
2518,DNASE2B,0.0,1.0
2519,DNER,0.0,1.0
2520,DNHD1,5.923076923076923,0.047548366953063435
2521,DNM1,inf,0.2752293577981668
2522,DNM2,0.0,1.0
2523,DNM3,0.0,1.0
2524,DNMBP,5.571428571428571,0.1830337153581604
2525,DNMT3A,0.0,1.0
2526,DNMT3B,0.0,1.0
2527,DNMT3L,0.0,1.0
2528,DNPH1,0.0,1.0
2529,DNTT,inf,0.2752293577981668
2530,DOC2B,0.0,1.0
2531,DOCK1,1.8095238095238095,0.614177034255692
2532,DOCK10,2.75,0.3034880144721127
2533,DOCK11,2.689655172413793,0.4765545361875627
2534,DOCK2,2.814814814814815,0.3433589909928533
2535,DOCK3,0.0,1.0
2536,DOCK4,0.0,1.0
2537,DOCK5,0.8735632183908046,1.0
2538,DOCK6,1.3392857142857142,0.6661147411828027
2539,DOCK7,0.0,0.573564090493129
2540,DOCK8,0.0,1.0
2541,DOCK9,0.0,1.0
2542,DOK3,0.0,1.0
2543,DOK4,0.0,1.0
2544,DOK5,inf,0.2752293577981668
2545,DOK6,0.0,1.0
2546,DOLK,inf,0.2752293577981668
2547,DOPEY1,0.8735632183908046,1.0
2548,DOPEY2,0.8735632183908046,1.0
2549,DOT1L,0.0,1.0
2550,DPAGT1,inf,0.2752293577981668
2551,DPCR1,0.0,1.0
2552,DPH3,inf,0.2752293577981668
2553,DPH6,inf,0.2752293577981668
2554,DPH7,inf,0.2752293577981668
2555,DPP10,0.646551724137931,1.0
2556,DPP3,0.0,1.0
2557,DPP4,0.0,1.0
2558,DPP6,1.6444444444444444,0.6817295286533509
2559,DPP8,0.0,1.0
2560,DPP9,0.0,1.0
2561,DPPA3,0.0,1.0
2562,DPPA4,0.646551724137931,1.0
2563,DPRX,2.689655172413793,0.4765545361875627
2564,DPT,0.0,1.0
2565,DPY19L2,1.3275862068965518,1.0
2566,DPY19L3,0.0,1.0
2567,DPY19L4,1.3275862068965518,1.0
2568,DPYS,2.689655172413793,0.4765545361875627
2569,DPYSL2,0.0,1.0
2570,DPYSL3,2.689655172413793,0.4765545361875627
2571,DPYSL5,0.0,1.0
2572,DQX1,0.0,1.0
2573,DR1,0.0,1.0
2574,DRC1,0.0,0.5597187687558982
2575,DRC7,0.0,1.0
2576,DRD1,0.0,1.0
2577,DRD2,1.3275862068965518,1.0
2578,DRG2,0.0,1.0
2579,DRGX,0.0,1.0
2580,DROSHA,0.0,1.0
2581,DRP2,0.0,0.5597187687558982
2582,DSC1,2.689655172413793,0.4765545361875627
2583,DSC2,inf,0.2752293577981668
2584,DSC3,2.689655172413793,0.4765545361875627
2585,DSCAM,0.8690476190476191,1.0
2586,DSCAML1,0.0,0.573564090493129
2587,DSCC1,0.0,1.0
2588,DSE,0.0,1.0
2589,DSEL,0.8735632183908046,1.0
2590,DSG3,2.689655172413793,0.4765545361875627
2591,DSG4,inf,0.2752293577981668
2592,DSP,0.7346938775510204,1.0
2593,DSPP,0.0,1.0
2594,DST,2.8846153846153846,0.21197231318950277
2595,DSTYK,0.646551724137931,1.0
2596,DTD1,0.0,1.0
2597,DTL,2.689655172413793,0.4765545361875627
2598,DTNA,0.8735632183908046,1.0
2599,DTNBP1,0.0,1.0
2600,DTWD1,0.0,1.0
2601,DTWD2,0.0,1.0
2602,DTX1,inf,0.2752293577981668
2603,DTX3L,2.689655172413793,0.4765545361875627
2604,DUOX1,1.3275862068965518,1.0
2605,DUOX2,0.0,0.5597187687558982
2606,DUOXA1,0.0,1.0
2607,DUPD1,2.689655172413793,0.4765545361875627
2608,DUS1L,2.689655172413793,0.4765545361875627
2609,DUS3L,0.0,1.0
2610,DUSP14,inf,0.2752293577981668
2611,DUSP22,0.0,1.0
2612,DUSP27,0.0,1.0
2613,DUSP6,inf,0.2752293577981668
2614,DUSP8,2.689655172413793,0.4765545361875627
2615,DUSP9,0.0,1.0
2616,DUXA,2.689655172413793,0.4765545361875627
2617,DVL1,0.0,1.0
2618,DVL3,0.0,1.0
2619,DYM,1.3275862068965518,1.0
2620,DYNAP,0.0,1.0
2621,DYNC1H1,0.646551724137931,1.0
2622,DYNC1I1,inf,0.2752293577981668
2623,DYNC1I2,0.8735632183908046,1.0
2624,DYNC1LI2,0.0,1.0
2625,DYNC2H1,3.75,0.1110917701355312
2626,DYRK1A,2.689655172413793,0.4765545361875627
2627,DYRK1B,0.0,1.0
2628,DYRK2,0.0,1.0
2629,DYRK3,inf,0.2752293577981668
2630,DYRK4,0.0,0.573564090493129
2631,DYSF,2.814814814814815,0.3433589909928533
2632,DYX1C1,2.689655172413793,0.4765545361875627
2633,DZANK1,0.0,1.0
2634,DZIP1,0.0,0.5597187687558982
2635,DZIP3,0.0,1.0
2636,E2F1,inf,0.2752293577981668
2637,E2F4,0.0,1.0
2638,E2F5,0.0,1.0
2639,E2F7,2.689655172413793,0.4765545361875627
2640,E2F8,inf,0.2752293577981668
2641,E4F1,0.0,1.0
2642,EAF1,inf,0.2752293577981668
2643,EAF2,0.0,1.0
2644,EBAG9,inf,0.2752293577981668
2645,EBF1,0.0,0.5597187687558982
2646,EBF2,0.0,1.0
2647,EBF3,1.3275862068965518,1.0
2648,EBF4,inf,0.2752293577981668
2649,EBLN2,inf,0.2752293577981668
2650,EBPL,0.0,1.0
2651,ECE2,0.0,0.5597187687558982
2652,ECEL1,0.0,1.0
2653,ECHDC3,0.0,1.0
2654,ECM1,0.0,1.0
2655,ECM2,1.3275862068965518,1.0
2656,ECSIT,inf,0.2752293577981668
2657,ECT2L,inf,0.2752293577981668
2658,EDA,0.0,1.0
2659,EDA2R,0.0,1.0
2660,EDAR,0.0,1.0
2661,EDC4,inf,0.2752293577981668
2662,EDEM1,inf,0.0739041794087671
2663,EDEM2,5.571428571428571,0.1830337153581604
2664,EDEM3,0.0,1.0
2665,EDIL3,inf,0.2752293577981668
2666,EDN2,2.689655172413793,0.4765545361875627
2667,EDNRA,0.0,1.0
2668,EDNRB,0.0,1.0
2669,EDRF1,1.3392857142857142,0.6661147411828027
2670,EEA1,0.0,1.0
2671,EED,inf,0.2752293577981668
2672,EEF1B2,2.689655172413793,0.4765545361875627
2673,EEF1D,inf,0.2752293577981668
2674,EEF1E1,inf,0.2752293577981668
2675,EEF1G,0.0,1.0
2676,EEF2,0.646551724137931,1.0
2677,EEF2K,0.0,1.0
2678,EEF2KMT,2.689655172413793,0.4765545361875627
2679,EEPD1,0.0,1.0
2680,EFCAB12,0.0,1.0
2681,EFCAB13,2.689655172413793,0.4765545361875627
2682,EFCAB3,0.0,1.0
2683,EFCAB5,0.0,1.0
2684,EFCAB6,2.814814814814815,0.3433589909928533
2685,EFCAB7,2.689655172413793,0.4765545361875627
2686,EFCAB8,0.0,1.0
2687,EFCC1,inf,0.0739041794087671
2688,EFEMP1,0.0,1.0
2689,EFHB,0.0,1.0
2690,EFHC1,0.0,1.0
2691,EFHD1,0.0,1.0
2692,EFHD2,inf,0.2752293577981668
2693,EFL1,2.689655172413793,0.4765545361875627
2694,EFNA1,0.0,1.0
2695,EFNB2,inf,0.2752293577981668
2696,EFNB3,0.0,1.0
2697,EFR3A,0.0,1.0
2698,EFR3B,0.8735632183908046,1.0
2699,EFS,0.0,1.0
2700,EFTUD2,0.0,1.0
2701,EGF,1.3275862068965518,1.0
2702,EGFL6,0.0,1.0
2703,EGFL8,inf,0.2752293577981668
2704,EGFLAM,2.689655172413793,0.4765545361875627
2705,EGFR,2.75,0.3034880144721127
2706,EGLN1,0.0,1.0
2707,EGR2,0.0,1.0
2708,EGR3,1.3275862068965518,1.0
2709,EGR4,0.0,1.0
2710,EHBP1,0.8735632183908046,1.0
2711,EHBP1L1,0.646551724137931,1.0
2712,EHD1,0.0,1.0
2713,EHD3,0.0,1.0
2714,EHD4,0.0,1.0
2715,EHF,0.0,1.0
2716,EHHADH,2.689655172413793,0.4765545361875627
2717,EHMT1,2.689655172413793,0.4765545361875627
2718,EHMT2,0.0,1.0
2719,EIF1,0.0,1.0
2720,EIF1B,inf,0.2752293577981668
2721,EIF2A,0.0,1.0
2722,EIF2AK1,inf,0.0739041794087671
2723,EIF2AK2,0.0,1.0
2724,EIF2AK3,0.0,0.3197331919771389
2725,EIF2AK4,2.689655172413793,0.4765545361875627
2726,EIF2B3,0.0,1.0
2727,EIF2D,0.0,1.0
2728,EIF2S3,0.0,1.0
2729,EIF3A,2.689655172413793,0.4765545361875627
2730,EIF3B,1.3275862068965518,1.0
2731,EIF3E,2.75,0.3034880144721127
2732,EIF3F,inf,0.2752293577981668
2733,EIF3G,2.689655172413793,0.4765545361875627
2734,EIF3H,2.689655172413793,0.4765545361875627
2735,EIF4A1,2.689655172413793,0.4765545361875627
2736,EIF4A2,0.0,0.3197331919771389
2737,EIF4A3,inf,0.2752293577981668
2738,EIF4E2,0.0,1.0
2739,EIF4ENIF1,2.689655172413793,0.4765545361875627
2740,EIF4G1,0.0,1.0
2741,EIF4G2,0.0,1.0
2742,EIF4G3,0.0,0.5597187687558982
2743,EIF5A,0.0,1.0
2744,EIF5B,0.0,1.0
2745,ELAC2,inf,0.2752293577981668
2746,ELANE,2.689655172413793,0.4765545361875627
2747,ELAVL2,0.0,1.0
2748,ELAVL3,0.0,1.0
2749,ELAVL4,2.689655172413793,0.4765545361875627
2750,ELF1,inf,0.2752293577981668
2751,ELF3,0.0,1.0
2752,ELF4,0.0,1.0
2753,ELF5,0.0,1.0
2754,ELFN1,0.0,1.0
2755,ELFN2,1.3275862068965518,1.0
2756,ELK3,inf,0.2752293577981668
2757,ELL,0.0,1.0
2758,ELL3,0.0,1.0
2759,ELMO1,0.0,1.0
2760,ELMO2,1.3275862068965518,1.0
2761,ELMO3,inf,0.2752293577981668
2762,ELMOD1,0.0,1.0
2763,ELMOD2,0.0,1.0
2764,ELMSAN1,1.3275862068965518,1.0
2765,ELN,0.8735632183908046,1.0
2766,ELOVL2,0.0,1.0
2767,ELOVL3,0.0,1.0
2768,ELOVL4,inf,0.2752293577981668
2769,ELOVL6,0.0,1.0
2770,ELOVL7,0.0,1.0
2771,ELP5,inf,0.2752293577981668
2772,EMC1,0.0,1.0
2773,EMCN,0.0,1.0
2774,EME2,0.0,1.0
2775,EMILIN2,1.3275862068965518,1.0
2776,EMILIN3,0.0,1.0
2777,EML1,0.0,1.0
2778,EML2,inf,0.0739041794087671
2779,EML3,0.0,0.5597187687558982
2780,EML5,2.689655172413793,0.4765545361875627
2781,EML6,5.571428571428571,0.1830337153581604
2782,EMSY,inf,0.2752293577981668
2783,EMX1,0.0,1.0
2784,EN1,0.0,1.0
2785,EN2,inf,0.2752293577981668
2786,ENAH,0.0,1.0
2787,ENAM,0.8735632183908046,1.0
2788,ENC1,0.0,1.0
2789,ENDOV,0.0,1.0
2790,ENG,0.0,1.0
2791,ENGASE,2.689655172413793,0.4765545361875627
2792,ENO3,inf,0.2752293577981668
2793,ENOSF1,0.0,1.0
2794,ENPP1,inf,0.2752293577981668
2795,ENPP2,inf,0.004926076497357383
2796,ENPP3,1.3275862068965518,1.0
2797,ENPP5,0.0,1.0
2798,ENTHD1,1.3275862068965518,1.0
2799,ENTPD2,0.0,1.0
2800,ENTPD4,0.0,1.0
2801,ENTPD5,2.689655172413793,0.4765545361875627
2802,ENTPD6,0.0,1.0
2803,ENTPD7,inf,0.2752293577981668
2804,ENTPD8,inf,0.2752293577981668
2805,EOGT,0.0,1.0
2806,EOMES,0.0,0.5597187687558982
2807,EP300,0.1925287356321839,0.10786481296683346
2808,EP400,0.41954022988505746,0.6709771478646152
2809,EP400NL,1.3275862068965518,1.0
2810,EPB41L1,inf,0.2752293577981668
2811,EPB41L2,1.3392857142857142,0.6661147411828027
2812,EPB41L3,0.646551724137931,1.0
2813,EPB41L4A,0.0,1.0
2814,EPB41L4B,2.689655172413793,0.4765545361875627
2815,EPB41L5,5.571428571428571,0.1830337153581604
2816,EPC1,2.689655172413793,0.4765545361875627
2817,EPC2,0.0,1.0
2818,EPG5,2.689655172413793,0.4765545361875627
2819,EPGN,0.0,1.0
2820,EPHA1,inf,0.0739041794087671
2821,EPHA10,5.571428571428571,0.1830337153581604
2822,EPHA2,0.41954022988505746,0.6709771478646152
2823,EPHA3,0.0,0.5597187687558982
2824,EPHA4,0.0,1.0
2825,EPHA5,0.0,1.0
2826,EPHA6,0.646551724137931,1.0
2827,EPHA7,0.0,0.573564090493129
2828,EPHA8,0.0,1.0
2829,EPHB1,2.75,0.3034880144721127
2830,EPHB2,inf,0.01933941143406981
2831,EPHB4,1.3275862068965518,1.0
2832,EPHB6,0.0,1.0
2833,EPHX2,0.0,1.0
2834,EPHX3,0.0,1.0
2835,EPM2AIP1,2.689655172413793,0.4765545361875627
2836,EPN2,0.0,0.573564090493129
2837,EPN3,0.0,1.0
2838,EPO,0.0,1.0
2839,EPPK1,0.0,0.3197331919771389
2840,EPRS,0.0,1.0
2841,EPS15,inf,0.0739041794087671
2842,EPS15L1,inf,0.2752293577981668
2843,EPS8,0.0,1.0
2844,EPS8L2,inf,0.2752293577981668
2845,EPSTI1,0.0,1.0
2846,EPT1,0.0,1.0
2847,EPX,0.8735632183908046,1.0
2848,ERAS,0.0,1.0
2849,ERBB2,inf,0.2752293577981668
2850,ERBB3,0.0,1.0
2851,ERBB4,0.35467980295566504,0.4408761989856155
2852,ERBIN,2.689655172413793,0.4765545361875627
2853,ERC1,0.0,1.0
2854,ERC2,0.8735632183908046,1.0
2855,ERCC2,0.0,1.0
2856,ERCC3,2.689655172413793,0.4765545361875627
2857,ERCC4,0.0,1.0
2858,ERCC5,inf,0.2752293577981668
2859,ERCC6,0.0,1.0
2860,ERCC6L,0.0,1.0
2861,ERCC6L2,5.571428571428571,0.1830337153581604
2862,ERGIC1,inf,0.2752293577981668
2863,ERGIC2,0.0,1.0
2864,ERH,0.0,1.0
2865,ERI3,0.0,1.0
2866,ERICH3,0.0,0.06087027387016038
2867,ERICH6,2.689655172413793,0.4765545361875627
2868,ERICH6B,1.3275862068965518,1.0
2869,ERLEC1,0.0,1.0
2870,ERN1,0.0,1.0
2871,ERN2,1.3275862068965518,1.0
2872,ERO1B,0.0,1.0
2873,ERP44,0.0,1.0
2874,ERV3-1,0.0,0.5597187687558982
2875,ERVFRD-1,0.0,1.0
2876,ERVMER34-1,0.0,1.0
2877,ERVV-1,0.0,1.0
2878,ERVV-2,0.0,0.5597187687558982
2879,ERVW-1,0.0,1.0
2880,ESAM,2.689655172413793,0.4765545361875627
2881,ESCO1,1.8095238095238095,0.614177034255692
2882,ESCO2,0.0,1.0
2883,ESF1,0.0,1.0
2884,ESPL1,1.3275862068965518,1.0
2885,ESPN,0.0,1.0
2886,ESPNL,2.689655172413793,0.4765545361875627
2887,ESR1,0.0,1.0
2888,ESR2,inf,0.2752293577981668
2889,ESRP1,0.0,1.0
2890,ESRP2,0.0,1.0
2891,ESRRA,0.0,1.0
2892,ESRRB,inf,0.2752293577981668
2893,ESRRG,1.3275862068965518,1.0
2894,ESX1,0.0,1.0
2895,ESYT2,0.8735632183908046,1.0
2896,ESYT3,inf,0.2752293577981668
2897,ETFA,0.0,1.0
2898,ETNK1,inf,0.2752293577981668
2899,ETNK2,0.0,1.0
2900,ETNPPL,0.0,1.0
2901,ETS1,0.0,1.0
2902,ETS2,inf,0.2752293577981668
2903,ETV1,0.0,1.0
2904,ETV2,inf,0.2752293577981668
2905,ETV3,0.0,1.0
2906,ETV3L,0.0,1.0
2907,ETV6,0.0,1.0
2908,EVA1A,inf,0.2752293577981668
2909,EVA1C,inf,0.2752293577981668
2910,EVC2,0.0,0.5597187687558982
2911,EVI5,0.0,1.0
2912,EVI5L,0.0,1.0
2913,EVL,0.0,1.0
2914,EVPL,inf,0.0739041794087671
2915,EVX1,inf,0.0739041794087671
2916,EVX2,inf,0.0739041794087671
2917,EWSR1,1.3275862068965518,1.0
2918,EXD1,0.0,1.0
2919,EXD2,inf,0.2752293577981668
2920,EXD3,0.646551724137931,1.0
2921,EXO1,inf,0.0739041794087671
2922,EXO5,0.0,1.0
2923,EXOC1,0.0,1.0
2924,EXOC3,0.0,1.0
2925,EXOC3L1,2.689655172413793,0.4765545361875627
2926,EXOC3L4,2.689655172413793,0.4765545361875627
2927,EXOC4,0.0,0.5597187687558982
2928,EXOC7,inf,0.2752293577981668
2929,EXOSC1,0.0,1.0
2930,EXOSC4,0.0,1.0
2931,EXOSC6,inf,0.2752293577981668
2932,EXOSC8,inf,0.2752293577981668
2933,EXOSC9,2.689655172413793,0.4765545361875627
2934,EXPH5,0.0,1.0
2935,EXT2,inf,0.2752293577981668
2936,EXTL1,0.0,1.0
2937,EXTL3,inf,0.2752293577981668
2938,EYA1,2.75,0.3034880144721127
2939,EYA2,0.0,1.0
2940,EYA3,0.0,1.0
2941,EYA4,1.3275862068965518,1.0
2942,EYS,1.1965811965811965,0.7498389175827432
2943,EZH1,0.0,1.0
2944,F10,0.0,1.0
2945,F11,0.0,1.0
2946,F12,0.0,1.0
2947,F13A1,2.75,0.3034880144721127
2948,F13B,5.571428571428571,0.1830337153581604
2949,F2,0.0,1.0
2950,F2R,0.0,1.0
2951,F2RL1,0.0,1.0
2952,F2RL3,inf,0.2752293577981668
2953,F5,8.666666666666666,0.06257941624420661
2954,F8,0.646551724137931,1.0
2955,F8A1,0.0,1.0
2956,F9,0.0,1.0
2957,FA2H,0.0,1.0
2958,FAAH2,0.0,1.0
2959,FAAP100,5.571428571428571,0.1830337153581604
2960,FAAP20,inf,0.0739041794087671
2961,FADS1,0.0,1.0
2962,FADS2,2.689655172413793,0.4765545361875627
2963,FADS3,0.0,1.0
2964,FADS6,0.0,1.0
2965,FAH,inf,0.2752293577981668
2966,FAHD1,0.0,1.0
2967,FAM105A,2.689655172413793,0.4765545361875627
2968,FAM107B,inf,0.2752293577981668
2969,FAM109B,0.0,1.0
2970,FAM110B,0.0,1.0
2971,FAM111B,0.0,1.0
2972,FAM114A2,0.0,1.0
2973,FAM118A,0.0,1.0
2974,FAM120AOS,0.0,1.0
2975,FAM120B,inf,0.2752293577981668
2976,FAM120C,0.0,1.0
2977,FAM124A,2.75,0.3034880144721127
2978,FAM127A,0.0,1.0
2979,FAM129A,2.689655172413793,0.4765545361875627
2980,FAM129C,1.3275862068965518,1.0
2981,FAM131A,inf,0.2752293577981668
2982,FAM131B,inf,0.2752293577981668
2983,FAM135A,1.3392857142857142,0.6661147411828027
2984,FAM135B,1.3653846153846154,0.7333447802805104
2985,FAM136A,0.0,1.0
2986,FAM13A,2.689655172413793,0.4765545361875627
2987,FAM13B,0.0,1.0
2988,FAM13C,1.3275862068965518,1.0
2989,FAM149A,inf,0.2752293577981668
2990,FAM150B,0.0,1.0
2991,FAM151B,0.0,1.0
2992,FAM153A,inf,0.2752293577981668
2993,FAM155A,0.0,1.0
2994,FAM155B,0.0,0.5597187687558982
2995,FAM159A,0.0,1.0
2996,FAM160A1,0.0,0.5597187687558982
2997,FAM160A2,0.0,1.0
2998,FAM161A,2.689655172413793,0.4765545361875627
2999,FAM161B,0.0,1.0
3000,FAM162A,0.0,1.0
3001,FAM166A,inf,0.2752293577981668
3002,FAM168A,inf,0.2752293577981668
3003,FAM169A,2.75,0.3034880144721127
3004,FAM169B,0.0,1.0
3005,FAM170B,0.0,1.0
3006,FAM171A1,0.0,1.0
3007,FAM171B,0.0,0.5597187687558982
3008,FAM173A,inf,0.2752293577981668
3009,FAM173B,0.0,1.0
3010,FAM174B,2.689655172413793,0.4765545361875627
3011,FAM175B,0.0,1.0
3012,FAM179A,0.0,1.0
3013,FAM179B,1.3275862068965518,1.0
3014,FAM180B,inf,0.2752293577981668
3015,FAM181B,0.0,1.0
3016,FAM182B,0.0,1.0
3017,FAM184A,1.3275862068965518,1.0
3018,FAM185A,0.0,1.0
3019,FAM186A,0.8735632183908046,1.0
3020,FAM186B,0.0,1.0
3021,FAM187A,0.0,1.0
3022,FAM188B,2.689655172413793,0.4765545361875627
3023,FAM189A1,inf,0.2752293577981668
3024,FAM193A,0.0,1.0
3025,FAM193B,5.571428571428571,0.1830337153581604
3026,FAM196A,inf,0.2752293577981668
3027,FAM196B,inf,0.2752293577981668
3028,FAM198A,inf,0.2752293577981668
3029,FAM198B,5.571428571428571,0.1830337153581604
3030,FAM19A1,0.0,1.0
3031,FAM19A4,0.0,1.0
3032,FAM19A5,0.0,1.0
3033,FAM200A,0.0,1.0
3034,FAM205A,1.8095238095238095,0.614177034255692
3035,FAM207A,inf,0.2752293577981668
3036,FAM208A,0.0,1.0
3037,FAM208B,2.814814814814815,0.3433589909928533
3038,FAM20A,0.0,1.0
3039,FAM20B,inf,0.2752293577981668
3040,FAM212B,0.0,1.0
3041,FAM213A,0.0,1.0
3042,FAM214A,0.0,1.0
3043,FAM217B,2.689655172413793,0.4765545361875627
3044,FAM218A,0.0,1.0
3045,FAM21A,0.0,0.573564090493129
3046,FAM21C,0.0,1.0
3047,FAM221A,0.0,1.0
3048,FAM221B,inf,0.2752293577981668
3049,FAM227A,0.0,1.0
3050,FAM227B,0.0,1.0
3051,FAM231B,inf,0.0739041794087671
3052,FAM234B,1.3275862068965518,1.0
3053,FAM24A,inf,0.2752293577981668
3054,FAM26F,0.0,1.0
3055,FAM35A,2.689655172413793,0.4765545361875627
3056,FAM3A,0.0,1.0
3057,FAM43B,2.689655172413793,0.4765545361875627
3058,FAM46A,0.0,1.0
3059,FAM46C,0.0,1.0
3060,FAM46D,0.0,1.0
3061,FAM47A,0.0,0.5597187687558982
3062,FAM47B,2.75,0.3034880144721127
3063,FAM47C,0.0,0.18639329973877708
3064,FAM49B,inf,0.2752293577981668
3065,FAM50A,0.0,1.0
3066,FAM50B,0.0,1.0
3067,FAM53A,0.0,1.0
3068,FAM53B,0.0,1.0
3069,FAM53C,0.0,1.0
3070,FAM57A,1.3275862068965518,1.0
3071,FAM58A,0.0,1.0
3072,FAM60A,0.0,1.0
3073,FAM63B,0.0,1.0
3074,FAM65C,0.0,1.0
3075,FAM69A,0.0,1.0
3076,FAM69C,0.0,1.0
3077,FAM71B,2.689655172413793,0.4765545361875627
3078,FAM71D,0.0,1.0
3079,FAM73A,0.0,1.0
3080,FAM83B,8.666666666666666,0.06257941624420661
3081,FAM83E,0.0,0.573564090493129
3082,FAM83F,2.689655172413793,0.4765545361875627
3083,FAM83H,0.0,1.0
3084,FAM83H-AS1,0.0,1.0
3085,FAM84B,1.3275862068965518,1.0
3086,FAM86B1,0.0,1.0
3087,FAM89A,0.0,1.0
3088,FAM8A1,inf,0.2752293577981668
3089,FAM90A1,0.0,1.0
3090,FAM90A26,inf,0.2752293577981668
3091,FAM91A1,0.0,1.0
3092,FAM98A,2.689655172413793,0.4765545361875627
3093,FAM98C,2.689655172413793,0.4765545361875627
3094,FAM9B,0.0,1.0
3095,FAN1,0.0,1.0
3096,FANCA,0.0,0.573564090493129
3097,FANCC,0.0,1.0
3098,FANCD2,inf,0.2752293577981668
3099,FANCF,1.3275862068965518,1.0
3100,FANCG,0.0,0.5597187687558982
3101,FANCL,0.0,1.0
3102,FANCM,1.8095238095238095,0.614177034255692
3103,FAP,inf,0.2752293577981668
3104,FARP1,inf,0.2752293577981668
3105,FARP2,0.0,1.0
3106,FARS2,0.0,1.0
3107,FARSB,0.0,1.0
3108,FAS,5.571428571428571,0.1830337153581604
3109,FASN,0.0,1.0
3110,FASTK,inf,0.2752293577981668
3111,FASTKD3,inf,0.2752293577981668
3112,FASTKD5,0.0,0.573564090493129
3113,FAT1,1.4523809523809523,0.46246523938456646
3114,FAT2,0.8641975308641975,1.0
3115,FAT3,0.6868686868686869,0.7537476844955207
3116,FAT4,0.39880952380952384,0.3419768573575763
3117,FAXC,0.0,1.0
3118,FBF1,2.75,0.3034880144721127
3119,FBL,0.0,1.0
3120,FBLL1,inf,0.2752293577981668
3121,FBLN2,0.0,1.0
3122,FBLN5,0.0,1.0
3123,FBLN7,0.0,1.0
