protein	Database_ID	adj_p	cancer_type	change	has_event_sample_size	not_has_event_sample_size
ZBTB16	ENSP00000338157	0.9678466801367034	luad	0.027984385134484424	23	69
C11orf54	ENSP00000331209	0.9678466801367034	luad	0.011167127733401228	25	76
STON1	ENSP00000384615	0.9678466801367034	luad	0.018248699885304143	22	71
C11orf52	ENSP00000278601	0.9678466801367034	luad	0.020125933290483317	25	76
GORASP1	ENSP00000313869	0.9678466801367034	luad	-0.012425758392384037	25	76
FARP1	ENSP00000322926	0.9678466801367034	luad	-0.011984729075506184	25	76
ARFIP1	ENSP00000296557	0.9678466801367034	luad	0.006063131288009928	25	76
CLDN6	ENSP00000328674	0.9678466801367034	luad	0.10944594208196823	4	11
PPP1CC	ENSP00000335084	0.9678466801367034	luad	0.011605954695307813	25	76
CCR5	ENSP00000292303	0.9678466801367034	luad	0.04359729023812063	23	65
MOCOS	ENSP00000261326	0.9678466801367034	luad	0.04803973077216939	23	73
ETS2	ENSP00000353344	0.9678466801367034	luad	-0.04072709759869819	9	19
NLRX1	ENSP00000292199	0.9678466801367034	luad	-0.009764736962910664	25	76
DDC	ENSP00000350616	0.9678466801367034	luad	-0.034802345227612885	14	46
TAMM41	ENSP00000398596	0.9678466801367034	luad	-0.013104156901636715	25	76
H1-3	ENSP00000244534	0.9678466801367034	luad	-0.021001621063794218	25	76
ALDH7A1	ENSP00000387123	0.9678466801367034	luad	-0.008362497815074206	25	76
ANKRD13D	ENSP00000427130	0.9678466801367034	luad	-0.014053625278505538	25	76
PTK6	ENSP00000442460	0.9678466801367034	luad	0.020066030392155584	25	76
TMEM119	ENSP00000376553	0.9678466801367034	luad	-0.018998863384739495	25	76
HMOX2	ENSP00000477572	0.9678466801367034	luad	0.012280021562991544	25	76
DGKD	ENSP00000264057	0.9678466801367034	luad	0.018937316691436397	23	70
SIK3	ENSP00000390442	0.9678466801367034	luad	0.03604180345787669	8	23
FMO1	ENSP00000346901	0.9678466801367034	luad	0.0383872354857137	20	66
NIPAL3	ENSP00000363520	0.9678466801367034	luad	-0.014562664186104399	25	68
GNG4	ENSP00000355556	0.9678503771186564	luad	-0.050303775505336656	10	25
HMGA1	ENSP00000288245	0.9678503771186564	luad	-0.01819864209352151	25	76
NPEPL1	ENSP00000348395	0.9678503771186564	luad	-0.008627575142149485	25	76
CUEDC2	ENSP00000358953	0.9678503771186564	luad	-0.01580458401655596	25	76
SFXN5	ENSP00000272433	0.9680436149271751	luad	-0.017940014417131972	25	76
PRMT7	ENSP00000343103	0.9680436149271751	luad	0.018150395535507624	23	74
HIVEP3	ENSP00000361664	0.9680436149271751	luad	0.05232488906511848	12	48
CYTH4	ENSP00000248901	0.9680436149271751	luad	0.010833356402485846	25	76
TRIM13	ENSP00000348299	0.9680436149271751	luad	-0.018332924158432046	25	76
RCOR3	ENSP00000355973	0.9680436149271751	luad	-0.05532235885495647	4	13
KLC1	ENSP00000451242	0.9680436149271751	luad	0.029450135962134777	24	73
GLTP	ENSP00000315263	0.9680436149271751	luad	0.00939820003458914	25	76
MGAT4A	ENSP00000264968	0.9680436149271751	luad	-0.03387768469646413	19	49
RHEX	ENSP00000356093	0.9680436149271751	luad	-0.042952003236425895	5	16
CDIPT	ENSP00000219789	0.9680436149271751	luad	-0.017624872632307435	25	76
CWC22	ENSP00000387006	0.9680436149271751	luad	-0.0072630577725254775	25	76
FANCL	ENSP00000233741	0.9680436149271751	luad	-0.04971671968420787	14	39
CHD1L	ENSP00000358262	0.9680436149271751	luad	0.0101833238046099	25	76
THEM4	ENSP00000357804	0.9680436149271751	luad	-0.019879101204739263	25	76
FREM2	ENSP00000280481	0.9680436149271751	luad	0.031382239847286775	10	35
R3HCC1L	ENSP00000298999	0.9680436149271751	luad	-0.014391836914155437	25	76
PFDN6	ENSP00000363734	0.9680436149271751	luad	-0.0079644568860113	25	76
VPS37B	ENSP00000267202	0.9680436149271751	luad	0.010612031208001249	25	76
MLKL	ENSP00000308351	0.9680436149271751	luad	0.011727749818261517	25	76
TMEM176B	ENSP00000318409	0.9680436149271751	luad	0.04318780191429389	20	69
SNTA1	ENSP00000217381	0.9680436149271751	luad	-0.01496044713067235	25	76
ARHGEF11	ENSP00000357177	0.9680436149271751	luad	0.004558729179087478	25	76
SH3GLB1	ENSP00000418744	0.9680436149271751	luad	0.04038354825807672	4	13
CERS4	ENSP00000251363	0.9680436149271751	luad	0.03433529701051863	25	73
BRAF	ENSP00000419060	0.9680436149271751	luad	0.013604145818004117	25	76
ALG1	ENSP00000262374	0.9680436149271751	luad	-0.010749472095017337	25	76
MRTO4	ENSP00000364320	0.9680436149271751	luad	0.008729799522895043	25	76
ERCC3	ENSP00000285398	0.9680452877248601	luad	0.007268460393075507	25	76
AMMECR1L	ENSP00000272647	0.9680452877248601	luad	0.03811497728261707	12	24
RBMXL1	ENSP00000318415	0.9680452877248601	luad	-0.013585763601773493	25	76
MED28	ENSP00000237380	0.9680452877248601	luad	-0.01198644717958583	25	76
SNAP29	ENSP00000215730	0.9680452877248601	luad	-0.009560887955867105	25	76
NELFCD	ENSP00000473290	0.9680452877248601	luad	-0.007791020981614397	25	76
FBXW11	ENSP00000296933	0.9680452877248601	luad	-0.012894900114047394	25	76
MCL1	ENSP00000358022	0.9680452877248601	luad	-0.012893588762447603	25	76
ZC3H4	ENSP00000253048	0.9680452877248601	luad	0.008514021934986543	25	76
MAFF	ENSP00000345393	0.9680452877248601	luad	0.017467999157264047	22	67
ZBTB43	ENSP00000362556	0.9680452877248601	luad	0.0182804069213153	22	71
SHQ1	ENSP00000315182	0.9680452877248601	luad	0.04802422379719451	7	17
ADPRH	ENSP00000349496	0.9680452877248601	luad	-0.01084112192523573	25	76
MAF	ENSP00000327048	0.9680452877248601	luad	0.04353374428182717	10	26
POLR3F	ENSP00000366828	0.9680452877248601	luad	0.00944622007341707	25	76
COPS9	ENSP00000475979	0.9680452877248601	luad	0.022021077939100152	20	61
COQ8B	ENSP00000315118	0.9680452877248601	luad	-0.01793667171111836	25	76
PRKN	ENSP00000355863	0.9680452877248601	luad	0.04194237411316104	25	76
TMX4	ENSP00000246024	0.9680452877248601	luad	0.015338331319067172	25	76
TRMT10A	ENSP00000273962	0.9680452877248601	luad	0.016070126830805997	25	76
MTRF1L	ENSP00000356202	0.9680452877248601	luad	0.024862476128915303	15	47
CSTF2T	ENSP00000332444	0.9680452877248601	luad	-0.009699375877723751	25	76
ZNF618	ENSP00000483198	0.9680452877248601	luad	-0.014413438245992713	25	76
LPGAT1	ENSP00000355963	0.9680452877248601	luad	0.010860400343854715	25	76
VGLL4	ENSP00000273038	0.9680452877248601	luad	-0.011631245568667764	25	76
ACTB	ENSP00000494269	0.9680452877248601	luad	-0.005346982933206401	25	76
MMP1	ENSP00000322788	0.9680452877248601	luad	-0.023324953125420156	25	76
IL6R	ENSP00000340589	0.9680452877248601	luad	-0.046605768079893764	8	21
LSM5	ENSP00000410758	0.9680452877248601	luad	0.012065006446815752	25	76
KAT7	ENSP00000259021	0.9680452877248601	luad	-0.009128750860152288	25	76
EIF4ENIF1	ENSP00000328103	0.9680452877248601	luad	-0.007472996395730414	25	76
THBS1	ENSP00000260356	0.9680452877248601	luad	0.025618161077266555	25	76
AHR	ENSP00000242057	0.9680452877248601	luad	0.049980612288274884	10	40
PDZK1	ENSP00000342143	0.9680452877248601	luad	0.09423753004393817	4	4
FADS2	ENSP00000278840	0.9680452877248601	luad	0.03259908013986479	25	75
TNFAIP6	ENSP00000243347	0.9680452877248601	luad	-0.02756044893229906	16	47
XRCC1	ENSP00000262887	0.9680452877248601	luad	-0.0072256391672333165	25	76
CHMP4B	ENSP00000217402	0.9680452877248601	luad	0.008883866045438338	25	76
RPP14	ENSP00000295959	0.9680452877248601	luad	0.024033747125035185	25	71
PPP2R5B	ENSP00000164133	0.9680452877248601	luad	0.011575476582233513	25	76
ADIPOR2	ENSP00000349616	0.9680452877248601	luad	-0.08202948025036605	4	4
KCTD10	ENSP00000228495	0.9680452877248601	luad	0.007972880884413086	25	76
PAIP2B	ENSP00000244221	0.9680452877248601	luad	-0.018272901906380312	25	76
CDK11A	ENSP00000350403	0.9680452877248601	luad	-0.023314275075018903	20	57
TNNC2	ENSP00000361636	0.9680452877248601	luad	-0.06900718273764506	17	45
ZNF853	ENSP00000455585	0.9680452877248601	luad	-0.058584213617611	9	23
LGALS8	ENSP00000309576	0.9680452877248601	luad	0.009734803820342766	25	76
OPTN	ENSP00000368027	0.9680452877248601	luad	0.04961675817540241	15	53
SCAP	ENSP00000265565	0.9680452877248601	luad	0.0249048057860345	24	66
CDK8	ENSP00000370938	0.9680452877248601	luad	0.031051032012478275	17	49
ANAPC13	ENSP00000346987	0.9680452877248601	luad	0.020470604485375687	23	74
FURIN	ENSP00000268171	0.9680452877248601	luad	0.026077623110965786	25	76
JOSD2	ENSP00000468860	0.9680452877248601	luad	-0.014814286292915174	25	71
LHPP	ENSP00000357835	0.9680452877248601	luad	-0.008896831733540077	25	76
NKAPD1	ENSP00000339076	0.9680452877248601	luad	-0.027629906272499644	23	70
P2RY12	ENSP00000307259	0.9680452877248601	luad	0.08253930063863568	4	8
FAM3B	ENSP00000350673	0.9680452877248601	luad	0.028848101706206053	25	76
DCDC1	ENSP00000472625	0.9680452877248601	luad	-0.053272970384836915	6	13
WDR6	ENSP00000378857	0.9680452877248601	luad	0.01019177386039527	25	76
CES3	ENSP00000304782	0.9680452877248601	luad	-0.02427227184522576	22	67
CLEC4E	ENSP00000299663	0.9680452877248601	luad	0.06186898948970829	8	17
MIOS	ENSP00000339881	0.9680452877248601	luad	-0.005479983360804229	25	76
DAZAP1	ENSP00000233078	0.9680452877248601	luad	0.005723379105322786	25	76
BTF3	ENSP00000369965	0.9680452877248601	luad	0.008110275845260306	25	76
NISCH	ENSP00000392484	0.9681826641668009	luad	-0.021509788327973844	20	61
CHURC1	ENSP00000448050	0.9681826641668009	luad	0.013947750958322153	25	76
CASP10	ENSP00000286186	0.9683379528485486	luad	-0.0086190064235725	25	76
NFKBIL1	ENSP00000365318	0.9683910274925569	luad	0.02594408657457408	22	63
DHFR	ENSP00000396308	0.9684250108869716	luad	0.023015409409834486	25	76
DUSP19	ENSP00000343905	0.9684435567095243	luad	-0.027503434195297022	19	62
BCL9L	ENSP00000335320	0.9684435567095243	luad	0.011511372425104166	25	76
HSPB1	ENSP00000248553	0.9685179062039224	luad	-0.006721975036994232	25	76
MCTP2	ENSP00000350377	0.9685179062039224	luad	-0.018973879173852792	25	76
SPTLC1	ENSP00000262554	0.9685179062039224	luad	0.007575060708780931	25	76
P3H1	ENSP00000296388	0.9685179062039224	luad	-0.010484356534928962	25	76
TOR1AIP1	ENSP00000435365	0.9685179062039224	luad	-0.07030689990661543	23	70
PGC	ENSP00000362116	0.9685179062039224	luad	0.04839479477414865	25	76
LST1	ENSP00000365254	0.9685179062039224	luad	-0.034188171393378264	17	43
MFAP5	ENSP00000352455	0.9685179062039224	luad	-0.03568106547399882	25	76
FBXW2	ENSP00000476369	0.9685415642731843	luad	-0.008865002602489874	25	76
TMEM59	ENSP00000234831	0.9685530554528964	luad	-0.01638167463882348	25	76
MAPK8IP3	ENSP00000250894	0.9686189043240235	luad	-0.025005750827596304	25	69
TARDBP	ENSP00000240185	0.9686892424699907	luad	0.013236280875691314	25	76
BCAR1	ENSP00000162330	0.9686892424699907	luad	-0.06720569846030805	4	12
NEDD4L	ENSP00000383199	0.9693355978488789	luad	0.0079837875640449	25	76
MTX3	ENSP00000424798	0.9695635415277948	luad	0.010633205959746553	25	76
TUBB2A	ENSP00000369703	0.9696626687179278	luad	-0.01808850538556417	25	76
MMP3	ENSP00000299855	0.9696626687179278	luad	0.03950970151239691	7	34
INTU	ENSP00000334003	0.9696626687179278	luad	-0.08529142566840153	14	50
FYB2	ENSP00000345972	0.9698487862378581	luad	0.04798066490201225	6	14
RAB12	ENSP00000497886	0.9699327082850324	luad	-0.010754472332462905	25	76
PDE4B	ENSP00000332116	0.9704776959718227	luad	-0.07325075914477269	4	8
RTN1	ENSP00000267484	0.9704776959718227	luad	-0.014455278557391371	25	76
BUB1	ENSP00000302530	0.9704776959718227	luad	-0.049176694002432186	11	39
ELOVL6	ENSP00000304736	0.9704776959718227	luad	-0.05698471541765912	7	9
NAT14	ENSP00000205194	0.9704776959718227	luad	-0.015865184457445516	23	71
ING1	ENSP00000328436	0.9704776959718227	luad	0.013051435766560385	25	76
BZW1	ENSP00000386474	0.9704776959718227	luad	-0.00888004769549594	25	76
STX7	ENSP00000356914	0.9704776959718227	luad	0.009362986851360111	25	76
NCBP1	ENSP00000364289	0.9704776959718227	luad	-0.005860332206790858	25	76
DHX30	ENSP00000394682	0.9704776959718227	luad	-0.004290238307218815	25	76
SH2B1	ENSP00000321221	0.9704776959718227	luad	-0.009525492396323387	25	76
PSMC3IP	ENSP00000377384	0.9704776959718227	luad	-0.05289924127630352	5	11
FAM161A	ENSP00000385158	0.9704776959718227	luad	-0.047574664441956266	12	48
LYVE1	ENSP00000256178	0.9704776959718227	luad	-0.024251556853138068	25	76
UBE3C	ENSP00000309198	0.9704776959718227	luad	-0.0050125154999818445	25	76
MRPL41	ENSP00000360498	0.9704776959718227	luad	0.01945359628536153	25	76
TRAF3IP2	ENSP00000345984	0.9704776959718227	luad	0.020569063099937335	19	66
RPS3A	ENSP00000346050	0.9704776959718227	luad	0.008595518855826267	25	76
SNRPB2	ENSP00000246071	0.9704776959718227	luad	0.008439244297077514	25	76
SF3A3	ENSP00000362110	0.9704776959718227	luad	-0.005312131826713501	25	76
RAD9A	ENSP00000311360	0.9704776959718227	luad	0.01785733390990385	25	76
GPAM	ENSP00000265276	0.9704776959718227	luad	-0.02073598939948869	25	76
ARID1B	ENSP00000344546	0.9704776959718227	luad	-0.005487790598994161	25	76
AKT2	ENSP00000375892	0.9704776959718227	luad	-0.006671199462012525	25	76
NMNAT3	ENSP00000495112	0.9706378652967651	luad	-0.012758772356761594	25	76
COA4	ENSP00000347919	0.9707256705788146	luad	0.014704630921829609	25	76
PPP2CB	ENSP00000221138	0.9708402987629965	luad	0.01762174678852252	25	76
OPA3	ENSP00000263275	0.9708402987629965	luad	-0.014571464460379789	25	76
TUBG1	ENSP00000251413	0.9708402987629965	luad	0.007922951413548138	25	76
KIF16B	ENSP00000347076	0.9708402987629965	luad	0.007067092036732014	25	76
OSBPL9	ENSP00000407168	0.9708402987629965	luad	0.006425734487040313	25	76
OSCP1	ENSP00000235532	0.9708402987629965	luad	-0.0164368341558159	25	76
SERPING1	ENSP00000278407	0.9708402987629965	luad	-0.018014168011780574	25	76
BSCL2	ENSP00000354032	0.9708402987629965	luad	-0.021111616531135496	24	69
ZNF598	ENSP00000455308	0.9708402987629965	luad	-0.007058375818554091	25	76
DCBLD2	ENSP00000321573	0.9708402987629965	luad	0.01440947507861421	25	76
P3H2	ENSP00000316881	0.9708402987629965	luad	0.011768780808617707	25	76
P3H4	ENSP00000347649	0.9708402987629965	luad	0.01856923464446203	25	76
DNAAF1	ENSP00000367815	0.9708402987629965	luad	-0.04384897826836154	25	76
PPP1CA	ENSP00000365936	0.9708402987629965	luad	-0.0074750800812062096	25	76
PPP1R18	ENSP00000274853	0.9708402987629965	luad	0.009069177832875744	25	76
OLFM4	ENSP00000219022	0.9708402987629965	luad	0.03950744588170088	25	76
SFI1	ENSP00000383145	0.9708402987629965	luad	-0.0255700591963278	17	41
SF3A2	ENSP00000221494	0.9708402987629965	luad	-0.008887095370901377	25	76
SH3YL1	ENSP00000348471	0.9708402987629965	luad	-0.017306941278513246	25	76
SH3TC1	ENSP00000245105	0.9708402987629965	luad	0.011773879659210756	25	76
SH3RF3	ENSP00000309186	0.9708402987629965	luad	0.025544676741757394	20	53
NPR3	ENSP00000265074	0.9708402987629965	luad	0.02378719375292082	25	76
CABIN1	ENSP00000263119	0.9708402987629965	luad	0.006544793376016128	25	76
PRDX2	ENSP00000301522	0.9708402987629965	luad	-0.029433873709865166	25	76
CYB561	ENSP00000354028	0.9708402987629965	luad	-0.030577280691303166	18	53
ALKBH2	ENSP00000343021	0.9708402987629965	luad	-0.03207103168863067	12	23
TEAD3	ENSP00000345772	0.9708402987629965	luad	0.009253158910268199	25	76
C6orf120	ENSP00000346931	0.9708402987629965	luad	-0.015929678056982262	25	76
RCAN3	ENSP00000363516	0.9708402987629965	luad	0.024828294022358754	12	45
GCFC2	ENSP00000318690	0.9708402987629965	luad	-0.008638804030519885	25	76
GBP2	ENSP00000359497	0.9708402987629965	luad	-0.01222274990118552	25	76
C1orf226	ENSP00000413150	0.9708402987629965	luad	0.021198004808661686	23	74
NUP155	ENSP00000231498	0.9708402987629965	luad	-0.0035841136745650426	25	76
GATM	ENSP00000379895	0.9708402987629965	luad	-0.013207724172267205	25	76
ADAP1	ENSP00000265846	0.9708402987629965	luad	-0.010468712689699719	25	76
C1orf127	ENSP00000366203	0.9708402987629965	luad	0.06577161471470977	12	46
AMIGO2	ENSP00000266581	0.9708402987629965	luad	-0.026435314329363094	20	51
NUPR1	ENSP00000315559	0.9708402987629965	luad	-0.021837748623972864	25	70
GAPDHS	ENSP00000222286	0.9708402987629965	luad	0.038640796335465966	7	13
GALM	ENSP00000272252	0.9708402987629965	luad	-0.013510556163655901	25	76
CYS1	ENSP00000371234	0.9708402987629965	luad	-0.04276995371116765	7	20
PZP	ENSP00000261336	0.9708402987629965	luad	-0.04395345627450409	25	76
PPP2R1B	ENSP00000437193	0.9708402987629965	luad	0.011274193736214577	25	76
C12orf43	ENSP00000288757	0.9708402987629965	luad	-0.014314024053756869	25	76
DNAJA1	ENSP00000369127	0.9708402987629965	luad	0.005957244823151936	25	76
RHAG	ENSP00000229810	0.9708402987629965	luad	0.052671508658314714	24	68
KDELR1	ENSP00000329471	0.9708402987629965	luad	0.09727115969698075	5	20
PPM1L	ENSP00000417659	0.9708402987629965	luad	0.01334586103222657	22	62
DCDC2B	ENSP00000386870	0.9708402987629965	luad	-0.031082800198139082	14	51
PHAX	ENSP00000297540	0.9708402987629965	luad	-0.007529174373355374	25	76
PHLDB3	ENSP00000292140	0.9708402987629965	luad	-0.03150621166674762	7	29
YWHAB	ENSP00000300161	0.9708402987629965	luad	-0.006775935834920435	25	76
SCAPER	ENSP00000326924	0.9708402987629965	luad	0.009735522860477405	25	76
STMN1	ENSP00000350531	0.9708402987629965	luad	0.010738788922747072	25	76
FANCD2	ENSP00000287647	0.9708402987629965	luad	0.05202442320428238	11	29
AP2A2	ENSP00000327694	0.9708402987629965	luad	0.016039881459418204	24	68
FCGR3A	ENSP00000356944	0.9708402987629965	luad	-0.01751497279367202	25	76
POP5	ENSP00000350098	0.9708402987629965	luad	-0.01910896006285083	22	65
RAB44	ENSP00000481054	0.9708402987629965	luad	0.015211252132477537	25	76
PLA2G1B	ENSP00000312286	0.9708402987629965	luad	0.03728016104869396	22	66
INHBE	ENSP00000266646	0.9708402987629965	luad	-0.030651277578667424	7	19
ZBTB38	ENSP00000372635	0.9708402987629965	luad	-0.046214546048115895	5	12
ATF6	ENSP00000356919	0.9708402987629965	luad	0.02520546168007698	25	72
STAT5A	ENSP00000341208	0.9708402987629965	luad	0.010479633115232229	25	76
API5	ENSP00000368129	0.9708402987629965	luad	0.004654580477466856	25	76
SAP30	ENSP00000296504	0.9708402987629965	luad	0.014785951733298108	25	76
ZDHHC21	ENSP00000370303	0.9708402987629965	luad	0.027046869374936167	25	76
FARP1	ENSP00000490391	0.9708402987629965	luad	0.031735381948625935	21	67
SAMD1	ENSP00000431971	0.9708402987629965	luad	-0.011321846021214138	25	76
ARHGAP21	ENSP00000365604	0.9708402987629965	luad	0.02625726387476307	8	33
TRAF2	ENSP00000247668	0.9708402987629965	luad	-0.007401087046709928	25	76
STIM2	ENSP00000417569	0.9708402987629965	luad	0.009544219343284047	25	76
TJP2	ENSP00000345893	0.9708402987629965	luad	-0.0364984018493289	5	7
PNMA2	ENSP00000429344	0.9708402987629965	luad	0.016620538725720807	24	69
TPST2	ENSP00000339813	0.9708402987629965	luad	0.014057277016067071	23	65
ZC3H7A	ENSP00000347999	0.9708402987629965	luad	-0.0050358576550068035	25	76
STK11IP	ENSP00000389383	0.9708402987629965	luad	0.01029590660656271	25	76
STK24	ENSP00000380651	0.9708402987629965	luad	-0.005758157995110813	25	76
BLOC1S4	ENSP00000318128	0.9708402987629965	luad	0.009843472438571449	25	76
FIP1L1	ENSP00000336752	0.9708402987629965	luad	-0.008173069213560868	25	76
ITM2B	ENSP00000497221	0.9708402987629965	luad	-0.010750186191701677	25	76
RNF24	ENSP00000336753	0.9708402987629965	luad	-0.031371665361450723	7	26
KCTD3	ENSP00000259154	0.9708402987629965	luad	0.015242742239268268	23	66
PAK2	ENSP00000314067	0.9708402987629965	luad	-0.00394226158654136	25	76
PAK6	ENSP00000260404	0.9708402987629965	luad	0.023050039720946033	19	66
PAN3	ENSP00000370345	0.9708402987629965	luad	-0.008208633005072796	25	76
SSB	ENSP00000260956	0.9708402987629965	luad	-0.007710179642768045	25	76
ESPNL	ENSP00000339115	0.9708402987629965	luad	0.025316301435799576	11	28
FRK	ENSP00000476145	0.9708402987629965	luad	0.011541796207713173	25	76
DCUN1D4	ENSP00000334625	0.9708402987629965	luad	0.010285082451277086	25	76
PAPPA	ENSP00000330658	0.9708402987629965	luad	0.018808320755835772	25	76
TMEM120A	ENSP00000473983	0.9708402987629965	luad	0.01281955905737903	25	76
PCBP2	ENSP00000448762	0.9708402987629965	luad	-0.005582265207810371	25	76
TMEM101	ENSP00000206380	0.9708402987629965	luad	0.015767630044798794	23	66
ANO9	ENSP00000332788	0.9708402987629965	luad	-0.029013688195396015	18	39
BAK1	ENSP00000363591	0.9708402987629965	luad	0.012494358710164062	25	76
DDR2	ENSP00000356898	0.9708402987629965	luad	0.024125927298613292	14	59
KANK2	ENSP00000468002	0.9708402987629965	luad	0.033275333854660916	18	55
F11R	ENSP00000440812	0.9708402987629965	luad	-0.07709134850197163	5	7
AUP1	ENSP00000366748	0.9708402987629965	luad	0.013525910416153343	25	76
PDE1B	ENSP00000448519	0.9708402987629965	luad	-0.03367350942014931	16	35
FLRT2	ENSP00000332879	0.9708402987629965	luad	0.0254868859248657	12	45
FAM104A	ENSP00000384832	0.9708402987629965	luad	-0.019496449124340287	20	65
PELI2	ENSP00000267460	0.9708402987629965	luad	0.020267294440600603	10	31
TPM4	ENSP00000495347	0.9708402987629965	luad	-0.010846695785100946	25	76
TMA7	ENSP00000397843	0.9708402987629965	luad	0.03449847573030392	21	72
REPIN1	ENSP00000380451	0.9708402987629965	luad	0.015173473097389867	25	76
ATP13A4	ENSP00000339182	0.9708402987629965	luad	-0.011418457737870175	25	76
ITPKA	ENSP00000260386	0.9708402987629965	luad	-0.02470222140972142	19	62
XPO5	ENSP00000265351	0.9708402987629965	luad	-0.006482642704999486	25	76
SHMT1	ENSP00000318868	0.9708402987629965	luad	0.009757043448701387	25	76
ZNF207	ENSP00000322777	0.9708402987629965	luad	-0.00795603608656234	25	76
LRATD1	ENSP00000295092	0.9708402987629965	luad	0.04329300911987086	12	44
CRTAC1	ENSP00000359629	0.9708402987629965	luad	-0.013517486884259355	25	76
UBE2J2	ENSP00000305826	0.9708402987629965	luad	0.019627043035680553	25	72
PTK2B	ENSP00000332816	0.9708402987629965	luad	-0.03630766102723593	8	16
TNIP3	ENSP00000426613	0.9708402987629965	luad	-0.045914034064719875	10	18
TAF11	ENSP00000354633	0.9708402987629965	luad	-0.016448892477544393	24	73
MLX	ENSP00000246912	0.9708402987629965	luad	-0.00928813650516759	25	76
LSM6	ENSP00000296581	0.9708402987629965	luad	-0.009597985635126066	25	76
RASSF6	ENSP00000303877	0.9708402987629965	luad	-0.024762377299248017	21	51
H1-6	ENSP00000341214	0.9708402987629965	luad	0.044859837532972846	4	7
CILP	ENSP00000261883	0.9708402987629965	luad	0.017787818285208257	25	76
MNT	ENSP00000174618	0.9708402987629965	luad	-0.020114534631263392	19	66
MORN2	ENSP00000494143	0.9708402987629965	luad	0.04892362291350735	8	20
ABCF1	ENSP00000313603	0.9708402987629965	luad	-0.004469312452164392	25	76
UBQLN4	ENSP00000357292	0.9708402987629965	luad	0.009062158122267731	25	76
HMGN1	ENSP00000370125	0.9708402987629965	luad	0.016026814584115867	25	76
LRRC42	ENSP00000318185	0.9708402987629965	luad	0.02014896167006336	25	71
HMGN4	ENSP00000366798	0.9708402987629965	luad	-0.020984906733866215	25	76
CSRNP2	ENSP00000228515	0.9708402987629965	luad	0.05342024620850733	5	9
GTF3C5	ENSP00000361169	0.9708402987629965	luad	-0.005977752095452898	25	76
MRPL16	ENSP00000300151	0.9708402987629965	luad	0.011957040297923188	25	76
PRSS8	ENSP00000319730	0.9708402987629965	luad	-0.012398726018472417	25	76
TCTN2	ENSP00000304941	0.9708402987629965	luad	0.03737850004814369	14	26
CGN	ENSP00000271636	0.9708402987629965	luad	0.012673725599453858	25	76
AHSP	ENSP00000307199	0.9708402987629965	luad	-0.03783792015303156	25	76
ABCB6	ENSP00000265316	0.9708402987629965	luad	0.015116879685834386	25	76
ZRANB2	ENSP00000254821	0.9708402987629965	luad	-0.014082207190405788	25	76
SUPT16H	ENSP00000216297	0.9708402987629965	luad	0.004040774430592697	25	76
AGPAT3	ENSP00000291572	0.9708402987629965	luad	0.013091032787650161	25	76
GPN1	ENSP00000264718	0.9708402987629965	luad	0.009960290415478364	25	76
RPL12	ENSP00000354739	0.9708402987629965	luad	0.007105228407544378	25	76
UBAP2L	ENSP00000355343	0.9708402987629965	luad	-0.0074146345948044035	25	76
CORIN	ENSP00000273857	0.9708402987629965	luad	-0.058275778092805694	6	15
TUBGCP6	ENSP00000248846	0.9708402987629965	luad	-0.00913605957376007	25	76
COMMD8	ENSP00000370984	0.9708402987629965	luad	-0.007389805774056651	25	76
MAST3	ENSP00000262811	0.9708402987629965	luad	-0.008679346591291354	25	76
TUBA1C	ENSP00000301072	0.9708402987629965	luad	-0.009841237003401726	25	76
SNX3	ENSP00000230085	0.9708402987629965	luad	0.008678344683517386	25	76
CPEB2	ENSP00000371838	0.9708402987629965	luad	0.019757206709819272	19	48
ADH1A	ENSP00000209668	0.9708402987629965	luad	0.019261561642098357	25	76
HHIPL1	ENSP00000330601	0.9708402987629965	luad	-0.06327767007358603	4	13
ABRACL	ENSP00000356632	0.9708402987629965	luad	0.017303448641242877	25	76
TOB2	ENSP00000331305	0.9708402987629965	luad	0.04463051304364937	6	10
ZNF827	ENSP00000424541	0.9708402987629965	luad	0.02301849789331252	18	58
SYNJ2	ENSP00000347792	0.9708402987629965	luad	-0.011304006314334647	25	76
MCEMP1	ENSP00000329920	0.9708402987629965	luad	-0.045268971251767876	18	55
DUS3L	ENSP00000311977	0.9708402987629965	luad	-0.008672802100101996	25	76
MDM2	ENSP00000258149	0.9708402987629965	luad	-0.06612445631397429	6	23
MED1	ENSP00000300651	0.9708402987629965	luad	-0.005993267852650225	25	76
MADD	ENSP00000384204	0.9708402987629965	luad	-0.005587593019076404	25	76
TOMM70	ENSP00000284320	0.9708402987629965	luad	0.006635992359093512	25	76
METAP1D	ENSP00000315152	0.9708402987629965	luad	0.028799418742173552	20	56
ACACB	ENSP00000341044	0.9708402987629965	luad	0.03664443259567318	12	33
MEX3C	ENSP00000482566	0.9708402987629965	luad	-0.0546430831949504	8	20
UAP1	ENSP00000271469	0.9708402987629965	luad	0.009459568864234602	25	76
CMTR2	ENSP00000337512	0.9708402987629965	luad	0.011684857078703106	25	76
CMC2	ENSP00000219400	0.9708402987629965	luad	0.014833650688247421	25	76
AGAP3	ENSP00000380413	0.9708402987629965	luad	0.0075770146740822275	25	76
CLUH	ENSP00000388872	0.9708402987629965	luad	-0.037494539634048134	11	29
