,gain,neutral,loss
DDB1,15,89,5
DDB2,10,88,11
DDC,24,84,1
DDC-AS1,24,84,1
DDHD1,17,80,12
DDHD2,24,73,12
DDI1,11,67,31
DDI2,3,92,14
DDIAS,18,67,24
DDIT3,4,101,4
DDIT4,5,93,11
DDIT4-AS1,5,93,11
DDIT4L,0,91,18
DDN,3,99,7
DDN-AS1,3,99,7
DDO,2,97,10
DDOST,3,89,17
DDR1,7,92,10
DDR1-DT,7,92,10
DDR2,15,92,2
DDRGK1,16,87,6
DDT,13,89,7
DDTL,13,91,5
DDTP1,0,55,54
DDX1,14,88,7
DDX10,7,70,32
DDX10P1,3,91,15
DDX10P2,9,90,10
DDX11,22,82,5
DDX11-AS1,22,82,5
DDX11L1,19,85,5
DDX11L10,6,93,10
DDX11L16,5,79,25
DDX11L2,11,96,2
DDX11L5,14,84,11
DDX11L8,16,90,3
DDX11L9,15,90,4
DDX12P,24,78,7
DDX17,11,91,7
DDX18,10,95,4
DDX18P1,16,82,11
DDX18P3,7,91,11
DDX18P4,1,74,34
DDX18P5,8,70,31
DDX18P6,2,90,17
DDX19A,9,93,7
DDX19B,9,93,7
DDX20,1,86,22
DDX21,3,95,11
DDX23,3,99,7
DDX24,19,79,11
DDX25,8,70,31
DDX27,15,91,3
DDX28,10,93,6
DDX31,15,85,9
DDX39A,9,91,9
DDX39AP1,4,78,27
DDX39B,6,92,11
DDX39B-AS1,6,92,11
DDX39BP1,8,89,12
DDX39BP2,7,93,9
DDX3P1,11,89,9
DDX3P2,11,89,9
DDX3P3,0,92,17
DDX3X,3,87,19
DDX3Y,7,44,58
DDX4,5,81,23
DDX41,3,78,28
DDX42,15,92,2
DDX43,3,97,9
DDX43P1,1,75,33
DDX43P2,23,85,1
DDX43P3,27,79,3
DDX46,2,78,29
DDX47,20,83,6
DDX49,6,93,10
DDX5,15,92,2
DDX50,3,95,11
DDX50P1,17,91,1
DDX50P2,45,63,1
DDX51,4,97,8
DDX52,17,91,1
DDX53,3,86,20
DDX54,3,102,4
DDX55,3,102,4
DDX55P1,21,82,6
DDX56,25,84,0
DDX58,12,72,25
DDX59,19,89,1
DDX6,6,73,30
DDX60,2,86,21
DDX60L,2,86,21
DDX6P1,7,93,9
DDX6P2,8,81,20
DEAF1,6,79,24
DEC1,13,88,8
DECR1,41,65,3
DECR2,5,97,7
DEDD,16,91,2
DEDD2,7,95,7
DEF6,8,93,8
DEF8,10,89,10
DEFA1,3,67,39
DEFA10P,3,69,37
DEFA11P,3,69,37
DEFA1B,3,67,39
DEFA3,3,67,39
DEFA4,3,69,37
DEFA5,3,69,37
DEFA6,3,69,37
DEFA7P,3,69,37
DEFA8P,3,69,37
DEFA9P,3,69,37
DEFB1,3,69,37
DEFB103A,8,64,37
DEFB103B,5,68,36
DEFB104A,7,65,37
DEFB104B,5,68,36
DEFB105A,7,64,38
DEFB105B,5,68,36
DEFB106A,7,64,38
DEFB106B,5,68,36
DEFB107A,7,65,37
DEFB107B,5,68,36
DEFB108A,9,66,34
DEFB108B,29,65,15
DEFB108C,4,70,35
DEFB108D,3,71,35
DEFB108E,4,72,33
DEFB108F,4,72,33
DEFB109A,5,72,32
DEFB109B,3,72,34
DEFB109C,8,65,36
DEFB109D,3,74,32
DEFB109F,24,77,8
DEFB110,13,88,8
DEFB112,13,88,8
DEFB113,13,87,9
DEFB114,13,87,9
DEFB115,21,84,4
DEFB116,20,88,1
DEFB117,20,88,1
DEFB118,20,88,1
DEFB119,20,88,1
DEFB121,20,88,1
DEFB122,20,88,1
DEFB123,20,88,1
DEFB124,20,88,1
DEFB125,18,87,4
DEFB126,18,86,5
DEFB127,18,86,5
DEFB128,18,85,6
DEFB129,18,85,6
DEFB130A,4,70,35
DEFB130B,6,67,36
DEFB130C,30,64,15
DEFB130D,4,72,33
DEFB131A,4,73,32
DEFB131B,30,64,15
DEFB131C,4,70,35
DEFB131D,3,71,35
DEFB131E,3,71,35
DEFB132,18,85,6
DEFB133,13,87,9
DEFB134,3,71,35
DEFB135,3,71,35
DEFB136,3,71,35
DEFB4A,8,65,36
DEFB4B,5,68,36
DEFT1P,3,67,39
DEFT1P2,3,67,39
DEGS1,28,80,1
DEGS2,18,82,9
DEK,7,91,11
DELE1,3,79,27
DENND1A,12,88,9
DENND1B,19,89,1
DENND1C,3,89,17
DENND2A,9,82,18
DENND2C,2,84,23
DENND2D,1,86,22
DENND3,47,61,1
DENND4A,6,94,9
DENND4B,17,90,2
DENND4C,10,64,35
DENND5A,5,82,22
DENND5B,21,84,4
DENND5B-AS1,21,84,4
DENND6A,1,54,54
DENND6A-AS1,1,53,55
DENND6A-DT,1,54,54
DENND6B,8,91,10
DENR,3,102,4
DEPDC1,1,95,13
DEPDC1-AS1,1,95,13
DEPDC1B,1,80,28
DEPDC4,3,102,4
DEPDC5,16,86,7
DEPDC7,10,85,14
DEPP1,2,96,11
DEPTOR,50,58,1
DERA,18,86,5
DERL1,51,57,1
DERL2,8,86,15
DERL3,13,88,8
DERPC,10,93,6
DES,3,87,19
DESI1,10,93,6
DESI2,27,80,2
DET1,6,94,9
DEUP1,13,66,30
DEXI,4,100,5
DFFA,4,92,13
DFFB,8,88,13
DFFBP1,12,73,24
DGAT1,47,60,2
DGAT2,18,67,24
DGAT2L6,11,89,9
DGAT2L7P,33,72,4
DGCR10,17,84,8
DGCR11,17,84,8
DGCR2,18,83,8
DGCR5,16,85,8
DGCR6,14,85,10
DGCR6L,20,81,8
DGCR8,18,83,8
DGCR9,16,85,8
DGKA,4,99,6
DGKB,29,78,2
DGKD,4,87,18
DGKE,16,91,2
DGKG,54,55,0
DGKH,3,78,28
DGKI,8,84,17
DGKK,7,83,19
DGKQ,3,75,31
DGKZ,13,85,11
DGKZP1,6,75,28
DGLUCY,18,79,12
DGUOK,15,93,1
DGUOK-AS1,15,93,1
DHCR24,2,94,13
DHCR24-DT,2,94,13
DHCR7,33,64,12
DHDDS,1,91,17
DHDH,7,95,7
DHFR,1,74,34
DHFR2,20,78,11
DHFRP1,15,77,17
DHFRP2,7,92,10
DHFRP3,14,94,1
DHFRP5,9,94,6
DHFRP6,17,87,5
DHH,3,98,8
DHODH,11,91,7
DHPS,9,86,14
DHRS1,13,85,11
DHRS11,15,93,1
DHRS12,9,74,26
DHRS13,19,88,2
DHRS2,15,84,10
DHRS3,4,92,13
DHRS4,15,84,10
DHRS4-AS1,14,84,11
DHRS4L1,14,84,11
DHRS4L2,15,84,10
DHRS7,15,81,13
DHRS7B,12,82,15
DHRS7C,6,84,19
DHRS9,9,95,5
DHRSX,3,61,45
DHRSX-IT1,3,60,46
DHTKD1,3,90,16
DHX15,3,76,30
DHX16,7,93,9
DHX29,5,81,23
DHX30,0,54,55
DHX32,1,90,18
DHX33,8,86,15
DHX34,5,98,6
DHX35,14,91,4
DHX36,45,63,1
DHX37,2,102,5
DHX38,11,91,7
DHX40,16,90,3
DHX40P1,15,92,2
DHX57,18,90,1
DHX58,16,92,1
DHX8,18,91,0
DHX9,17,91,1
DHX9P1,12,79,18
DIABLO,3,102,4
DIAPH1,3,79,27
DIAPH2,16,88,5
DIAPH2-AS1,17,87,5
DIAPH3,9,75,25
DIAPH3-AS1,9,75,25
DIAPH3-AS2,9,75,25
DICER1,17,80,12
DICER1-AS1,17,80,12
DIDO1,15,90,4
DIMT1,2,78,29
DIMT1P1,20,78,11
DINOL,8,92,9
DIO1,3,94,12
DIO2,16,82,11
DIO2-AS1,16,82,11
DIO3,20,80,9
DIO3OS,20,80,9
DIP2A,3,76,30
DIP2A-IT1,3,76,30
DIP2B,4,99,6
DIP2C,4,87,18
DIPK1A,3,90,16
DIPK1B,17,82,10
DIPK1C,1,74,34
DIPK2A,41,67,1
DIPK2B,4,84,21
DIRAS1,2,88,19
DIRAS2,10,90,9
DIRAS3,1,95,13
DIRC1,10,95,4
DIRC3,3,87,19
DIRC3-AS1,3,87,19
DIS3,9,80,20
DIS3L,6,92,11
DIS3L2,3,88,18
DIS3L2P1,4,87,18
DISC1,25,83,1
DISC1-IT1,25,83,1
DISC1FP1,15,65,29
DISP1,26,82,1
DISP2,4,95,10
DISP3,4,92,13
DIXDC1,6,71,32
DKC1,19,87,3
DKFZP434A062,16,84,9
DKFZP434H168,12,90,7
DKFZP434K028,13,91,5
DKK1,5,92,12
DKK2,0,91,18
DKK3,7,83,19
DKK4,24,76,9
DKKL1,7,95,7
DKKL1P1,20,88,1
DLAT,6,71,32
DLC1,4,71,34
DLD,27,76,6
DLEC1,0,55,54
DLEC1P1,0,55,54
DLEU1,8,76,25
DLEU2,8,76,25
DLEU2L,4,92,13
DLEU7,8,76,25
DLG1,58,51,0
DLG1-AS1,58,51,0
DLG2,14,67,28
DLG3,11,89,9
DLG3-AS1,11,89,9
DLG4,7,86,16
DLG5,3,93,13
DLG5-AS1,3,93,13
DLGAP1,23,84,2
DLGAP1-AS1,24,82,3
DLGAP1-AS2,24,82,3
DLGAP1-AS3,24,82,3
DLGAP1-AS4,24,82,3
DLGAP1-AS5,23,83,3
DLGAP2,5,65,39
DLGAP2-AS1,4,64,41
DLGAP3,4,94,11
DLGAP4,19,86,4
DLGAP4-AS1,19,86,4
DLGAP5,18,80,11
DLGAP5P1,5,48,56
DLK1,19,81,9
DLK2,12,90,7
DLL1,8,93,8
DLL3,12,90,7
DLL4,6,92,11
DLST,17,82,10
DLSTP1,2,92,15
DLX1,10,95,4
DLX2,10,95,4
DLX2-DT,10,95,4
DLX3,19,90,0
DLX4,19,90,0
DLX5,35,71,3
DLX6,35,71,3
DLX6-AS1,35,71,3
DM1-AS,5,97,7
DMAC1,13,66,30
DMAC2,7,96,6
DMAC2L,20,80,9
DMAP1,7,91,11
DMBT1,1,92,16
DMBT1P1,1,91,17
DMBX1,3,95,11
DMC1,11,91,7
DMD,1,83,25
DMD-AS3,1,88,20
DMGDH,1,74,34
DMKN,14,87,8
DMP1,3,90,16
DMPK,5,97,7
DMRT1,13,63,33
DMRT2,12,64,33
DMRT3,12,64,33
DMRTA1,10,58,41
DMRTA2,2,95,12
DMRTB1,3,94,12
DMRTC1,11,89,9
DMRTC1B,11,89,9
DMRTC2,8,94,7
DMTF1,30,77,2
DMTN,4,74,31
DMWD,5,97,7
DMXL1,1,76,32
DMXL2,5,95,9
DNA2,3,94,12
DNAAF1,10,89,10
DNAAF2,20,82,7
DNAAF3,8,95,6
DNAAF4,5,95,9
DNAAF4-CCPG1,5,95,9
DNAAF5,30,78,1
DNAH1,0,54,55
DNAH10,3,102,4
DNAH10OS,3,102,4
DNAH11,29,78,2
DNAH12,1,53,55
DNAH14,27,81,1
DNAH17,14,92,3
DNAH17-AS1,14,92,3
DNAH2,7,86,16
DNAH3,5,100,4
DNAH5,45,62,2
DNAH6,14,94,1
DNAH7,13,91,5
DNAH8,11,91,7
DNAH9,6,85,18
DNAI1,14,73,22
DNAI2,13,95,1
DNAJA1,14,73,22
DNAJA1P1,9,75,25
DNAJA1P2,9,96,4
DNAJA1P3,19,86,4
DNAJA1P4,2,96,11
DNAJA1P5,2,88,19
DNAJA1P6,13,86,10
DNAJA2,10,90,9
DNAJA3,5,99,5
DNAJA4,7,91,11
DNAJB1,9,92,8
DNAJB11,54,55,0
DNAJB12,5,93,11
DNAJB13,20,67,22
DNAJB14,0,92,17
DNAJB1P1,10,95,4
DNAJB2,3,87,19
DNAJB3,4,87,18
DNAJB4,2,92,15
DNAJB5,15,70,24
DNAJB5-DT,15,70,24
DNAJB5P1,11,87,11
DNAJB6,11,79,19
DNAJB7,11,91,7
DNAJB8,22,81,6
DNAJB8-AS1,22,81,6
DNAJB9,27,76,6
DNAJC1,3,90,16
DNAJC10,11,94,4
DNAJC11,6,90,13
DNAJC12,4,93,12
DNAJC13,27,76,6
DNAJC14,4,99,6
DNAJC15,4,77,28
DNAJC16,3,92,14
DNAJC17,7,91,11
DNAJC18,3,79,27
DNAJC19,55,54,0
DNAJC19P1,4,93,12
DNAJC19P2,8,94,7
DNAJC19P3,8,94,7
DNAJC19P4,0,57,52
DNAJC19P5,18,87,4
DNAJC19P6,3,96,10
DNAJC19P7,2,94,13
DNAJC19P8,26,82,1
DNAJC19P9,16,85,8
DNAJC2,35,70,4
DNAJC21,40,67,2
DNAJC22,3,99,7
DNAJC24,9,85,15
DNAJC25,13,88,8
DNAJC25-GNG10,13,88,8
DNAJC27,18,88,3
DNAJC27-AS1,18,88,3
DNAJC28,3,75,31
DNAJC3,7,83,19
DNAJC3-DT,7,83,19
DNAJC30,20,86,3
DNAJC4,14,91,4
DNAJC5,16,89,4
DNAJC5B,39,68,2
DNAJC5G,18,88,3
DNAJC6,2,94,13
DNAJC7,16,92,1
DNAJC8,2,91,16
DNAJC8P1,25,77,7
DNAJC9,5,92,12
DNAJC9-AS1,5,92,12
DNAL1,16,82,11
DNAL4,11,91,7
DNALI1,4,94,11
DNASE1,4,100,5
DNASE1L1,19,87,3
DNASE1L2,4,98,7
DNASE1L3,1,52,56
DNASE2,9,87,13
DNASE2B,2,92,15
DND1,3,79,27
DND1P1,19,89,1
DNER,3,86,20
DNHD1,7,80,22
DNLZ,17,83,9
DNM1,13,88,8
DNM1L,21,84,4
DNM1P17,3,91,15
DNM1P24,6,43,60
DNM1P28,4,89,16
DNM1P30,4,85,20
DNM1P31,8,88,13
DNM1P32,9,82,18
DNM1P33,6,93,10
DNM1P34,5,94,10
DNM1P35,5,94,10
DNM1P38,6,93,10
DNM1P41,6,93,10
DNM1P46,5,97,7
DNM1P47,5,96,8
DNM1P48,6,43,60
DNM1P49,5,94,10
DNM1P50,8,83,18
DNM1P51,7,90,12
DNM2,5,91,13
DNM3,18,88,3
DNM3-IT1,18,88,3
DNM3OS,19,86,4
DNMBP,3,89,17
DNMBP-AS1,3,89,17
DNMT1,5,91,13
DNMT3A,18,88,3
DNMT3B,25,83,1
DNMT3L,2,76,31
DNPEP,3,87,19
DNPH1,12,90,7
DNTT,3,90,16
DNTTIP1,15,90,4
DNTTIP2,3,90,16
DOC2A,4,102,3
DOC2B,6,87,16
DOC2GP,24,82,3
DOCK1,1,91,17
DOCK10,5,85,19
DOCK11,19,86,4
DOCK11P1,14,87,8
DOCK2,1,79,29
DOCK3,0,55,54
DOCK4,18,82,9
DOCK4-AS1,18,82,9
DOCK5,6,72,31
DOCK6,6,90,13
DOCK7,4,92,13
DOCK8,15,61,33
DOCK9,8,82,19
DOCK9-AS1,8,82,19
DOCK9-DT,8,82,19
DOHH,2,88,19
DOK1,15,93,1
DOK2,4,74,31
DOK3,3,78,28
DOK4,12,90,7
DOK5,15,90,4
DOK6,1,74,34
DOK7,3,75,31
DOLK,13,88,8
DOLPP1,13,88,8
DONSON,2,75,32
DOP1A,1,98,10
DOP1B,1,76,32
DOT1L,2,88,19
DPAGT1,6,73,30
DPCD,3,89,17
DPEP1,10,89,10
DPEP2,10,93,6
DPEP2NB,10,93,6
DPEP3,10,93,6
DPF1,13,89,7
DPF2,17,89,3
DPF3,17,81,11
DPH1,7,87,15
DPH2,6,91,12
DPH3,0,57,52
DPH3P1,15,90,4
DPH3P2,4,73,32
DPH5,3,88,18
DPH6,3,94,12
DPH6-DT,3,94,12
DPH7,17,82,10
DPM1,15,91,3
DPM2,13,88,8
DPM3,17,90,2
DPP10,9,96,4
DPP10-AS1,11,95,3
DPP10-AS2,9,96,4
DPP10-AS3,9,96,4
DPP3,27,79,3
DPP3P1,2,86,21
DPP3P2,12,86,11
DPP4,9,96,4
DPP6,8,82,19
DPP7,17,83,9
DPP8,6,94,9
DPP9,3,88,18
DPP9-AS1,3,88,18
DPPA2,20,78,11
DPPA2P1,7,44,58
DPPA2P2,1,91,17
DPPA2P3,56,53,0
DPPA2P4,12,90,7
DPPA3,25,77,7
DPPA3P1,17,87,5
DPPA3P2,24,78,7
DPPA3P3,10,81,18
DPPA4,20,78,11
DPPA5,3,97,9
DPPA5P1,5,97,7
DPPA5P2,6,93,10
DPPA5P4,17,82,10
DPRX,6,98,5
DPRXP1,10,95,4
DPRXP2,8,93,8
DPRXP3,24,78,7
DPRXP4,17,90,2
DPRXP5,1,76,32
DPRXP6,3,87,19
DPRXP7,19,86,4
DPT,18,87,4
DPY19L1,25,83,1
DPY19L1P1,27,80,2
DPY19L1P2,28,80,1
DPY19L2,5,102,2
DPY19L2P1,25,83,1
DPY19L2P2,34,71,4
DPY19L2P3,26,82,1
DPY19L2P4,33,74,2
DPY19L2P5,2,93,14
DPY19L3,11,85,13
DPY19L4,44,63,2
DPY19L4P1,26,80,3
DPY19L4P2,8,82,19
DPY30,17,91,1
DPYD,2,90,17
DPYD-AS1,2,89,18
DPYD-AS2,3,88,18
DPYD-IT1,2,88,19
DPYS,48,59,2
DPYSL2,5,74,30
DPYSL3,1,80,28
DPYSL4,2,90,17
DPYSL5,18,88,3
DQX1,15,93,1
DR1,3,90,16
DRAIC,5,94,10
DRAM1,3,102,4
DRAM2,1,86,22
DRAP1,23,83,3
DRAXIN,4,92,13
DRAXINP1,1,84,24
DRC1,18,88,3
DRC3,8,83,18
DRC7,12,91,6
DRD1,2,79,28
DRD2,6,72,31
DRD3,20,79,10
DRD4,6,79,24
DRD5,4,74,31
DRD5P1,13,96,0
DRD5P2,13,94,2
DRG1,17,87,5
DRG2,8,83,18
DRGX,2,97,10
DRICH1,13,88,8
DROSHA,39,68,2
DRP2,17,87,5
DSC1,6,81,22
DSC2,7,80,22
DSC3,7,80,22
DSCAM,1,76,32
DSCAM-AS1,1,77,31
DSCAM-IT1,1,77,31
DSCAML1,6,71,32
DSCAS,7,80,22
DSCC1,49,58,2
DSCR10,1,76,32
DSCR4,1,76,32
DSCR4-IT1,1,76,32
DSCR8,1,76,32
DSCR9,1,76,32
DSE,2,98,9
DSEL,1,74,34
DSG1,7,80,22
DSG1-AS1,7,80,22
DSG2,8,79,22
DSG2-AS1,7,80,22
DSG3,7,80,22
DSG4,7,80,22
DSN1,19,86,4
DSP,7,91,11
DSPP,3,90,16
DST,15,89,5
DSTN,16,87,6
DSTNP1,3,77,29
DSTNP2,25,78,6
DSTNP4,0,55,54
DSTNP5,9,90,10
DSTYK,22,86,1
DTD1,15,88,6
DTD2,20,80,9
DTHD1,4,78,27
DTL,26,81,2
DTNA,4,78,27
DTNB,18,88,3
DTNBP1,6,92,11
DTWD1,4,95,10
DTWD2,1,76,32
DTX1,3,102,4
DTX2,23,82,4
DTX2P1,24,82,3
DTX2P1-UPK3BP1-PMS2P11,24,82,3
DTX3,4,101,4
DTX3L,22,77,10
DTX4,11,93,5
DTYMK,5,86,18
DUBR,19,80,10
DUOX1,5,94,10
DUOX2,5,94,10
DUOXA1,5,94,10
DUOXA2,5,94,10
DUPD1,4,93,12
DUS1L,9,95,5
DUS2,10,93,6
DUS3L,4,88,17
DUS4L,27,75,7
DUSP1,2,79,28
DUSP10,26,82,1
DUSP11,15,93,1
DUSP12,15,92,2
DUSP12P1,21,79,9
DUSP13,4,93,12
DUSP14,17,91,1
DUSP15,22,86,1
DUSP16,21,82,6
DUSP18,17,88,4
DUSP19,10,95,4
DUSP2,13,93,3
DUSP21,4,85,20
DUSP22,7,93,9
DUSP23,16,91,2
DUSP26,10,77,22
DUSP27,18,88,3
DUSP28,5,86,18
DUSP3,18,91,0
DUSP4,6,74,29
DUSP5,2,90,17
DUSP5P1,25,83,1
DUSP5P2,1,57,51
DUSP6,3,100,6
DUSP7,0,55,54
DUSP8,5,79,25
DUSP8P5,5,92,12
DUSP9,19,87,3
DUT,4,95,10
DUTP1,26,77,6
DUTP2,51,57,1
DUTP3,8,83,18
DUTP4,18,87,4
DUTP5,2,97,10
DUTP6,18,88,3
DUTP7,3,89,17
DUTP8,0,92,17
DUX4,2,76,31
DUX4L1,4,80,25
DUX4L10,0,83,26
DUX4L11,0,83,26
DUX4L12,0,83,26
DUX4L13,0,83,26
DUX4L14,0,83,26
DUX4L15,0,83,26
DUX4L16,0,61,48
DUX4L17,0,61,48
DUX4L18,0,61,48
DUX4L19,0,60,49
DUX4L2,3,78,28
DUX4L20,0,83,26
DUX4L21,0,83,26
DUX4L22,0,85,24
DUX4L23,0,85,24
DUX4L24,0,85,24
DUX4L25,0,89,20
DUX4L26,0,59,50
DUX4L27,21,85,3
DUX4L28,0,89,20
DUX4L29,0,83,26
DUX4L3,4,80,25
DUX4L31,3,50,56
DUX4L32,10,91,8
DUX4L33,9,92,8
DUX4L34,7,98,4
DUX4L35,7,98,4
DUX4L37,9,93,7
DUX4L4,4,80,25
DUX4L45,3,103,3
DUX4L46,3,103,3
DUX4L47,3,103,3
DUX4L5,4,81,24
DUX4L50,7,81,21
DUX4L51,39,68,2
DUX4L52,6,100,3
DUX4L6,4,81,24
DUX4L7,4,81,24
DUX4L8,4,79,26
DUX4L9,5,80,24
DUXA,9,94,6
DUXAP1,14,94,1
DUXAP10,10,89,10
DUXAP11,11,91,7
DUXAP2,49,59,1
DUXAP3,2,97,10
DUXAP4,2,96,11
DUXAP5,6,72,31
DUXAP6,8,93,8
DUXAP7,15,88,6
DUXAP8,10,91,8
DUXAP9,9,91,9
DUXB,11,90,8
DVL1,8,87,14
DVL2,7,86,16
DVL3,54,55,0
DXO,5,93,11
DYDC1,2,93,14
DYDC2,2,93,14
DYM,3,78,28
DYNAP,2,75,32
DYNC1H1,22,77,10
DYNC1I1,34,72,3
DYNC1I2,10,95,4
DYNC1I2P1,2,97,10
DYNC1LI1,0,57,52
DYNC1LI2,9,94,6
DYNC2H1,16,65,28
DYNC2LI1,18,90,1
DYNLL1,3,102,4
DYNLL1P1,18,81,10
DYNLL1P2,18,81,10
DYNLL1P3,1,90,18
DYNLL1P4,3,102,4
DYNLL1P5,44,64,1
DYNLL1P6,0,92,17
DYNLL1P7,29,77,3
DYNLL2,16,91,2
DYNLRB1,21,85,3
DYNLRB2,10,89,10
DYNLT1,6,95,8
DYNLT3,2,88,19
DYNLT3P1,17,86,6
DYNLT3P2,6,97,6
DYRK1A,1,76,32
DYRK1B,11,92,6
DYRK2,9,97,3
DYRK3,22,86,1
DYRK4,25,78,6
DYSF,15,93,1
DYTN,6,89,14
DZANK1,15,88,6
DZIP1,7,83,19
DZIP1L,33,72,4
DZIP3,20,78,11
E2F1,24,83,2
E2F2,1,91,17
E2F3,7,92,10
E2F3-IT1,7,92,10
E2F3P1,14,94,1
E2F3P2,13,91,5
E2F4,9,94,6
E2F4P1,11,91,7
E2F5,41,65,3
E2F6,12,90,7
E2F6P1,16,84,9
E2F6P2,18,83,8
E2F6P3,17,85,7
E2F6P4,18,88,3
E2F7,3,100,6
E2F8,7,84,18
E4F1,4,98,7
EAF1,0,56,53
EAF1-AS1,0,56,53
EAF2,22,77,10
EAPP,24,78,7
EARS2,4,102,3
EBAG9,45,61,3
EBAG9P1,3,89,17
EBF1,1,79,29
EBF2,5,73,31
EBF3,2,90,17
EBF4,16,87,6
EBI3,3,88,18
EBLN1,4,88,17
EBLN2,0,51,58
EBLN3P,14,67,28
EBNA1BP2,7,91,11
EBP,6,84,19
EBPL,8,76,25
ECD,5,92,12
ECE1,2,90,17
ECE2,54,55,0
ECEL1,4,87,18
ECEL1P1,4,87,18
ECEL1P2,4,87,18
ECEL1P3,4,87,18
ECH1,14,89,6
ECHDC1,4,98,7
ECHDC2,2,94,13
ECHDC3,3,90,16
ECHS1,3,88,18
ECI1,4,98,7
ECI2,10,88,11
ECM1,21,86,2
ECM1P1,13,65,31
ECM1P2,3,75,31
ECM2,12,88,9
ECPAS,13,88,8
ECSCR,3,79,27
ECSIT,7,89,13
ECT2,54,54,1
ECT2L,4,99,6
EDA,12,88,9
EDA2R,10,90,9
EDAR,10,96,3
EDARADD,26,82,1
EDC3,5,94,10
EDC4,10,93,6
EDDM13,9,94,6
EDDM3A,17,82,10
EDDM3B,17,82,10
EDDM3CP,8,94,7
EDDM3DP,17,82,10
EDEM1,0,57,52
EDEM2,22,84,3
EDEM3,18,90,1
EDF1,16,83,10
EDIL3,1,73,35
EDN1,7,91,11
EDN2,7,91,11
EDN3,14,91,4
EDNRA,1,89,19
EDNRB,12,79,18
EDNRB-AS1,12,79,18
EDRF1,1,91,17
EDRF1-AS1,1,91,17
EDRF1-DT,1,91,17
EEA1,4,100,5
EED,13,66,30
EEF1A1,3,97,9
EEF1A1P1,2,75,32
EEF1A1P10,8,82,19
EEF1A1P11,2,90,17
EEF1A1P12,10,96,3
EEF1A1P13,45,62,2
EEF1A1P14,17,91,1
EEF1A1P15,16,87,6
EEF1A1P16,18,85,6
EEF1A1P17,3,100,6
EEF1A1P19,40,66,3
EEF1A1P2,18,81,10
EEF1A1P20,2,73,34
EEF1A1P21,3,76,30
EEF1A1P22,5,94,10
EEF1A1P24,0,55,54
EEF1A1P25,34,72,3
EEF1A1P26,29,78,2
EEF1A1P27,29,79,1
EEF1A1P28,31,75,3
EEF1A1P29,11,91,7
EEF1A1P3,6,75,28
EEF1A1P30,19,86,4
EEF1A1P31,19,87,3
EEF1A1P32,18,89,2
EEF1A1P33,5,99,5
EEF1A1P34,15,88,6
EEF1A1P36,4,99,6
EEF1A1P37,45,61,3
EEF1A1P38,5,101,3
EEF1A1P39,3,91,15
EEF1A1P4,18,86,5
EEF1A1P40,19,86,4
EEF1A1P41,6,50,53
EEF1A1P42,14,88,7
EEF1A1P5,15,85,9
EEF1A1P6,29,79,1
EEF1A1P7,13,88,8
EEF1A1P8,54,55,0
EEF1A1P9,0,92,17
EEF1A2,16,89,4
EEF1AKMT1,4,78,27
EEF1AKMT2,1,91,17
EEF1AKMT3,4,101,4
EEF1AKMT4,54,55,0
EEF1AKNMT,18,88,3
EEF1B2,7,88,14
EEF1B2P1,5,95,9
EEF1B2P2,1,78,30
EEF1B2P3,3,86,20
EEF1B2P4,3,102,4
EEF1B2P5,7,94,8
EEF1B2P6,10,84,15
EEF1B2P7,4,87,18
EEF1B2P8,51,56,2
EEF1D,46,61,2
EEF1DP1,10,89,10
EEF1DP2,10,91,8
EEF1DP3,5,76,28
EEF1DP4,21,85,3
EEF1DP5,4,98,7
EEF1DP6,5,90,14
EEF1DP7,16,92,1
EEF1DP8,13,91,5
EEF1E1,7,91,11
EEF1E1-BLOC1S5,7,91,11
EEF1E1P1,11,95,3
EEF1G,12,92,5
EEF1GP1,10,84,15
EEF1GP2,1,80,28
EEF1GP3,0,55,54
EEF1GP4,47,62,0
EEF1GP5,19,85,5
EEF1GP6,1,98,10
EEF1GP7,2,94,13
EEF1GP8,1,89,19
EEF2,3,88,18
EEF2K,4,101,4
EEF2KMT,5,97,7
EEFSEC,23,80,6
EEPD1,25,83,1
EFCAB1,41,67,1
EFCAB10,30,74,5
EFCAB11,18,80,11
EFCAB12,23,80,6
EFCAB13,19,90,0
EFCAB14,3,95,11
EFCAB14-AS1,3,95,11
EFCAB14P1,4,94,11
EFCAB2,27,81,1
EFCAB3,16,92,1
EFCAB5,15,91,3
EFCAB6,9,92,8
EFCAB6-AS1,10,92,7
EFCAB7,4,92,13
EFCAB8,25,83,1
EFCAB9,2,79,28
EFCC1,23,80,6
EFEMP1,13,93,3
EFEMP2,22,84,3
EFHB,0,55,54
EFHC1,15,88,6
EFHC2,3,86,20
EFHD1,4,87,18
EFHD2,3,92,14
EFL1,6,93,10
EFL1P1,6,93,10
EFL1P2,2,85,22
EFNA1,17,90,2
EFNA2,3,87,19
EFNA3,17,90,2
EFNA4,17,90,2
EFNA5,2,74,33
EFNB1,12,88,9
EFNB2,8,82,19
EFNB3,7,86,16
EFR3A,48,60,1
EFR3B,18,88,3
EFS,15,84,10
EFTUD2,20,89,0
EGF,1,91,17
EGFEM1P,51,56,2
EGFL6,2,86,21
EGFL7,17,82,10
EGFL8,6,92,11
EGFLAM,39,68,2
EGFLAM-AS1,39,68,2
EGFLAM-AS2,39,68,2
