,gain,neutral,loss
LAGE3,43,62,4
LAIR1,6,84,19
LAIR2,7,83,19
LALBA,9,94,6
LAMA1,7,82,20
LAMA2,3,80,26
LAMA3,5,78,26
LAMA4,0,79,30
LAMA5,26,80,3
LAMB1,18,88,3
LAMB2,0,78,31
LAMB3,48,60,1
LAMB4,18,88,3
LAMC1,46,61,2
LAMC2,46,61,2
LAMC3,2,87,20
LAMP1,4,78,27
LAMP2,32,71,6
LAMP3,14,84,11
LAMP5,11,84,14
LAMTOR1,16,91,2
LAMTOR2,57,50,2
LAMTOR3,2,92,15
LAMTOR4,20,87,2
LAMTOR5,2,83,24
LANCL1,3,101,5
LANCL2,38,69,2
LANCL3,18,82,9
LAP3,6,94,9
LAPTM4A,4,104,1
LAPTM4B,43,65,1
LAPTM5,10,92,7
LARGE1,3,78,28
LARGE2,11,91,7
LARP1,17,83,9
LARP1B,5,91,13
LARP4,8,94,7
LARP4B,6,91,12
LARP6,3,77,29
LARP7,3,91,15
LARS,14,85,10
LARS2,0,78,31
LAS1L,24,79,6
LASP1,26,79,4
LAT,23,85,1
LAT2,23,82,4
LATS1,2,80,27
LATS2,4,62,43
LAX1,49,58,2
LAYN,10,89,10
LBH,4,103,2
LBHD1,6,95,8
LBP,14,89,6
LBR,46,62,1
LBX1,5,84,20
LBX2,6,102,1
LCA5,1,80,28
LCA5L,10,88,11
LCAT,16,81,12
LCE1A,58,50,1
LCE1B,58,50,1
LCE1C,58,50,1
LCE1D,58,50,1
LCE1E,58,50,1
LCE1F,58,50,1
LCE2A,58,50,1
LCE2B,58,50,1
LCE2C,58,50,1
LCE2D,58,50,1
LCE3A,57,51,1
LCE3B,55,52,2
LCE3C,45,54,10
LCE3D,55,53,1
LCE3E,57,51,1
LCE4A,58,50,1
LCE5A,58,50,1
LCE6A,58,50,1
LCK,11,90,8
LCLAT1,4,103,2
LCMT1,21,85,3
LCMT2,3,73,33
LCN1,2,87,20
LCN10,1,87,21
LCN12,1,87,21
LCN15,1,87,21
LCN2,2,87,20
LCN6,1,87,21
LCN8,1,87,21
LCN9,2,87,20
LCNL1,1,87,21
LCOR,5,85,19
LCORL,5,95,9
LCP1,2,70,37
LCP2,23,76,10
LCT,4,100,5
LCTL,3,79,27
LDAH,5,103,1
LDB1,5,84,20
LDB2,6,94,9
LDB3,4,88,17
LDHA,9,95,5
LDHAL6A,9,95,5
LDHAL6B,3,78,28
LDHB,11,77,21
LDHC,9,95,5
LDHD,15,79,15
LDLR,3,81,25
LDLRAD1,8,89,12
LDLRAD2,6,91,12
LDLRAD3,10,93,6
LDLRAD4,8,83,18
LDLRAP1,7,92,10
LDOC1,38,66,5
LDOC1L,2,75,32
LEAP2,9,87,13
LECT2,9,87,13
LEF1,3,92,14
LEFTY1,45,63,1
LEFTY2,45,63,1
LEKR1,12,86,11
LELP1,58,50,1
LEMD1,48,60,1
LEMD2,10,95,4
LEMD3,14,91,4
LENEP,58,50,1
LENG1,6,84,19
LENG8,7,83,19
LENG9,7,83,19
LEO1,3,76,30
LEP,17,88,4
LEPR,6,87,16
LEPROT,6,87,16
LEPROTL1,4,69,36
LETM1,6,92,11
LETM2,10,71,28
LETMD1,8,94,7
LEUTX,10,85,14
LEXM,7,89,13
LFNG,44,63,2
LGALS1,2,78,29
LGALS12,7,94,8
LGALS13,10,85,14
LGALS14,10,85,14
LGALS16,10,85,14
LGALS2,2,78,29
LGALS3,23,84,2
LGALS3BP,26,78,5
LGALS4,8,88,13
LGALS7,8,88,13
LGALS7B,8,88,13
LGALS8,47,60,2
LGALS9,19,82,8
LGALS9B,6,70,33
LGALS9C,2,66,41
LGALSL,5,103,1
LGI1,3,87,19
LGI2,5,96,8
LGI3,3,68,38
LGI4,13,85,11
LGMN,16,89,4
LGR4,10,94,5
LGR5,14,90,5
LGR6,49,59,1
LGSN,6,91,12
LHB,3,84,22
LHCGR,4,104,1
LHFP,1,69,39
LHFPL1,31,72,6
LHFPL2,7,86,16
LHFPL3,18,88,3
LHFPL4,0,80,29
LHFPL5,10,95,4
LHPP,3,88,18
LHX1,19,85,5
LHX2,0,89,20
LHX3,2,87,20
LHX4,45,62,2
LHX5,10,90,9
LHX6,0,88,21
LHX8,3,88,18
LHX9,48,60,1
LIAS,7,97,5
LIF,6,77,26
LIFR,40,69,0
LIG1,4,84,21
LIG3,16,87,6
LIG4,6,80,23
LILRA1,6,84,19
LILRA2,6,84,19
LILRA4,6,84,19
LILRA5,6,84,19
LILRA6,7,83,19
LILRB1,6,84,19
LILRB2,6,84,19
LILRB3,8,83,18
LILRB4,7,83,19
LILRB5,6,84,19
LIM2,4,85,20
LIMA1,8,94,7
LIMCH1,5,100,4
LIMD1,0,78,31
LIMD2,27,80,2
LIME1,30,77,2
LIMK1,24,81,4
LIMK2,6,76,27
LIMS1,6,99,4
LIMS2,6,99,4
LIMS3,4,102,3
LIMS4,4,102,3
LIN28A,7,92,10
LIN28B,0,75,34
LIN37,13,85,11
LIN52,13,92,4
LIN54,5,94,10
LIN7A,11,89,9
LIN7B,3,84,22
LIN7C,10,94,5
LIN9,46,62,1
LINC00094,2,87,20
LINC00116,4,102,3
LINC00176,31,74,4
LINC00238,14,91,4
LINC00282,2,68,39
LINC00371,2,69,38
LINC00493,10,84,15
LINC00521,16,89,4
LINC00633,37,67,5
LINC00672,26,79,4
LINC00675,2,66,41
LINC00694,0,78,31
LINC00854,26,80,3
LINC00890,32,71,6
LINC00935,9,94,6
LINC00959,3,89,17
LINC00998,17,89,3
LINC01125,8,99,2
LINC01207,2,91,16
LINC01314,3,78,28
LINGO1,3,78,28
LINGO2,5,72,32
LINGO3,5,78,26
LINGO4,58,49,2
LINS1,3,76,30
LIPA,4,88,17
LIPC,3,78,28
LIPE,4,91,14
LIPF,4,88,17
LIPG,2,69,38
LIPH,11,86,12
LIPI,9,84,16
LIPJ,4,88,17
LIPK,4,88,17
LIPM,4,88,17
LIPN,4,88,17
LIPT1,7,100,2
LIPT2,16,91,2
LITAF,27,78,4
LIX1,9,83,17
LIX1L,57,50,2
LKAAEAR1,30,74,5
LL0XNC01-16G2.1,40,65,4
LLGL1,1,68,40
LLGL2,29,78,2
LLNLF-187D8.1,2,87,20
LLNLR-275H8.1,13,85,11
LLPH,13,92,4
LMAN1,2,68,39
LMAN1L,3,78,28
LMAN2,20,81,8
LMAN2L,10,98,1
LMBR1,18,85,6
LMBR1L,8,94,7
LMBRD1,4,82,23
LMBRD2,39,70,0
LMCD1,0,80,29
LMF1,23,82,4
LMF2,3,74,32
LMLN,14,83,12
LMNA,57,50,2
LMNB1,8,87,14
LMNB2,4,80,25
LMNTD1,17,78,14
LMNTD2,7,90,12
LMO1,7,94,8
LMO2,9,94,6
LMO3,9,76,24
LMO4,5,88,16
LMO7,3,75,31
LMO7DN,3,75,31
LMOD1,49,59,1
LMOD2,17,87,5
LMOD3,3,79,27
LMTK2,21,87,1
LMTK3,3,85,21
LMX1A,52,56,1
LMX1B,1,87,21
LNP1,8,89,12
LNPEP,10,82,17
LNPK,5,99,5
LNX1,9,94,6
LNX2,2,69,38
LONP1,4,80,25
LONP2,16,85,8
LONRF1,3,67,39
LONRF2,7,100,2
LONRF3,31,72,6
LOR,58,50,1
LOX,9,85,15
LOXHD1,1,68,40
LOXL1,3,77,29
LOXL2,3,69,37
LOXL3,6,102,1
LOXL4,5,85,19
LPA,2,81,26
LPAR1,2,84,23
LPAR2,3,83,23
LPAR3,2,91,16
LPAR4,22,78,9
LPAR5,12,77,20
LPAR6,2,70,37
LPCAT1,51,58,0
LPCAT2,15,84,10
LPCAT3,13,76,20
LPCAT4,3,68,38
LPGAT1,48,59,2
LPIN1,4,103,2
LPIN2,9,82,18
LPIN3,15,86,8
LPL,3,70,36
LPO,26,81,2
LPP,11,86,12
LPXN,6,97,6
LRAT,3,94,12
LRBA,5,94,10
LRCH1,2,71,36
LRCH2,32,71,6
LRCH3,14,83,12
LRCH4,19,88,2
LRCOL1,8,92,9
LRFN1,9,86,14
LRFN2,11,94,4
LRFN3,13,85,11
LRFN4,19,89,1
LRFN5,26,81,2
LRG1,5,80,24
LRGUK,19,86,4
LRIF1,2,83,24
LRIG1,2,77,30
LRIG2,3,83,23
LRIG3,11,93,5
LRIT1,4,88,17
LRIT2,4,88,17
LRIT3,3,92,14
LRMP,17,78,14
LRP1,11,93,5
LRP10,17,86,6
LRP11,2,80,27
LRP12,44,63,2
LRP1B,5,99,5
LRP2,5,100,4
LRP2BP,4,86,19
LRP3,12,86,11
LRP4,11,91,7
LRP5,20,88,1
LRP5L,5,78,26
LRP6,7,79,23
LRP8,6,91,12
LRPAP1,4,93,12
LRPPRC,6,101,2
LRR1,25,83,1
LRRC1,7,97,5
LRRC10,17,88,4
LRRC10B,7,98,4
LRRC14,38,70,1
LRRC14B,49,60,0
LRRC15,13,84,12
LRRC17,20,86,3
LRRC18,4,91,14
LRRC19,6,70,33
LRRC2,0,78,31
LRRC20,5,89,15
LRRC23,13,76,20
LRRC24,38,70,1
LRRC25,4,81,24
LRRC26,1,88,20
LRRC27,3,89,17
LRRC28,4,75,30
LRRC29,15,81,13
LRRC3,9,88,12
LRRC30,7,82,20
LRRC31,16,85,8
LRRC32,16,90,3
LRRC34,16,86,7
LRRC36,15,81,13
LRRC37A,22,81,6
LRRC37A2,21,83,5
LRRC37A3,27,80,2
LRRC37B,16,87,6
LRRC38,7,88,14
LRRC39,2,84,23
LRRC3B,0,79,30
LRRC3C,26,80,3
LRRC4,17,88,4
LRRC40,5,89,15
LRRC41,7,91,11
LRRC42,7,90,12
LRRC43,9,90,10
LRRC45,26,78,5
LRRC46,25,82,2
LRRC47,9,89,11
LRRC49,3,77,29
LRRC4B,3,84,22
LRRC4C,9,94,6
LRRC52,51,57,1
LRRC53,3,89,17
LRRC55,6,97,6
LRRC56,7,90,12
LRRC57,3,73,33
LRRC58,12,85,12
LRRC59,28,79,2
LRRC6,41,66,2
LRRC61,19,88,2
LRRC63,2,70,37
LRRC66,9,94,6
LRRC69,36,70,3
LRRC7,6,88,15
LRRC70,8,88,13
LRRC71,55,52,2
LRRC72,46,61,2
LRRC73,13,91,5
LRRC74A,12,93,4
LRRC74B,5,84,20
LRRC75A,2,66,41
LRRC75B,7,78,24
LRRC8A,2,86,21
LRRC8B,4,85,20
LRRC8C,4,85,20
LRRC8D,4,85,20
LRRC8E,5,77,27
LRRC9,22,84,3
LRRCC1,32,73,4
LRRD1,20,86,3
LRRFIP1,3,100,6
LRRFIP2,0,80,29
LRRIQ1,8,94,7
LRRIQ3,3,89,17
LRRIQ4,16,86,7
LRRK1,3,76,30
LRRK2,6,96,7
LRRN1,0,80,29
LRRN2,48,59,2
LRRN3,16,89,4
LRRN4,11,84,14
LRRN4CL,6,95,8
LRRTM1,4,105,0
LRRTM2,9,87,13
LRRTM3,4,90,15
LRRTM4,5,103,1
LRSAM1,2,87,20
LRTM1,1,77,31
LRTM2,10,80,19
LRTOMT,16,91,2
LRWD1,20,86,3
LSAMP,10,86,13
LSG1,12,85,12
LSM1,10,70,29
LSM10,11,89,9
LSM11,17,83,9
LSM12,22,84,3
LSM14A,11,87,11
LSM14B,26,80,3
LSM2,14,91,4
LSM3,1,79,29
LSM4,5,80,24
LSM5,43,64,2
LSM6,5,93,11
LSM7,4,79,26
LSM8,18,87,4
LSMEM1,17,89,3
LSMEM2,0,79,30
LSP1,6,90,13
LSR,13,85,11
LSS,9,89,11
LST1,16,89,4
LTA,16,89,4
LTA4H,10,91,8
LTB,16,89,4
LTB4R,19,87,3
LTB4R2,19,87,3
LTBP1,4,104,1
LTBP2,13,92,4
LTBP3,16,91,2
LTBP4,9,85,15
LTBR,10,78,21
LTC4S,20,81,8
LTF,0,78,31
LTK,2,71,36
LTN1,6,92,11
LTV1,4,80,25
LUC7L,24,81,4
LUC7L2,17,89,3
LUC7L3,28,79,2
LUM,12,89,8
LURAP1,7,93,9
LURAP1L,5,65,39
LUZP1,6,91,12
LUZP2,10,95,4
LUZP4,32,71,6
LUZP6,18,87,4
LVRN,8,84,17
LXN,11,86,12
LY6D,39,68,2
LY6E,39,69,1
LY6G5B,16,89,4
LY6G5C,16,89,4
LY6G6C,16,89,4
LY6G6D,16,89,4
LY6G6E,16,89,4
LY6G6F,16,89,4
LY6H,39,69,1
LY6K,39,68,2
LY6L,39,69,1
LY75,6,97,6
LY86,12,94,3
LY9,57,51,1
LY96,30,76,3
LYAR,4,92,13
LYG1,7,100,2
LYG2,7,100,2
LYL1,4,78,27
LYN,23,79,7
LYNX1,39,68,2
LYPD1,5,99,5
LYPD2,39,68,2
LYPD3,6,91,12
LYPD4,4,90,15
LYPD5,6,90,13
LYPD6,4,100,5
LYPD6B,4,100,5
LYPD8,49,56,4
LYPLA1,23,79,7
LYPLA2,6,92,11
LYPLAL1,48,60,1
LYRM1,23,82,4
LYRM2,1,79,29
LYRM4,12,93,4
LYRM7,9,86,14
LYRM9,18,84,7
LYSMD1,59,49,1
LYSMD2,3,75,31
LYSMD3,10,81,18
LYSMD4,4,75,30
LYST,47,60,2
LYVE1,7,94,8
LYZ,18,87,4
LYZL1,5,98,6
LYZL2,5,98,6
LYZL4,0,79,30
LYZL6,17,88,4
LZIC,7,90,12
LZTFL1,0,78,31
LZTR1,5,83,21
LZTS1,3,69,37
LZTS2,5,84,20
LZTS3,10,85,14
M1AP,6,102,1
M6PR,9,79,21
MAATS1,11,85,13
MAB21L1,2,67,40
MAB21L2,5,94,10
MAB21L3,6,84,19
MACC1,46,61,2
MACF1,11,91,7
MACROD1,8,93,8
MACROD2,9,86,14
MAD1L1,45,62,2
MAD2L1,4,91,14
MAD2L1BP,13,91,5
MAD2L2,8,88,13
MADCAM1,5,78,26
MADD,11,92,6
MAEA,5,93,11
MAEL,50,58,1
MAF,12,79,18
MAF1,39,69,1
MAFA,39,68,2
MAFB,13,88,8
MAFF,3,77,29
MAFG,26,78,5
MAFK,45,62,2
MAG,13,85,11
MAGEA1,40,65,4
MAGEA10,40,63,6
MAGEA11,38,65,6
MAGEA12,40,65,4
MAGEA2,40,65,4
MAGEA2B,40,65,4
MAGEA3,40,65,4
MAGEA4,40,64,5
MAGEA6,40,65,4
MAGEA8,38,65,6
MAGEA9,38,65,6
MAGEA9B,39,65,5
MAGEB1,16,82,11
MAGEB10,17,80,12
MAGEB16,19,81,9
MAGEB17,22,79,8
MAGEB18,17,80,12
MAGEB2,16,82,11
MAGEB3,16,82,11
MAGEB4,16,82,11
MAGEB5,17,80,12
MAGEB6,17,80,12
MAGEB6P1,17,80,12
MAGEC1,38,66,5
MAGEC2,38,66,5
MAGEC3,38,66,5
MAGED1,19,84,6
MAGED2,21,82,6
MAGED4,19,84,6
MAGED4B,19,84,6
MAGEE1,22,78,9
MAGEE2,22,78,9
MAGEF1,11,87,11
MAGEH1,22,81,6
MAGEL2,2,70,37
MAGI1,2,77,30
MAGI2,20,86,3
MAGI3,2,84,23
MAGIX,26,77,6
MAGOH,6,91,12
MAGOHB,10,77,22
MAGT1,22,78,9
MAIP1,3,102,4
MAJIN,10,93,6
MAK,11,93,5
MAK16,7,70,32
MAL,9,99,1
MAL2,39,68,2
MALL,4,102,3
MALRD1,7,93,9
MALSU1,47,60,2
MALT1,2,68,39
MAMDC2,4,80,25
MAMDC4,1,87,21
MAML1,20,81,8
MAML2,14,89,6
MAML3,5,92,12
MAMLD1,38,66,5
MAMSTR,3,84,22
MAN1A1,2,79,28
MAN1A2,7,84,18
MAN1B1,1,88,20
MAN1C1,7,92,10
MAN2A1,8,84,17
MAN2A2,4,77,28
MAN2B1,3,79,27
MAN2B2,4,92,13
MAN2C1,3,78,28
MANBA,2,92,15
MANBAL,13,91,5
MANEA,0,78,31
MANEAL,11,91,7
MANF,0,78,31
MANSC1,7,79,23
MANSC4,15,81,13
MAOA,21,82,6
MAOB,22,81,6
MAP10,48,59,2
MAP1A,3,73,33
MAP1B,7,87,15
MAP1LC3A,17,86,6
MAP1LC3B,12,75,22
MAP1LC3B2,9,90,10
MAP1LC3C,47,59,3
MAP1S,4,80,25
MAP2,3,100,6
MAP2K1,3,78,28
MAP2K2,5,80,24
MAP2K3,5,76,28
MAP2K4,1,67,41
MAP2K5,3,77,29
MAP2K6,28,78,3
MAP2K7,5,77,27
MAP3K1,12,87,10
MAP3K10,11,84,14
MAP3K11,15,92,2
MAP3K12,7,94,8
MAP3K13,11,86,12
MAP3K14,24,82,3
MAP3K15,21,80,8
MAP3K19,4,100,5
MAP3K2,6,99,4
MAP3K20,5,99,5
MAP3K21,47,60,2
MAP3K3,27,80,2
MAP3K4,2,81,26
MAP3K5,5,80,24
MAP3K6,8,91,10
MAP3K7,1,79,29
MAP3K7CL,6,91,12
MAP3K8,6,97,6
MAP3K9,13,92,4
MAP4,1,77,31
MAP4K1,9,88,12
MAP4K2,10,93,6
MAP4K3,5,103,1
MAP4K4,6,100,3
MAP4K5,26,82,1
MAP6,17,88,4
MAP6D1,13,85,11
MAP7,5,80,24
MAP7D1,11,89,9
MAP7D2,23,78,8
MAP7D3,38,66,5
MAP9,3,93,13
MAPK1,4,83,22
MAPK10,4,94,11
MAPK11,2,75,32
MAPK12,2,75,32
MAPK13,10,95,4
MAPK14,10,95,4
MAPK15,37,71,1
MAPK1IP1L,23,84,2
MAPK3,25,82,2
MAPK4,1,69,39
MAPK6,3,76,30
MAPK7,7,68,34
MAPK8,4,92,13
MAPK8IP1,11,91,7
MAPK8IP2,3,75,31
MAPK8IP3,25,81,3
MAPK9,20,82,7
MAPKAP1,2,86,21
MAPKAPK2,48,60,1
MAPKAPK3,0,79,30
MAPKAPK5,12,90,7
MAPKBP1,2,72,35
MAPRE1,13,89,7
MAPRE2,3,76,30
MAPRE3,4,104,1
MAPT,25,81,3
MARC1,46,62,1
MARC2,47,61,1
MARCH1,2,91,16
MARCH10,26,80,3
MARCH11,44,65,0
MARCH2,5,77,27
MARCH3,8,87,14
MARCH4,3,101,5
MARCH5,4,88,17
MARCH6,46,63,0
MARCH7,6,97,6
MARCH8,2,94,13
MARCH9,15,89,5
MARCKS,1,80,28
MARCKSL1,10,91,8
MARCO,4,102,3
MARK1,47,61,1
MARK2,8,92,9
MARK3,15,91,3
MARK4,4,89,16
MARS,12,92,5
MARS2,3,102,4
MARVELD1,5,85,19
MARVELD2,7,89,13
MARVELD3,15,81,13
MAS1,3,80,26
MAS1L,12,92,5
MASP1,11,86,12
MASP2,8,88,13
MAST1,3,79,27
MAST2,9,92,8
MAST3,5,79,25
MAST4,7,90,12
MASTL,6,96,7
MAT1A,4,89,16
MAT2A,6,103,0
MAT2B,21,79,9
MATK,4,81,24
MATN1,10,92,7
MATN2,43,65,1
MATN3,4,104,1
MATN4,14,87,8
MATR3,10,87,12
MAU2,4,81,24
MAVS,11,84,14
MAX,17,87,5
MAZ,25,83,1
MB,1,78,30
MB21D1,3,81,25
MB21D2,12,85,12
MBD1,1,69,39
MBD2,1,70,38
MBD3,4,78,27
MBD3L1,5,77,27
MBD3L2,5,79,25
MBD3L3,5,80,24
MBD3L4,5,79,25
MBD3L5,5,79,25
MBD4,13,84,12
MBD5,4,100,5
MBD6,11,93,5
MBIP,46,62,1
MBL2,2,91,16
MBLAC1,20,87,2
MBLAC2,10,82,17
MBNL1,14,84,11
MBNL2,7,77,25
MBNL3,38,66,5
MBOAT1,14,89,6
MBOAT2,4,103,2
MBOAT4,4,68,37
MBOAT7,6,84,19
MBP,1,71,37
MBTD1,27,79,3
MBTPS1,12,77,20
MBTPS2,23,78,8
MC1R,12,76,21
MC2R,8,80,21
MC3R,20,84,5
MC4R,1,68,40
MC5R,8,80,21
MCAM,9,89,11
MCAT,3,76,30
MCC,8,84,17
MCCC1,14,84,11
MCCC2,7,87,15
MCCD1,15,90,4
MCEE,5,103,1
MCEMP1,5,77,27
MCF2,39,65,5
MCF2L,4,80,25
MCF2L2,14,84,11
MCFD2,4,104,1
MCHR1,3,78,28
MCHR2,1,76,32
MCIDAS,12,86,11
MCL1,60,48,1
MCM10,6,93,10
MCM2,11,85,13
MCM3,10,94,5
MCM3AP,9,89,11
MCM4,18,83,8
MCM5,2,78,29
MCM6,5,99,5
MCM7,20,87,2
MCM8,11,83,15
MCM9,2,79,28
MCMBP,4,87,18
MCMDC2,30,76,3
MCOLN1,5,77,27
MCOLN2,2,91,16
MCOLN3,2,91,16
MCPH1,2,66,41
MCRIP1,27,77,5
MCRIP2,24,80,5
MCRS1,8,95,6
MCTP1,8,84,17
MCTP2,3,78,28
MCTS1,32,71,6
MCU,5,88,16
MCUB,3,92,14
MCUR1,13,92,4
MDC1,14,91,4
MDFI,17,89,3
MDFIC,18,88,3
MDGA1,12,92,5
MDGA2,24,84,1
MDH1,5,103,1
MDH1B,3,101,5
MDH2,23,82,4
MDK,11,91,7
MDM1,16,89,4
MDM2,20,85,4
MDM4,48,59,2
MDN1,1,79,29
MDP1,18,87,4
MDS2,6,91,12
ME1,1,80,28
ME2,1,69,39
ME3,12,93,4
MEA1,13,91,5
MEAF6,11,91,7
MECOM,15,88,6
MECP2,42,63,4
MECR,9,92,8
MED1,28,79,2
MED10,48,61,0
MED11,4,65,40
MED12,22,80,7
MED12L,13,85,11
MED13,26,81,2
MED13L,9,90,10
MED14,18,82,9
MED15,7,82,20
MED16,4,80,25
MED17,12,91,6
MED18,7,93,9
MED19,6,98,5
MED20,16,90,3
MED21,15,81,13
MED22,2,86,21
MED23,3,81,25
MED24,26,80,3
MED25,2,85,22
MED26,4,79,26
MED27,2,86,21
MED28,6,94,9
MED29,9,86,14
MED30,39,68,2
MED31,2,65,42
MED4,2,70,37
MED6,13,92,4
MED7,17,83,9
MED8,11,92,6
MED9,2,66,41
MEDAG,1,68,40
MEF2A,4,75,30
MEF2B,4,81,24
MEF2C,8,84,17
MEF2D,57,50,2
MEFV,24,82,3
MEGF10,8,87,14
MEGF11,3,78,28
MEGF6,10,90,9
MEGF8,4,91,14
MEGF9,1,84,24
MEI1,3,77,29
MEI4,2,79,28
MEIG1,7,92,10
MEIKIN,9,86,14
MEIOB,26,80,3
MEIOC,23,83,3
MEIS1,5,103,1
MEIS2,2,69,38
MEIS3,2,86,21
MELK,5,86,18
MELTF,15,82,12
MEMO1,4,102,3
MEN1,10,93,6
MEOX1,24,82,3
MEOX2,47,60,2
MEP1A,11,93,5
MEP1B,2,77,30
MEPCE,19,88,2
MEPE,3,95,11
MERTK,4,102,3
MESDC1,3,78,28
MESDC2,3,78,28
MESP1,4,77,28
MESP2,4,77,28
MEST,19,87,3
MET,18,87,4
METAP1,2,92,15
METAP1D,5,99,5
METAP2,10,91,8
METRN,23,81,5
METRNL,25,80,4
METTL1,15,89,5
METTL10,3,88,18
METTL11B,51,57,1
METTL12,6,95,8
METTL13,51,57,1
METTL14,4,91,14
METTL15,10,94,5
METTL16,3,67,39
METTL17,18,84,7
METTL18,51,57,1
METTL21A,3,101,5
METTL21B,15,89,5
METTL21C,7,77,25
METTL22,24,82,3
METTL23,25,79,5
METTL24,0,79,30
METTL25,10,92,7
METTL26,24,80,5
METTL2A,27,80,2
METTL2B,17,88,4
METTL3,18,85,6
METTL4,7,81,21
METTL5,5,100,4
METTL6,1,79,29
METTL7A,9,93,7
METTL7B,8,96,5
METTL8,5,99,5
METTL9,25,80,4
MEX3A,57,50,2
MEX3B,3,77,29
MEX3C,1,68,40
MEX3D,4,78,27
MFAP1,3,73,33
MFAP2,9,87,13
MFAP3,16,85,8
MFAP3L,1,94,14
MFAP4,7,68,34
MFAP5,10,78,21
MFF,3,100,6
MFGE8,3,77,29
MFHAS1,4,67,38
MFN1,12,85,12
MFN2,8,88,13
MFNG,2,76,31
MFRP,9,89,11
MFSD1,13,84,12
MFSD10,5,92,12
MFSD11,25,79,5
MFSD12,4,81,24
MFSD13A,5,84,20
MFSD14A,2,84,23
MFSD14B,1,84,24
MFSD14C,1,84,24
MFSD2A,13,89,7
MFSD2B,5,102,2
MFSD3,38,70,1
MFSD4A,48,60,1
MFSD4B,0,79,30
MFSD5,7,94,8
MFSD6,3,102,4
MFSD6L,2,64,43
MFSD7,5,93,11
MFSD8,5,91,13
MFSD9,5,100,4
MGA,2,72,35
MGAM,15,90,4
MGAM2,15,91,3
MGARP,3,93,13
MGAT1,21,79,9
MGAT2,25,83,1
MGAT3,3,80,26
MGAT4A,7,100,2
MGAT4B,20,81,8
MGAT4C,8,94,7
MGAT4D,4,93,12
MGAT5,4,99,6
MGAT5B,25,79,5
MGEA5,5,85,19
MGLL,12,84,13
MGME1,10,84,15
MGMT,3,89,17
MGP,6,78,25
MGRN1,24,83,2
MGST1,8,78,23
MGST2,4,92,13
MGST3,51,57,1
MIA,8,86,15
MIA2,31,77,1
MIA3,46,62,1
MIB1,5,82,22
MIB2,10,89,10
MICA,13,90,6
MICAL1,0,79,30
MICAL2,8,94,7
MICAL3,7,82,20
MICALCL,8,94,7
MICALL1,2,77,30
MICALL2,45,62,2
MICB,14,91,4
MICU1,5,88,16
MICU2,4,64,41
MICU3,3,68,38
MID1,22,77,10
MID1IP1,18,82,9
MID2,30,72,7
MIDN,4,79,26
MIEF1,4,79,26
MIEF2,1,68,40
MIEN1,27,79,3
MIER1,5,88,16
MIER2,5,78,26
MIER3,12,87,10
MIF,6,79,24
MIF4GD,29,77,3
MIGA1,3,88,18
MIGA2,2,86,21
MIIP,8,88,13
MILR1,27,80,2
MINDY1,59,49,1
MINDY2,3,78,28
MINDY3,7,92,10
MINDY4,43,64,2
MINDY4B,13,85,11
MINK1,4,64,41
MINOS1,7,90,12
MINPP1,5,86,18
MIOS,46,61,2
MIOX,3,74,32
MIP,9,95,5
MIPEP,3,65,41
MIPOL1,36,72,1
MIS12,2,67,40
MIS18A,9,91,9
MIS18BP1,27,80,2
MISP,5,78,26
MISP3,3,81,25
MITD1,7,100,2
MITF,3,78,28
MIXL1,45,63,1
MKI67,3,88,18
MKKS,10,85,14
MKL1,3,78,28
MKL2,26,79,4
MKLN1,19,88,2
MKNK1,7,91,11
MKNK2,4,79,26
MKRN1,17,88,4
MKRN2,2,78,29
MKRN2OS,2,78,29
MKRN3,3,69,37
MKS1,26,81,2
MKX,5,98,6
MLANA,5,69,35
MLC1,2,75,32
MLEC,9,90,10
MLF1,11,86,12
MLF2,12,77,20
MLH1,0,80,29
MLH3,12,93,4
MLIP,8,96,5
MLKL,14,80,15
MLLT1,4,79,26
MLLT10,6,94,9
MLLT11,59,49,1
MLLT3,6,65,38
MLLT6,25,79,5
MLN,10,95,4
MLNR,2,70,37
MLPH,3,100,6
MLST8,24,81,4
MLX,25,81,3
MLXIP,9,90,10
MLXIPL,25,80,4
MLYCD,12,76,21
MMAA,5,93,11
MMAB,11,91,7
MMACHC,10,91,8
MMADHC,4,100,5
MMD,27,79,3
MMD2,47,60,2
MME,12,86,11
MMEL1,9,91,9
MMGT1,38,66,5
MMP1,10,91,8
MMP10,10,91,8
MMP11,6,80,23
MMP12,11,90,8
MMP13,11,90,8
MMP14,17,86,6
MMP15,16,82,11
MMP16,31,73,5
MMP17,8,92,9
MMP19,8,96,5
MMP2,15,84,10
MMP20,10,91,8
MMP21,4,88,17
MMP23B,10,89,10
MMP24,19,88,2
MMP24-AS1,19,87,3
MMP25,25,81,3
MMP26,6,91,12
MMP27,10,91,8
MMP28,17,87,5
MMP3,11,90,8
MMP7,10,91,8
MMP8,10,91,8
MMP9,14,88,7
MMRN1,3,94,12
MMRN2,4,88,17
MMS19,5,85,19
MMS22L,1,78,30
MN1,6,76,27
MNAT1,23,83,3
MND1,3,93,13
MNDA,54,54,1
MNS1,3,76,30
MNT,3,67,39
MNX1,18,85,6
MOAP1,16,89,4
MOB1A,6,102,1
MOB1B,7,96,6
MOB2,6,90,13
MOB3A,4,78,27
MOB3B,7,70,32
MOB3C,7,91,11
