protein	Database_ID	adj_p	cancer_type	change	has_event_sample_size	not_has_event_sample_size
ZZEF1	ENSP00000371051	0.7860857748784502	coad	-0.061104702621066515	29	70
IFT74	ENSP00000369402	0.7860857748784502	coad	-0.2340355880842652	15	39
USF1	ENSP00000356998	0.7860857748784502	coad	-0.19963163041346754	26	60
IGF2BP1	ENSP00000290341	0.7860857748784502	coad	0.376732810943078	7	18
IGF2BP2	ENSP00000320204	0.7860857748784502	coad	0.07630480148553287	29	70
IGFBP4	ENSP00000269593	0.7860857748784502	coad	0.11795338837013358	29	70
IL18	ENSP00000280357	0.7860857748784502	coad	-0.16059098492803123	29	70
ILF2	ENSP00000355011	0.7860857748784502	coad	-0.07210532926072352	29	70
IMMT	ENSP00000396899	0.7860857748784502	coad	0.200871870203564	25	57
CAMSAP3	ENSP00000160298	0.7860857748784502	coad	-0.08237943338788944	29	70
CAMSAP2	ENSP00000236925	0.7860857748784502	coad	0.4888414317931193	6	21
INPP1	ENSP00000325423	0.7860857748784502	coad	0.05464879721870136	29	70
SPRYD7	ENSP00000354774	0.7860857748784502	coad	0.12361809494395379	29	70
INSL5	ENSP00000302724	0.7860857748784502	coad	0.996767673500714	9	18
INSR	ENSP00000303830	0.7860857748784502	coad	0.07853791488866943	29	70
SPRYD3	ENSP00000301463	0.7860857748784502	coad	-0.3024896504636312	11	30
IFITM3	ENSP00000382707	0.7860857748784502	coad	0.4306266975005939	7	17
IDH2	ENSP00000331897	0.7860857748784502	coad	0.11311580264334653	29	70
ICAM3	ENSP00000160262	0.7860857748784502	coad	-0.1156343606834168	29	70
SRSF1	ENSP00000258962	0.7860857748784502	coad	-0.22639570441169982	29	70
HPS6	ENSP00000299238	0.7860857748784502	coad	-0.10058621655364289	22	53
HSCB	ENSP00000216027	0.7860857748784502	coad	0.10846392961046833	26	66
CAST	ENSP00000343421	0.7860857748784502	coad	1.1250831071137133	27	66
HSD11B2	ENSP00000316786	0.7860857748784502	coad	-0.25364248776966464	29	70
HSD17B11	ENSP00000351035	0.7860857748784502	coad	-0.1713305157838131	29	70
HSD17B2	ENSP00000199936	0.7860857748784502	coad	-0.3047919792582223	29	70
CASP6	ENSP00000265164	0.7860857748784502	coad	-0.12799342334222003	29	70
CAMK2D	ENSP00000378032	0.7860857748784502	coad	0.3240296012711866	17	48
HSDL2	ENSP00000381785	0.7860857748784502	coad	-0.09782428600437026	29	70
CASP2	ENSP00000312664	0.7860857748784502	coad	-0.14094425497253166	28	66
HSPB1	ENSP00000248553	0.7860857748784502	coad	0.34193117798440265	29	70
HSPB7	ENSP00000310111	0.7860857748784502	coad	0.3976448728481415	29	70
HSPBAP1	ENSP00000302562	0.7860857748784502	coad	0.7226836625563751	5	18
CARS1	ENSP00000369897	0.7860857748784502	coad	0.07855480011725977	29	70
HSPG2	ENSP00000363827	0.7860857748784502	coad	0.22770612607728885	29	70
HUS1	ENSP00000258774	0.7860857748784502	coad	-0.10696354614875	17	57
HSPA1L	ENSP00000364805	0.7860857748784502	coad	0.441613207395693	12	42
SPR	ENSP00000234454	0.7860857748784502	coad	0.07761644420267018	29	70
SPPL2A	ENSP00000261854	0.7860857748784502	coad	-0.2291627401455914	26	57
IQGAP2	ENSP00000274364	0.7860857748784502	coad	-0.10019527014171858	29	70
JMJD6	ENSP00000380750	0.7860857748784502	coad	-0.18327641674705977	24	63
JPH1	ENSP00000344488	0.7860857748784502	coad	0.23439082252098525	11	33
SPARC	ENSP00000231061	0.7860857748784502	coad	0.1403538776615085	29	70
JPT2	ENSP00000248098	0.7860857748784502	coad	0.11304594874589306	29	70
SPAG1	ENSP00000251809	0.7860857748784502	coad	0.1315098416853753	29	70
SP140L	ENSP00000243810	0.7860857748784502	coad	-0.2511657675730474	9	33
KAT8	ENSP00000219797	0.7860857748784502	coad	-0.1561705939415026	25	62
CAB39	ENSP00000258418	0.7860857748784502	coad	0.09151429721448834	29	70
SOX9	ENSP00000245479	0.7860857748784502	coad	0.18489600125926564	27	63
C8orf33	ENSP00000330361	0.7860857748784502	coad	0.12201652745735139	23	59
KCNN4	ENSP00000496939	0.7860857748784502	coad	-0.14864208202291462	26	61
KCTD3	ENSP00000259154	0.7860857748784502	coad	0.8367820751327926	4	10
KDM3A	ENSP00000323659	0.7860857748784502	coad	0.47874767956678366	5	21
SOS1	ENSP00000378479	0.7860857748784502	coad	0.09552440533696724	27	66
KIAA1217	ENSP00000365637	0.7860857748784502	coad	0.06835927045930981	29	70
SORBS2	ENSP00000397482	0.7860857748784502	coad	0.29404638840577413	29	70
USP6NL	ENSP00000277575	0.7860857748784502	coad	0.16067466703437724	22	56
HPS3	ENSP00000296051	0.7860857748784502	coad	-0.09688789028152693	16	36
JCHAIN	ENSP00000254801	0.7860857748784502	coad	-0.257198193752695	29	70
JAK2	ENSP00000371067	0.7860857748784502	coad	0.7377063176254931	4	13
IREB2	ENSP00000258886	0.7860857748784502	coad	-0.11137469282664988	29	70
IRF3	ENSP00000310127	0.7860857748784502	coad	0.07120588083677612	29	70
SPON1	ENSP00000460236	0.7860857748784502	coad	0.22117026911268706	29	70
IRF5	ENSP00000249375	0.7860857748784502	coad	0.24858790569202868	10	28
SPNS1	ENSP00000306050	0.7860857748784502	coad	0.21424682589042915	8	28
IRGQ	ENSP00000387535	0.7860857748784502	coad	0.09917825991749785	29	70
ISG20	ENSP00000306565	0.7860857748784502	coad	-0.14506283339644024	29	70
CABIN1	ENSP00000263119	0.7860857748784502	coad	0.28242787902398253	12	35
ISLR	ENSP00000249842	0.7860857748784502	coad	0.13535123403984095	29	70
ITGA3	ENSP00000315190	0.7860857748784502	coad	0.0939764705304505	29	70
USP3	ENSP00000268049	0.7860857748784502	coad	0.1461896920170108	18	47
ITGA5	ENSP00000293379	0.7860857748784502	coad	0.4228803065717005	29	70
ITGA7	ENSP00000452120	0.7860857748784502	coad	0.2404549580492562	29	70
ITGB1	ENSP00000303351	0.7860857748784502	coad	0.26104104077158	29	70
IVNS1ABP	ENSP00000356468	0.7860857748784502	coad	-0.11788004644881184	26	61
CACNA2D1	ENSP00000348589	0.7860857748784502	coad	0.2296551329033082	29	70
USP28	ENSP00000003302	0.7860857748784502	coad	0.31006184800078074	9	23
UTP23	ENSP00000308332	0.7860857748784502	coad	0.1652186867366725	21	40
SSNA1	ENSP00000313752	0.7860857748784502	coad	0.12532951516270852	29	70
HPGD	ENSP00000296522	0.7860857748784502	coad	-0.1635485214452868	29	70
GTF2A2	ENSP00000379372	0.7860857748784502	coad	-0.10642410109363644	26	61
CD109	ENSP00000287097	0.7860857748784502	coad	0.18064714570378182	29	70
SUB1	ENSP00000265073	0.7860857748784502	coad	-0.09415637237545849	29	70
UGT1A10	ENSP00000343838	0.7860857748784502	coad	-0.40212692019799545	29	70
GTF3C1	ENSP00000348510	0.7860857748784502	coad	-0.05566921265057383	29	70
STX7	ENSP00000356914	0.7860857748784502	coad	0.05832593967997998	29	70
STX4	ENSP00000317714	0.7860857748784502	coad	0.06918901033319894	29	70
GUF1	ENSP00000281543	0.7860857748784502	coad	-0.07775839684130872	29	70
GZMA	ENSP00000274306	0.7860857748784502	coad	-0.28346221345932643	29	70
UGT2A3	ENSP00000251566	0.7860857748784502	coad	-0.28570477346968653	29	70
CCR10	ENSP00000332504	0.7860857748784502	coad	-0.8141343324508471	4	6
H2AC21	ENSP00000332790	0.7860857748784502	coad	-0.14974189955526593	29	70
STT3B	ENSP00000295770	0.7860857748784502	coad	-0.09871142692004847	29	70
STT3A	ENSP00000376472	0.7860857748784502	coad	-0.11500039426458676	29	70
CCNK	ENSP00000374529	0.7860857748784502	coad	0.09093472526897818	29	70
CD151	ENSP00000324101	0.7860857748784502	coad	0.21807791565738477	29	70
GTF2A1	ENSP00000452454	0.7860857748784502	coad	-0.12095003368437894	27	63
SUGP2	ENSP00000337926	0.7860857748784502	coad	0.09685211036576978	29	70
SUGT1	ENSP00000308067	0.7860857748784502	coad	0.0482320373937431	29	70
GPATCH2	ENSP00000355901	0.7860857748784502	coad	0.5114664156390253	4	11
CD53	ENSP00000271324	0.7860857748784502	coad	-0.179948459179517	29	70
GPC1	ENSP00000264039	0.7860857748784502	coad	0.12452050556409705	29	70
CD48	ENSP00000357025	0.7860857748784502	coad	-0.2124089019403389	29	70
SUPT6H	ENSP00000319104	0.7860857748784502	coad	-0.0579066673934452	29	70
SUPT5H	ENSP00000352117	0.7860857748784502	coad	-0.04658977663976671	29	70
CD44	ENSP00000389830	0.7860857748784502	coad	0.12610789601649464	29	70
STRN3	ENSP00000347909	0.7860857748784502	coad	0.12963988948465344	29	70
SUPT16H	ENSP00000216297	0.7860857748784502	coad	-0.07209798401378087	29	70
GPT	ENSP00000378408	0.7860857748784502	coad	-0.23066220401535137	27	69
SUN1	ENSP00000384116	0.7860857748784502	coad	0.06074410467638752	29	70
GREM2	ENSP00000318650	0.7860857748784502	coad	0.1870184605557642	24	62
SULT1C2	ENSP00000251481	0.7860857748784502	coad	0.23364091375654855	12	26
SULT1B1	ENSP00000308770	0.7860857748784502	coad	-0.19281399364909158	29	70
SULT1A1	ENSP00000321988	0.7860857748784502	coad	-0.4229146038474358	29	70
GSPT1	ENSP00000398131	0.7860857748784502	coad	0.05692429667727662	29	70
CD38	ENSP00000226279	0.7860857748784502	coad	-0.1751315160132961	29	70
HAUS2	ENSP00000260372	0.7860857748784502	coad	0.298860357301707	15	46
STRAP	ENSP00000392270	0.7860857748784502	coad	0.07809483795562316	29	70
CCL20	ENSP00000351671	0.7860857748784502	coad	0.4301173613555498	7	24
CCDC124	ENSP00000408730	0.7860857748784502	coad	0.07904494191906143	29	70
HMGA2	ENSP00000384026	0.7860857748784502	coad	0.20794029822472992	23	63
UNC13D	ENSP00000207549	0.7860857748784502	coad	-0.083662587670194	29	70
HMGCS2	ENSP00000358414	0.7860857748784502	coad	-0.3309686831794131	29	70
HMOX1	ENSP00000216117	0.7860857748784502	coad	-0.1588765228526562	29	70
CBX8	ENSP00000269385	0.7860857748784502	coad	0.12271819415947244	23	62
CBX5	ENSP00000209875	0.7860857748784502	coad	-0.090211065481251	29	70
HMCN2	ENSP00000485357	0.7860857748784502	coad	0.23407793871361354	29	70
CBX4	ENSP00000269397	0.7860857748784502	coad	-0.4165671670645279	5	19
HNRNPA0	ENSP00000316042	0.7860857748784502	coad	-0.08464549600598426	29	70
UPP1	ENSP00000330032	0.7860857748784502	coad	-0.13803238126775638	29	70
HNRNPD	ENSP00000305860	0.7860857748784502	coad	-0.14827697612217006	28	68
ST13	ENSP00000216218	0.7860857748784502	coad	0.07181847165558208	29	70
SST	ENSP00000287641	0.7860857748784502	coad	0.41620816992016574	18	49
SSRP1	ENSP00000278412	0.7860857748784502	coad	-0.07174618008477152	29	70
HOPX	ENSP00000315198	0.7860857748784502	coad	0.2732969090049901	29	70
HNF4G	ENSP00000346339	0.7860857748784502	coad	0.6782033142440642	6	26
CAVIN3	ENSP00000307292	0.7860857748784502	coad	0.20758612074026916	29	70
HMCN1	ENSP00000271588	0.7860857748784502	coad	0.3397966432477073	18	47
HLA-A	ENSP00000366002	0.7860857748784502	coad	-0.2136074828095655	29	70
HDAC1	ENSP00000362649	0.7860857748784502	coad	-0.09119284771641598	29	70
STK11IP	ENSP00000389383	0.7860857748784502	coad	0.2478901594933001	20	48
HEBP1	ENSP00000014930	0.7860857748784502	coad	-0.1691585262767643	29	70
HERPUD1	ENSP00000300302	0.7860857748784502	coad	-0.27444086219514496	22	50
CCDC88A	ENSP00000263630	0.7860857748784502	coad	-0.3040975363340919	25	59
UHRF2	ENSP00000276893	0.7860857748784502	coad	0.0933822131543457	27	67
HGSNAT	ENSP00000368965	0.7860857748784502	coad	0.16105727579881654	12	29
HLA-DRB1	ENSP00000353099	0.7860857748784502	coad	-0.17424018467252822	29	70
HIF1AN	ENSP00000299163	0.7860857748784502	coad	0.0846182699036426	26	61
STAU1	ENSP00000323443	0.7860857748784502	coad	0.053094037724483734	29	70
ULK3	ENSP00000400312	0.7860857748784502	coad	-0.12922506854253105	25	57
HIRA	ENSP00000263208	0.7860857748784502	coad	-0.31021681797752776	15	44
CCDC43	ENSP00000323782	0.7860857748784502	coad	0.07695062703772135	29	70
STAT5A	ENSP00000341208	0.7860857748784502	coad	-0.0730286773050458	29	70
STARD13	ENSP00000255486	0.7860857748784502	coad	0.30029095096874525	18	43
UMPS	ENSP00000232607	0.7860857748784502	coad	-0.05525535628420519	29	70
CCDC6	ENSP00000263102	0.7860857748784502	coad	0.09075038096830619	29	70
GPAT4	ENSP00000380184	0.7860857748784502	coad	0.08569548015486375	29	55
C6orf136	ENSP00000293604	0.7860857748784502	coad	-0.2052915220613555	16	37
C6orf120	ENSP00000346931	0.7860857748784502	coad	0.20721936038244798	5	23
SLC9A1	ENSP00000263980	0.7860857748784502	coad	0.10530949686665037	27	67
VPS41	ENSP00000309457	0.7860857748784502	coad	-0.06545393466007521	29	70
VPS4A	ENSP00000254950	0.7860857748784502	coad	0.09372559920144383	29	70
BIN2	ENSP00000483983	0.7860857748784502	coad	-0.1021757779630016	29	70
MAPK7	ENSP00000311005	0.7860857748784502	coad	0.33170407827140064	6	13
MAPRE1	ENSP00000364721	0.7860857748784502	coad	0.11656988272949279	29	70
SLC7A6OS	ENSP00000263997	0.7860857748784502	coad	0.6362314231635932	4	11
MARVELD1	ENSP00000441365	0.7860857748784502	coad	0.4477227301548648	6	20
MATN2	ENSP00000429977	0.7860857748784502	coad	0.1485352520489014	29	70
MBNL1	ENSP00000282486	0.7860857748784502	coad	-0.11397613159751713	29	70
SLC3A2	ENSP00000367121	0.7860857748784502	coad	-0.09859135850490541	29	70
SLC35D1	ENSP00000235345	0.7860857748784502	coad	-0.8426285477908231	4	18
VPS72	ENSP00000491718	0.7860857748784502	coad	-0.4419576123994578	10	28
ME2	ENSP00000321070	0.7860857748784502	coad	-0.10516070425591369	29	70
VRK1	ENSP00000216639	0.7860857748784502	coad	-0.08295900410967882	29	70
MAPK1	ENSP00000215832	0.7860857748784502	coad	0.06824406552177353	29	70
SLC9A3	ENSP00000264938	0.7860857748784502	coad	-0.45096081676330413	20	53
MAP4	ENSP00000407602	0.7860857748784502	coad	0.12678605168827023	29	70
MAP3K6	ENSP00000363152	0.7860857748784502	coad	0.4194604021901109	10	36
BPTF	ENSP00000307208	0.7860857748784502	coad	0.17623081429284057	29	70
MACF1	ENSP00000455274	0.7860857748784502	coad	0.0674606278461973	29	70
MACROD2	ENSP00000217246	0.7860857748784502	coad	0.25934841619122795	18	42
SMAD1	ENSP00000305769	0.7860857748784502	coad	0.18095587552729572	10	27
MADD	ENSP00000304505	0.7860857748784502	coad	0.1831699051137047	18	53
BORCS6	ENSP00000373669	0.7860857748784502	coad	0.20560407794571384	23	59
MALT1	ENSP00000304161	0.7860857748784502	coad	0.4175191173433983	7	20
MED30	ENSP00000297347	0.7860857748784502	coad	-0.1464242678037429	15	43
SLK	ENSP00000336824	0.7860857748784502	coad	0.09947642953621574	29	70
MANBAL	ENSP00000362707	0.7860857748784502	coad	0.13146548081221113	27	63
SLFN5	ENSP00000299977	0.7860857748784502	coad	-0.07797367644935865	29	70
MAP1A	ENSP00000300231	0.7860857748784502	coad	0.21390258213693236	29	70
MAP1LC3A	ENSP00000353886	0.7860857748784502	coad	0.21290054891495724	24	56
MAP2K1	ENSP00000302486	0.7860857748784502	coad	0.07472232631086632	29	70
MAP3K4	ENSP00000297332	0.7860857748784502	coad	0.19467766603044445	17	46
MAP3K5	ENSP00000351908	0.7860857748784502	coad	0.13443825546440227	15	45
BOLA1	ENSP00000358146	0.7860857748784502	coad	0.16224811345061527	24	52
SLC2A13	ENSP00000280871	0.7860857748784502	coad	0.35474719336411303	7	20
SLC27A2	ENSP00000267842	0.7860857748784502	coad	-0.20221534584308617	29	70
METTL14	ENSP00000373474	0.7860857748784502	coad	0.2131656586261963	27	66
MLYCD	ENSP00000262430	0.7860857748784502	coad	-0.0805291835468046	29	70
B3GNT7	ENSP00000287590	0.7860857748784502	coad	0.45018006855255194	24	47
MMACHC	ENSP00000383840	0.7860857748784502	coad	0.6526329443700056	4	21
MME	ENSP00000353679	0.7860857748784502	coad	-0.19684808019730993	29	70
B3GLCT	ENSP00000343002	0.7860857748784502	coad	-0.10655581069131272	29	70
SLBP	ENSP00000316490	0.7860857748784502	coad	-0.3593872830436847	11	35
MNDA	ENSP00000357123	0.7860857748784502	coad	-0.184184789904844	29	70
B4GALNT2	ENSP00000300404	0.7860857748784502	coad	-0.4161002404693755	18	52
MOCS1	ENSP00000344794	0.7860857748784502	coad	-0.5487221064269987	10	26
WARS2	ENSP00000235521	0.7860857748784502	coad	-0.1020471581850172	29	70
SIRPA	ENSP00000348307	0.7860857748784502	coad	0.17303126258655266	17	42
WASF2	ENSP00000483313	0.7860857748784502	coad	-0.053187915240961475	29	70
MRAS	ENSP00000289104	0.7860857748784502	coad	0.29034397999451467	12	34
AUP1	ENSP00000366748	0.7860857748784502	coad	-0.05646445454573126	29	70
SIKE1	ENSP00000060969	0.7860857748784502	coad	0.469151708994222	7	16
ATXN7L3B	ENSP00000430000	0.7860857748784502	coad	0.12737840920434754	19	49
SIRT5	ENSP00000476228	0.7860857748784502	coad	0.13611631509101615	29	70
MACC1	ENSP00000328410	0.7860857748784502	coad	0.18854440569752645	19	49
B4GALT1	ENSP00000369055	0.7860857748784502	coad	0.10734869767473232	29	70
MISP3	ENSP00000269720	0.7860857748784502	coad	0.10496435973545362	29	70
METTL26	ENSP00000445926	0.7860857748784502	coad	0.1148199717098919	29	70
METTL3	ENSP00000298717	0.7860857748784502	coad	0.09265148719722795	29	70
METTL7A	ENSP00000331787	0.7860857748784502	coad	-0.1149012102411866	29	70
METTL7B	ENSP00000377796	0.7860857748784502	coad	-0.21580478089772168	29	70
MFN2	ENSP00000235329	0.7860857748784502	coad	0.05465860797673089	29	70
VTI1A	ENSP00000376792	0.7860857748784502	coad	0.13331714446219575	27	67
MGLL	ENSP00000381176	0.7860857748784502	coad	-0.1364566666021794	29	70
ZYX	ENSP00000324422	0.7860857748784502	coad	0.2151807698399974	29	70
SLC25A20	ENSP00000326305	0.7860857748784502	coad	-0.07800122881284681	29	70
SLC25A17	ENSP00000385303	0.7860857748784502	coad	-0.32806466716215077	11	37
BAG6	ENSP00000211379	0.7860857748784502	coad	0.035078893848184745	29	70
BAG5	ENSP00000299204	0.7860857748784502	coad	0.0647409248761554	29	70
VWA1	ENSP00000417185	0.7860857748784502	coad	0.23266687316968543	29	70
BAG3	ENSP00000358081	0.7860857748784502	coad	0.19980608295916547	29	70
MICALL2	ENSP00000297508	0.7860857748784502	coad	0.0857253474234237	29	70
MIER3	ENSP00000370596	0.7860857748784502	coad	0.7236675270408914	4	12
SLC25A19	ENSP00000319574	0.7860857748784502	coad	-0.10074002553468146	27	66
SORBS2	ENSP00000396008	0.7860857748784502	coad	0.3731424656205669	29	70
LZTFL1	ENSP00000296135	0.7860857748784502	coad	0.0698384762936239	29	70
LYN	ENSP00000428924	0.7860857748784502	coad	-0.0723086880928687	29	70
C1orf50	ENSP00000361603	0.7860857748784502	coad	-0.14893501043424695	29	70
C1orf21	ENSP00000235307	0.7860857748784502	coad	0.18622564963951804	23	44
C1orf198	ENSP00000355623	0.7860857748784502	coad	0.1583992962682346	29	70
KNTC1	ENSP00000328236	0.7860857748784502	coad	0.4629990542955378	19	57
VAPB	ENSP00000417175	0.7860857748784502	coad	0.04842884358581738	29	70
VARS2	ENSP00000316092	0.7860857748784502	coad	0.09344587641716673	29	70
SNTB2	ENSP00000338191	0.7860857748784502	coad	0.10906036412056341	29	70
KRT20	ENSP00000167588	0.7860857748784502	coad	-0.28734050748696177	29	70
SNRPG	ENSP00000272348	0.7860857748784502	coad	-0.08230151356554868	29	70
KRT80	ENSP00000369361	0.7860857748784502	coad	0.25462273666082036	21	52
KTN1	ENSP00000378725	0.7860857748784502	coad	0.0434847716117249	29	70
LACTB	ENSP00000261893	0.7860857748784502	coad	-0.12710716623052914	29	70
LAMA5	ENSP00000252999	0.7860857748784502	coad	0.23119207078709358	29	70
LAMB2	ENSP00000307156	0.7860857748784502	coad	0.24113338963567899	29	70
LAMC1	ENSP00000258341	0.7860857748784502	coad	0.20361708856407923	29	70
SNX16	ENSP00000322631	0.7860857748784502	coad	-0.19900933658230457	8	28
KLK1	ENSP00000301420	0.7860857748784502	coad	-0.24066040452172982	25	60
KLHL42	ENSP00000370671	0.7860857748784502	coad	0.212207042126568	21	57
C2CD2L	ENSP00000338885	0.7860857748784502	coad	-0.23207045648254165	5	12
SORBS2	ENSP00000377162	0.7860857748784502	coad	0.27728036759040997	23	48
SORBS2	ENSP00000322182	0.7860857748784502	coad	0.3277790975620286	29	70
KIF5A	ENSP00000408979	0.7860857748784502	coad	0.4411013986681601	21	51
UTP4	ENSP00000327179	0.7860857748784502	coad	-0.07902616333331786	29	70
KIF5B	ENSP00000307078	0.7860857748784502	coad	0.05033997941977813	29	70
UTP6	ENSP00000261708	0.7860857748784502	coad	-0.08686378230589414	29	70
SOD3	ENSP00000371554	0.7860857748784502	coad	0.2693176865333108	29	70
LCP1	ENSP00000315757	0.7860857748784502	coad	-0.17383422678789168	29	70
KIFBP	ENSP00000354848	0.7860857748784502	coad	0.09648647457825413	29	70
C3orf38	ENSP00000322469	0.7860857748784502	coad	0.14485983971897362	29	70
KLC1	ENSP00000334618	0.7860857748784502	coad	-0.568587369586743	14	51
KLC2	ENSP00000314837	0.7860857748784502	coad	0.10230053011119586	29	70
SNX6	ENSP00000498872	0.7860857748784502	coad	-0.05346749536455206	29	70
KLF16	ENSP00000250916	0.7860857748784502	coad	0.20929690158543557	8	31
C2CD5	ENSP00000334229	0.7860857748784502	coad	-0.06986894112172178	29	70
KLHL36	ENSP00000456743	0.7860857748784502	coad	-0.5558046902904796	12	33
SOD2	ENSP00000356022	0.7860857748784502	coad	0.7322893633839801	4	17
LDB3	ENSP00000355296	0.7860857748784502	coad	0.29071648085238366	29	70
VCAN	ENSP00000265077	0.7860857748784502	coad	0.30302718631664205	29	70
C18orf25	ENSP00000480074	0.7860857748784502	coad	0.3710604495938827	15	32
LRCH1	ENSP00000308493	0.7860857748784502	coad	0.10994025212586842	29	70
LRIF1	ENSP00000358778	0.7860857748784502	coad	-0.1929628364335328	16	34
LRMDA	ENSP00000480240	0.7860857748784502	coad	-0.1612353042193863	17	49
BST2	ENSP00000252593	0.7860857748784502	coad	0.12077498178325136	29	70
SMPD1	ENSP00000340409	0.7860857748784502	coad	-0.5115847643072475	14	31
LRRC41	ENSP00000343298	0.7860857748784502	coad	-0.10866451027144793	23	62
LRRC58	ENSP00000295628	0.7860857748784502	coad	0.3878370390031067	4	7
SMPD4	ENSP00000386531	0.7860857748784502	coad	-0.04638445779889663	29	70
LRRC75A	ENSP00000419502	0.7860857748784502	coad	0.3249265410809124	7	20
LRRK2	ENSP00000298910	0.7860857748784502	coad	0.9458892738943483	6	16
LSM14A	ENSP00000413964	0.7860857748784502	coad	0.05729190344074291	29	70
SMCR8	ENSP00000385025	0.7860857748784502	coad	-0.3849048497370264	4	13
LTBP1	ENSP00000385359	0.7860857748784502	coad	0.23233835276277676	22	58
LTBP4	ENSP00000380031	0.7860857748784502	coad	0.09465227737966689	29	70
SMARCD1	ENSP00000378414	0.7860857748784502	coad	-0.23835724570165245	21	59
SMARCB1	ENSP00000383984	0.7860857748784502	coad	-0.07160774665388518	29	70
BRMS1L	ENSP00000216807	0.7860857748784502	coad	-0.2225798191427879	10	16
LYRM1	ENSP00000219168	0.7860857748784502	coad	0.1805231746026404	14	34
LRATD1	ENSP00000295092	0.7860857748784502	coad	0.11696249393227016	26	67
LPA	ENSP00000321334	0.7860857748784502	coad	-0.3389825232885048	29	70
LDB3	ENSP00000401437	0.7860857748784502	coad	0.36080532069632965	24	55
LEFTY1	ENSP00000272134	0.7860857748784502	coad	0.26946079449485666	15	44
VDR	ENSP00000378734	0.7860857748784502	coad	-0.25597613581753587	8	24
LGALS1	ENSP00000215909	0.7860857748784502	coad	0.23723278515826685	29	70
LGALS4	ENSP00000302100	0.7860857748784502	coad	-0.1960426650643148	29	70
SNAP29	ENSP00000215730	0.7860857748784502	coad	0.053544887301285427	29	70
LIG1	ENSP00000263274	0.7860857748784502	coad	-0.10093924632691409	29	70
VIRMA	ENSP00000297591	0.7860857748784502	coad	-0.07659026541337194	29	70
LILRB5	ENSP00000320390	0.7860857748784502	coad	-0.1875611861953113	29	70
SMYD4	ENSP00000304360	0.7860857748784502	coad	-0.35056014971272903	5	12
LLPH	ENSP00000266604	0.7860857748784502	coad	0.14289180151628533	20	61
LMAN2L	ENSP00000264963	0.7860857748784502	coad	0.05958667205806217	29	70
LMBRD2	ENSP00000296603	0.7860857748784502	coad	0.2617067596552173	12	25
LMF1	ENSP00000262301	0.7860857748784502	coad	0.11402041866848311	29	70
CSK	ENSP00000220003	0.7860857748784502	coad	-0.08353860326165652	29	70
LNPK	ENSP00000272748	0.7860857748784502	coad	0.13217414975967154	29	70
LIMS1	ENSP00000437912	0.7860857748784502	coad	0.19514212831509758	29	70
MRPL18	ENSP00000356001	0.7860857748784502	coad	-0.10345540814388618	29	70
CD6	ENSP00000323280	0.7860857748784502	coad	0.6475720658965768	5	15
SYBU	ENSP00000276646	0.7860857748784502	coad	0.20656207527742387	6	20
TNC	ENSP00000265131	0.7860857748784502	coad	0.386099280862769	29	70
TMX4	ENSP00000246024	0.7860857748784502	coad	0.09501388690726006	29	70
DUSP23	ENSP00000357087	0.7860857748784502	coad	0.04621567053397323	29	70
TMX3	ENSP00000299608	0.7860857748784502	coad	0.07749729117465459	29	70
DYNC1H1	ENSP00000348965	0.7860857748784502	coad	0.06289388198492998	29	70
COL16A1	ENSP00000362776	0.7860857748784502	coad	0.15376220906378818	29	70
DYNC1I2	ENSP00000386591	0.7860857748784502	coad	0.07224115324905211	29	70
DYNC1LI2	ENSP00000258198	0.7860857748784502	coad	0.12632801014656292	29	70
COL12A1	ENSP00000325146	0.7860857748784502	coad	0.313612164931657	29	70
DYNLL1	ENSP00000242577	0.7860857748784502	coad	0.12253522069896243	29	70
DYNLL2	ENSP00000477310	0.7860857748784502	coad	0.1452020530805757	29	70
DYSF	ENSP00000377678	0.7860857748784502	coad	0.17612081154696974	29	70
COG8	ENSP00000497669	0.7860857748784502	coad	0.07420368238942024	29	70
TMUB1	ENSP00000499339	0.7860857748784502	coad	0.09669589058897109	27	68
ECE1	ENSP00000264205	0.7860857748784502	coad	0.08107382286224538	29	70
DTWD2	ENSP00000425048	0.7860857748784502	coad	-0.2393716847807833	9	31
COL3A1	ENSP00000304408	0.7860857748784502	coad	0.16681103073163814	29	70
TNFAIP2	ENSP00000332326	0.7860857748784502	coad	-0.09335586392004924	29	70
COL4A2	ENSP00000353654	0.7860857748784502	coad	0.18063914927655073	29	70
DOCK7	ENSP00000251157	0.7860857748784502	coad	0.04774116340287481	29	70
COMMD6	ENSP00000366841	0.7860857748784502	coad	0.10220500056592985	29	70
DOLPP1	ENSP00000361625	0.7860857748784502	coad	0.1704782531091473	25	60
TTC22	ENSP00000360323	0.7860857748784502	coad	-0.5706341047253386	9	28
TOM1	ENSP00000394466	0.7860857748784502	coad	-0.053250756875749414	29	70
TNXB	ENSP00000497649	0.7860857748784502	coad	0.23563998677524023	29	70
TTC27	ENSP00000313953	0.7860857748784502	coad	0.09910331004641722	27	67
TTC39B	ENSP00000370231	0.7860857748784502	coad	-0.09513772196154477	29	70
TNS1	ENSP00000493967	0.7860857748784502	coad	0.26420463032483676	29	70
TNPO1	ENSP00000336712	0.7860857748784502	coad	0.043988963567410215	29	70
DPYSL3	ENSP00000343690	0.7860857748784502	coad	0.26330344151738766	29	70
