,gain,neutral,loss
MIR34A,0,54,51
MIR34B,11,84,10
MIR34C,11,84,10
MIR3529,1,76,28
MIR3545,4,60,41
MIR3591,2,36,67
MIR3605,3,77,25
MIR3606,25,78,2
MIR3607,3,85,17
MIR3609,32,54,19
MIR3610,56,45,4
MIR3612,15,84,6
MIR3613,48,46,11
MIR3614,16,77,12
MIR3615,11,78,16
MIR3616,69,28,8
MIR3618,6,73,26
MIR3619,3,73,29
MIR362,25,78,2
MIR3620,19,82,4
MIR3621,20,73,12
MIR3622A,16,44,45
MIR3622B,16,44,45
MIR363,25,78,2
MIR3646,70,32,3
MIR3648,11,74,20
MIR3649,19,71,15
MIR3650,17,84,4
MIR3651,12,78,15
MIR3652,15,85,5
MIR3653,2,61,42
MIR3654,10,72,23
MIR3655,10,84,11
MIR3656,10,70,25
MIR3658,25,77,3
MIR3659,1,80,24
MIR365A,10,71,24
MIR365B,8,64,33
MIR3660,3,84,18
MIR3661,1,65,39
MIR3662,9,78,18
MIR3663,4,82,19
MIR3664,11,88,6
MIR3665,58,45,2
MIR3666,51,53,1
MIR3668,10,86,9
MIR367,2,63,40
MIR3671,1,85,19
MIR3675,1,67,37
MIR3677,15,80,10
MIR3678,12,65,28
MIR3679,22,81,2
MIR3680-1,5,71,29
MIR3682,15,65,25
MIR3684,2,84,19
MIR3685,9,69,27
MIR3687,11,74,20
MIR3688-1,4,78,23
MIR3688-2,4,78,23
MIR3689A,16,74,15
MIR3689B,16,74,15
MIR3689C,16,74,15
MIR3689D1,16,74,15
MIR3689D2,16,74,15
MIR3689E,16,74,15
MIR3689F,16,74,15
MIR369,10,64,31
MIR3690,25,78,2
MIR3691,20,78,7
MIR3692,9,87,9
MIR3714,13,86,6
MIR371A,8,50,47
MIR371B,8,50,47
MIR372,8,50,47
MIR373,8,50,47
MIR374A,25,78,2
MIR374B,25,78,2
MIR374C,25,78,2
MIR375,24,77,4
MIR376A1,10,64,31
MIR376A2,10,64,31
MIR376B,10,64,31
MIR376C,10,64,31
MIR377,10,64,31
MIR378C,6,86,13
MIR378D1,4,78,23
MIR378D2,54,46,5
MIR378E,12,84,9
MIR378F,0,58,47
MIR378J,7,68,30
MIR379,10,64,31
MIR380,10,64,31
MIR381,10,64,31
MIR381HG,10,64,31
MIR382,10,64,31
MIR383,16,43,46
MIR384,25,78,2
MIR3907,52,51,2
MIR3908,9,55,41
MIR3909,3,72,30
MIR3910-1,14,78,13
MIR3910-2,14,78,13
MIR3911,18,68,19
MIR3912,6,88,11
MIR3913-1,14,74,17
MIR3913-2,14,74,17
MIR3914-1,22,53,30
MIR3914-2,22,53,30
MIR3916,17,74,14
MIR3917,0,57,48
MIR3918,8,86,11
MIR3919,14,88,3
MIR3920,15,82,8
MIR3921,12,91,2
MIR3922,13,84,8
MIR3924,2,89,14
MIR3925,18,71,16
MIR3926-1,18,46,41
MIR3926-2,18,46,41
MIR3928,2,63,40
MIR3935,14,84,7
MIR3936,12,78,15
MIR3938,9,90,6
MIR3939,25,77,3
MIR3940,6,53,46
MIR3941,4,86,15
MIR3942,0,67,38
MIR3943,59,44,2
MIR3944,10,85,10
MIR3945,5,73,27
MIR3960,17,70,18
MIR3973,22,80,3
MIR3974,19,79,7
MIR3975,3,42,60
MIR3976,4,41,60
MIR3977,3,87,15
MIR3978,25,78,2
MIR409,10,64,31
MIR410,10,64,31
MIR411,10,64,31
MIR412,10,64,31
MIR421,25,78,2
MIR423,8,63,34
MIR424,25,78,2
MIR425,7,52,46
MIR4251,1,74,30
MIR4252,2,63,40
MIR4253,1,60,44
MIR4254,4,64,37
MIR4255,2,80,23
MIR4256,0,72,33
MIR4257,16,54,35
MIR4258,30,70,5
MIR4260,26,75,4
MIR4261,20,82,3
MIR4262,26,76,3
MIR4263,15,81,9
MIR4264,21,83,1
MIR4265,20,83,2
MIR4266,20,83,2
MIR4267,23,80,2
MIR4268,19,84,2
MIR4269,23,80,2
MIR4270,5,89,11
MIR4271,6,52,47
MIR4272,7,92,6
MIR4273,11,89,5
MIR4274,5,76,24
MIR4275,3,81,21
MIR4276,3,76,26
MIR4277,30,66,9
MIR4278,29,68,8
MIR4279,14,62,29
MIR4280,3,84,18
MIR4281,5,84,16
MIR4282,11,81,13
MIR4283-1,36,40,29
MIR4283-2,36,40,29
MIR4284,28,49,28
MIR4285,33,54,18
MIR4287,16,42,47
MIR4288,14,44,47
MIR4289,16,77,12
MIR429,4,78,23
MIR4290,16,81,8
MIR4291,14,81,10
MIR4292,20,74,11
MIR4294,21,76,8
MIR4295,2,84,19
MIR4296,2,85,18
MIR4297,5,88,12
MIR4298,14,86,5
MIR4299,23,79,3
MIR4300,13,86,6
MIR4301,22,76,7
MIR4302,19,81,5
MIR4303,13,88,4
MIR4304,10,59,36
MIR4305,57,46,2
MIR4306,57,43,5
MIR4307,7,67,31
MIR4308,6,62,37
MIR4309,2,54,49
MIR431,6,68,31
MIR4310,8,47,50
MIR4311,1,62,42
MIR4312,0,72,33
MIR4313,0,66,39
MIR4314,2,42,61
MIR4315-1,10,62,33
MIR4315-2,10,62,33
MIR4316,12,76,17
MIR4317,3,41,61
MIR4318,4,44,57
MIR4319,5,38,62
MIR432,6,68,31
MIR4320,5,38,62
MIR4321,8,64,33
MIR4322,7,55,43
MIR4323,17,81,7
MIR4324,8,68,29
MIR4325,73,32,0
MIR4326,70,33,2
MIR4327,3,77,25
MIR4328,25,78,2
MIR4329,25,78,2
MIR433,6,68,31
MIR4330,25,78,2
MIR4417,1,75,29
MIR4420,1,67,37
MIR4422,3,86,16
MIR4423,2,85,18
MIR4424,19,75,11
MIR4426,17,66,22
MIR4427,19,81,5
MIR4429,22,80,3
MIR4432,24,78,3
MIR4434,19,84,2
MIR4435-1,26,76,3
MIR4435-1HG,24,80,1
MIR4435-2,26,76,3
MIR4436A,29,75,1
MIR4436B1,23,80,2
MIR4437,21,82,2
MIR4439,19,85,1
MIR4440,23,79,3
MIR4441,23,79,3
MIR4442,9,89,7
MIR4443,5,54,46
MIR4444-1,21,82,2
MIR4446,10,82,13
MIR4449,3,83,19
MIR4450,6,86,13
MIR4451,3,82,20
MIR4453,3,80,22
MIR4454,29,69,7
MIR4456,41,58,6
MIR4457,32,65,8
MIR4458,29,68,8
MIR4458HG,29,68,8
MIR4460,2,86,17
MIR4461,4,56,45
MIR4462,17,75,13
MIR4464,13,83,9
MIR4465,10,87,8
MIR4466,9,87,9
MIR4467,37,54,14
MIR4468,35,49,21
MIR4469,30,57,18
MIR4470,49,53,3
MIR4471,49,51,5
MIR4472-1,55,43,7
MIR4472-2,9,74,22
MIR4473,20,76,9
MIR4474,19,77,9
MIR4475,15,77,13
MIR4476,15,77,13
MIR4478,15,76,14
MIR4479,20,74,11
MIR448,25,78,2
MIR4480,3,75,27
MIR4482-1,7,82,16
MIR4483,3,84,18
MIR4484,4,87,14
MIR4485,24,78,3
MIR4486,31,71,3
MIR4488,7,84,14
MIR4489,9,80,16
MIR4490,14,83,8
MIR4491,11,88,6
MIR4492,8,73,24
MIR4493,6,73,26
MIR4497,8,75,22
MIR4498,12,60,33
MIR4499,54,49,2
MIR449A,3,81,21
MIR449B,3,81,21
MIR449C,3,81,21
MIR4500,58,46,1
MIR4500HG,58,46,1
MIR4503,6,68,31
MIR4505,2,50,53
MIR4508,1,62,42
MIR4509-1,1,58,46
MIR4509-2,1,58,46
MIR450A1,25,78,2
MIR450A2,25,78,2
MIR450B,25,78,2
MIR4510,2,68,35
MIR4511,0,47,58
MIR4513,0,65,40
MIR4514,2,75,28
MIR4515,1,63,41
MIR4516,16,79,10
MIR4517,13,73,19
MIR4518,19,67,19
MIR4519,18,68,19
MIR451A,12,72,21
MIR451B,12,72,21
MIR452,25,78,2
MIR4520A,0,40,65
MIR4520B,0,40,65
MIR4521,2,42,61
MIR4522,13,76,16
MIR4523,7,62,36
MIR4524A,15,77,13
MIR4524B,15,77,13
MIR4526,5,44,56
MIR4529,2,37,66
MIR4530,15,69,21
MIR4531,11,74,20
MIR4532,73,32,0
MIR4533,72,33,0
MIR4534,4,63,38
MIR4535,2,69,34
MIR4536-1,25,78,2
MIR454,9,40,56
MIR4540,15,77,13
MIR455,18,77,10
MIR4632,0,66,39
MIR4633,3,86,16
MIR4634,3,85,17
MIR4635,32,65,8
MIR4636,31,66,8
MIR4637,25,72,8
MIR4638,8,83,14
MIR4639,19,80,6
MIR4640,9,87,9
MIR4641,22,79,4
MIR4642,24,77,4
MIR4643,13,83,9
MIR4644,22,77,6
MIR4645,25,74,6
MIR4646,9,87,9
MIR4647,25,76,4
MIR4648,53,49,3
MIR4649,60,42,3
MIR4650-1,28,41,36
MIR4651,25,50,30
MIR4652,59,44,2
MIR4653,31,51,23
MIR4654,26,77,2
MIR4655,59,43,3
MIR4656,39,45,21
MIR4657,55,43,7
MIR4658,39,52,14
MIR4659A,17,44,44
MIR4659B,17,44,44
MIR4660,19,42,44
MIR4661,54,46,5
MIR4663,50,46,9
MIR4664,55,45,5
MIR4665,17,72,16
MIR4666A,18,81,6
MIR4667,20,75,10
MIR4668,12,63,30
MIR4669,15,74,16
MIR4670,12,76,17
MIR4671,20,80,5
MIR4672,17,70,18
MIR4673,17,77,11
MIR4674,17,77,11
MIR4675,5,80,20
MIR4676,1,54,50
MIR4677,18,80,7
MIR4678,1,74,30
MIR4679-1,5,83,17
MIR4679-2,5,83,17
MIR4680,7,82,16
MIR4681,2,83,20
MIR4682,2,82,21
MIR4683,3,90,12
MIR4684,0,61,44
MIR4685,3,80,22
MIR4686,16,86,3
MIR4687,9,85,11
MIR4688,8,79,18
MIR4689,1,74,30
MIR4690,9,80,16
MIR4691,14,83,8
MIR4692,11,84,10
MIR4693,14,84,7
MIR4694,31,71,3
MIR4695,0,69,36
MIR4696,11,86,8
MIR4697,25,73,7
MIR4697HG,25,73,7
MIR4698,15,86,4
MIR4699,14,87,4
MIR4700,9,58,38
MIR4701,10,71,24
MIR4703,58,45,2
MIR4705,62,42,1
MIR4706,6,67,32
MIR4707,10,63,32
MIR4708,6,65,34
MIR4709,4,57,44
MIR4710,7,61,37
MIR4711,16,75,14
MIR4712,3,37,65
MIR4713,7,66,32
MIR4714,3,72,30
MIR4715,0,69,36
MIR4716,4,67,34
MIR4717,15,80,10
MIR4718,9,71,25
MIR4719,8,90,7
MIR4720,11,81,13
MIR4721,13,71,21
MIR4722,11,88,6
MIR4723,13,74,18
MIR4724,8,63,34
MIR4725,8,64,33
MIR4726,7,70,28
MIR4727,7,67,31
MIR4728,8,76,21
MIR4729,9,42,54
MIR4730,13,83,9
MIR4731,0,45,60
MIR4732,12,72,21
MIR4733,8,62,35
MIR4734,7,71,27
MIR4735,23,79,3
MIR4736,15,78,12
MIR4737,15,47,43
MIR4738,15,67,23
MIR4739,13,81,11
MIR4740,15,83,7
MIR4741,2,37,66
MIR4742,16,69,20
MIR4743,6,38,61
MIR4744,6,38,61
MIR4745,9,68,28
MIR4746,7,52,46
MIR4747,7,50,48
MIR4748,6,59,40
MIR4749,15,65,25
MIR4750,14,66,25
MIR4751,11,69,25
MIR4752,13,71,21
MIR4753,15,61,29
MIR4754,29,61,15
MIR4755,65,31,9
MIR4756,70,34,1
MIR4757,26,75,4
MIR4758,72,33,0
MIR4759,4,78,23
MIR4760,3,81,21
MIR4761,5,73,27
MIR4762,2,73,30
MIR4763,3,73,29
MIR4764,2,66,37
MIR4765,13,53,39
MIR4766,2,41,62
MIR4767,25,78,2
MIR4768,25,78,2
MIR4769,25,78,2
MIR4770,25,78,2
MIR4772,20,84,1
MIR4773-1,15,80,10
MIR4774,23,79,3
MIR4775,22,76,7
MIR4776-1,21,82,2
MIR4777,14,80,11
MIR4778,20,84,1
MIR4779,17,86,2
MIR4780,17,85,3
MIR4781,2,86,17
MIR4782,23,77,5
MIR4783,18,80,7
MIR4784,24,79,2
MIR4785,22,80,3
MIR4786,22,80,3
MIR4787,6,79,20
MIR4788,14,89,2
MIR4789,13,88,4
MIR4790,6,91,8
MIR4791,11,88,6
MIR4792,11,88,6
MIR4793,7,60,38
MIR4794,2,85,18
MIR4795,10,89,6
MIR4796,14,87,4
MIR4797,7,80,18
MIR4798,5,76,24
MIR4799,4,76,25
MIR4800,2,76,27
MIR4801,6,79,20
MIR4802,3,45,57
MIR4803,4,84,17
MIR4804,3,81,21
MIR483,15,87,3
MIR484,8,69,28
MIR485,10,64,31
MIR486,34,57,14
MIR486-2,34,57,14
MIR487A,10,64,31
MIR487B,10,64,31
MIR488,30,74,1
MIR489,59,44,2
MIR490,46,57,2
MIR491,19,77,9
MIR492,11,78,16
MIR493,6,68,31
MIR494,10,64,31
MIR495,10,64,31
MIR496,10,64,31
MIR497,1,41,63
MIR497HG,1,41,63
MIR498,8,50,47
MIR4999,5,48,52
MIR499A,65,31,9
MIR499B,65,31,9
MIR5000,22,82,1
MIR5001,17,79,9
MIR5002,36,67,2
MIR5003,0,77,28
MIR5004,9,87,9
MIR5006,58,45,2
MIR5007,57,46,2
MIR5008,19,82,4
MIR5009,3,79,23
MIR500A,25,78,2
MIR500B,25,78,2
MIR501,25,78,2
MIR5010,8,66,31
MIR5011,2,35,68
MIR502,25,78,2
MIR503,25,78,2
MIR503HG,25,78,2
MIR504,25,78,2
MIR5047,10,71,24
MIR505,25,78,2
MIR506,25,78,2
MIR507,25,78,2
MIR508,25,78,2
MIR5087,23,75,7
MIR5088,14,65,26
MIR5089,8,73,24
MIR509-1,25,78,2
MIR509-2,25,78,2
MIR509-3,25,78,2
MIR5090,37,54,14
MIR5091,6,78,21
MIR5092,12,90,3
MIR5093,13,82,10
MIR5094,2,62,41
MIR5095,73,32,0
MIR510,25,78,2
MIR5100,9,90,6
MIR511-1,5,73,27
MIR512-1,8,50,47
MIR512-2,8,50,47
MIR514A1,25,78,2
MIR514A2,25,78,2
MIR514A3,25,78,2
MIR514B,25,78,2
MIR515-1,8,50,47
MIR515-2,8,50,47
MIR516A1,8,50,47
MIR516A2,8,50,47
MIR516B1,8,50,47
MIR516B2,8,50,47
MIR517A,8,50,47
MIR517B,8,50,47
MIR517C,8,50,47
MIR5186,12,91,2
MIR5187,25,65,15
MIR5188,17,79,9
MIR5189,12,86,7
MIR518A1,8,50,47
MIR518A2,8,50,47
MIR518B,8,50,47
MIR518C,8,50,47
MIR518D,8,50,47
MIR518E,8,50,47
MIR518F,8,50,47
MIR5190,5,44,56
MIR5191,17,80,8
MIR5192,14,68,23
MIR5193,7,61,37
MIR5194,55,45,5
MIR5196,14,73,18
MIR5197,8,88,9
MIR519A1,8,50,47
MIR519A2,8,50,47
MIR519B,8,50,47
MIR519C,8,50,47
MIR519D,8,50,47
MIR519E,8,50,47
MIR520A,8,50,47
MIR520B,8,50,47
MIR520C,8,50,47
MIR520D,8,50,47
MIR520E,8,50,47
MIR520F,8,50,47
MIR520G,8,50,47
MIR520H,8,50,47
MIR521-1,8,50,47
MIR521-2,8,50,47
MIR522,8,50,47
MIR523,8,50,47
MIR524,8,50,47
MIR525,8,50,47
MIR526A1,8,50,47
MIR526A2,8,50,47
MIR526B,8,50,47
MIR527,8,50,47
MIR532,25,78,2
MIR539,10,64,31
MIR541,10,64,31
MIR542,25,78,2
MIR543,10,64,31
MIR545,25,78,2
MIR548A1,18,78,9
MIR548A2,13,88,4
MIR548A3,11,91,3
MIR548AA1,0,79,26
MIR548AA2,11,73,21
MIR548AC,5,91,9
MIR548AD,16,65,24
MIR548AE2,14,82,9
MIR548AI,6,66,33
MIR548AJ2,5,79,21
MIR548AL,13,88,4
MIR548AN,61,41,3
MIR548AO,3,82,20
MIR548AP,5,82,18
MIR548AQ,44,59,2
MIR548AR,19,85,1
MIR548AS,62,42,1
MIR548AU,51,52,2
MIR548AV,4,89,12
MIR548AX,4,80,21
MIR548AY,13,87,5
MIR548AZ,4,49,52
MIR548B,7,86,12
MIR548BA,29,67,9
MIR548C,12,70,23
MIR548D2,11,73,21
MIR548F1,26,74,5
MIR548F2,22,81,2
MIR548F3,45,55,5
MIR548F4,45,58,2
MIR548F5,57,47,1
MIR548G,12,91,2
MIR548H2,12,91,2
MIR548H3,10,84,11
MIR548H4,0,71,34
MIR548I1,18,84,3
MIR548I2,6,74,25
MIR548I3,17,44,44
MIR548I4,45,58,2
MIR548J,2,75,28
MIR548K,11,88,6
MIR548M,52,51,2
MIR548N,27,75,3
MIR548O2,14,44,47
MIR548Q,22,74,9
MIR548T,45,55,5
MIR548W,9,56,40
MIR548X,10,75,20
MIR548Y,6,68,31
MIR548Z,12,70,23
MIR549,2,75,28
MIR550A1,65,39,1
MIR550A2,65,37,3
MIR550A3,65,39,1
MIR550B1,65,39,1
MIR550B2,65,37,3
MIR551A,1,73,31
MIR551B,17,86,2
MIR553,0,73,32
MIR554,18,60,27
MIR555,19,53,33
MIR556,26,77,2
MIR557,28,75,2
MIR5572,2,75,28
MIR5579,21,76,8
MIR558,13,52,40
MIR5580,11,65,29
MIR5581,1,75,29
MIR5582,6,68,31
MIR5583-1,2,42,61
MIR5583-2,2,42,61
MIR5584,1,80,24
MIR5586,4,76,25
MIR5587,15,79,11
MIR5588,10,81,14
MIR559,17,67,21
MIR561,23,80,2
MIR563,6,90,9
MIR564,8,88,9
MIR567,15,87,3
MIR568,14,88,3
MIR5680,53,48,4
MIR5681A,52,49,4
MIR5681B,52,49,4
MIR5684,3,72,30
MIR5685,20,82,3
MIR5687,3,63,39
MIR5688,8,91,6
MIR5689,15,75,15
MIR569,17,85,3
MIR5690,15,67,23
MIR5691,12,72,21
MIR5692A1,14,84,7
MIR5692B,13,87,5
MIR5692C1,9,84,12
MIR5692C2,1,80,24
MIR5693,59,44,2
MIR5694,3,85,17
MIR5695,11,83,11
MIR5696,14,80,11
MIR5698,5,69,31
MIR5699,12,84,9
MIR570,11,85,9
MIR5700,12,85,8
MIR5702,19,83,3
MIR5703,18,84,3
MIR5704,12,91,2
MIR5705,2,77,26
MIR5707,57,43,5
MIR5708,45,48,12
MIR572,8,76,21
MIR573,6,78,21
MIR5739,2,56,47
MIR574,4,72,29
MIR575,2,70,33
MIR577,3,82,20
MIR578,3,79,23
MIR5787,12,80,13
MIR580,18,82,5
MIR581,5,79,21
MIR583,6,80,19
MIR585,9,86,10
MIR586,20,76,9
MIR589,38,47,20
MIR590,25,48,32
MIR591,53,50,2
MIR592,51,53,1
MIR593,48,55,2
MIR595,57,43,5
MIR596,26,40,39
MIR597,17,43,45
MIR598,17,46,42
MIR599,47,53,5
MIR600,14,75,16
MIR600HG,14,75,16
MIR601,14,75,16
MIR602,16,74,15
MIR603,5,82,18
MIR604,8,82,15
MIR605,4,89,12
MIR6068,1,72,32
MIR6069,3,72,30
MIR6070,6,82,17
MIR6071,17,86,2
MIR6072,8,90,7
MIR6073,38,64,3
MIR6074,14,86,5
MIR6075,33,64,8
MIR6076,8,53,44
MIR6077-1,23,58,24
MIR6078,9,91,5
MIR6079,1,83,21
MIR608,2,65,38
MIR6080,10,74,21
MIR6081,14,80,11
MIR6082,2,78,25
MIR6083,28,75,2
MIR6084,0,68,37
MIR6085,1,76,28
MIR6086,25,78,2
MIR6089-1,25,78,2
MIR609,8,81,16
MIR6090,32,67,6
MIR610,17,84,4
MIR611,8,85,12
MIR612,10,79,16
MIR6124,26,76,3
MIR6125,14,87,4
MIR6126,10,72,23
MIR6127,0,61,44
MIR6128,11,86,8
MIR6129,7,72,26
MIR613,17,75,13
MIR6130,15,80,10
MIR6131,27,69,9
MIR6132,50,54,1
MIR6133,46,56,3
MIR6134,25,78,2
MIR614,17,75,13
MIR615,15,80,10
MIR6165,6,83,16
MIR617,14,87,4
MIR618,14,87,4
MIR620,10,75,20
MIR621,53,44,8
MIR622,56,48,1
MIR623,61,42,2
MIR624,4,50,51
MIR626,2,34,69
MIR627,4,45,56
MIR628,0,46,59
MIR629,3,71,31
MIR630,0,65,40
MIR631,1,65,39
MIR632,7,64,34
MIR634,11,80,14
MIR635,10,75,20
MIR636,11,69,25
MIR637,8,54,43
MIR638,6,59,40
MIR639,7,56,42
MIR641,11,71,23
MIR642A,10,70,25
MIR642B,10,70,25
MIR643,9,68,28
MIR644A,64,31,10
MIR644B,25,78,2
MIR645,70,32,3
MIR647,71,32,2
MIR648,4,73,28
MIR6499,9,88,8
MIR650,12,74,19
MIR6501,5,71,29
MIR6502,14,86,5
MIR6503,11,87,7
MIR6504,13,87,5
MIR6505,18,83,4
MIR6506,8,69,28
MIR6508,4,74,27
MIR6509,49,54,2
MIR651,25,78,2
MIR6510,20,72,13
MIR6511A-2,13,64,28
MIR6511B-1,16,60,29
MIR6512,21,82,2
MIR6513,21,78,6
MIR6514,11,72,22
MIR6515,6,63,36
MIR6516,10,68,27
MIR653,59,44,2
MIR654,10,64,31
MIR655,10,64,31
MIR656,10,64,31
MIR657,14,84,7
MIR658,4,62,39
MIR659,4,62,39
MIR660,25,78,2
MIR661,56,44,5
MIR662,12,82,11
MIR663A,66,30,9
MIR663B,22,78,5
MIR664,19,73,13
MIR665,6,68,31
MIR668,10,64,31
MIR670,16,86,3
MIR671,52,51,2
MIR6715A,4,83,18
MIR6715B,4,83,18
MIR6716,8,75,22
MIR6717,9,62,34
MIR6718,4,38,63
MIR6719,11,70,24
MIR6720,25,76,4
MIR6721,9,87,9
MIR6722,18,76,11
MIR6723,4,82,19
MIR6726,4,77,24
MIR6727,4,77,24
MIR6728,0,54,51
MIR6729,0,64,41
MIR6730,0,67,38
MIR6731,0,60,45
MIR6732,1,75,29
MIR6733,1,86,18
MIR6734,3,84,18
MIR6735,3,83,19
MIR6736,19,77,9
MIR6737,17,57,31
MIR6738,20,59,26
MIR6739,17,78,10
MIR6740,18,77,10
MIR6741,18,77,10
MIR6742,18,81,6
MIR6743,21,80,4
MIR6744,14,84,7
MIR6745,7,68,30
MIR6746,7,83,15
MIR6747,11,73,21
MIR6748,11,72,22
MIR6749,10,80,15
MIR675,14,87,4
MIR6750,10,80,15
MIR6751,10,79,16
MIR6752,14,81,10
MIR6753,12,85,8
MIR6754,14,85,6
MIR6755,10,88,7
MIR6756,8,74,23
MIR6757,15,71,19
MIR6758,13,80,12
MIR6759,15,81,9
MIR676,25,78,2
MIR6760,6,66,33
MIR6761,6,60,39
MIR6762,11,79,15
MIR6763,19,77,9
MIR6764,6,67,32
MIR6765,7,58,40
MIR6766,1,71,33
MIR6767,16,79,10
MIR6768,16,79,10
MIR6769A,10,71,24
MIR6769B,22,79,4
MIR6770-2,13,64,28
MIR6771,16,81,8
MIR6772,10,82,13
MIR6773,4,71,30
MIR6774,13,86,6
MIR6775,10,88,7
MIR6776,0,32,73
MIR6777,1,45,59
MIR6778,1,43,61
MIR6779,7,65,33
MIR6780A,8,66,31
MIR6780B,20,71,14
MIR6781,8,67,30
MIR6782,7,67,31
MIR6783,7,71,27
MIR6784,7,75,23
MIR6785,13,70,22
MIR6786,16,82,7
MIR6787,17,83,5
MIR6789,8,64,33
MIR6790,6,53,46
MIR6791,7,50,48
MIR6792,6,51,48
MIR6793,6,59,40
MIR6794,6,62,37
MIR6795,4,59,42
MIR6796,11,72,22
MIR6797,17,82,6
MIR6798,10,69,26
MIR6799,15,65,25
MIR6800,15,65,25
MIR6801,9,68,28
MIR6802,13,76,16
MIR6803,13,76,16
MIR6804,13,75,17
MIR6805,14,76,15
MIR6806,18,69,18
MIR6807,43,51,11
MIR6808,4,77,24
MIR6809,21,82,2
MIR6810,20,78,7
MIR6811,26,78,1
MIR6812,72,33,0
MIR6813,71,33,1
MIR6814,7,82,16
MIR6815,7,79,19
MIR6816,6,73,26
MIR6817,3,70,32
MIR6818,2,62,41
MIR6819,10,66,29
MIR6820,4,63,38
MIR6821,4,73,28
MIR6822,9,90,6
MIR6823,7,60,38
MIR6824,7,60,38
MIR6825,18,85,2
MIR6826,11,85,9
MIR6827,14,89,2
MIR6828,14,73,18
MIR6829,11,85,9
MIR6830,10,78,17
MIR6831,9,81,15
MIR6832,9,87,9
MIR6833,9,87,9
MIR6834,9,87,9
MIR6835,15,67,23
MIR6836,50,48,7
MIR6837,60,42,3
MIR6838,60,42,3
MIR6839,32,52,21
MIR6840,35,54,16
MIR6841,17,42,46
MIR6842,18,44,43
MIR6843,16,46,43
MIR6844,53,47,5
MIR6845,55,45,5
MIR6846,56,44,5
MIR6847,56,43,6
MIR6848,55,44,6
MIR6849,56,44,5
MIR6850,57,43,5
MIR6851,17,77,11
MIR6852,20,75,10
MIR6853,19,76,10
MIR6854,15,79,11
MIR6855,12,63,30
MIR6856,13,65,27
MIR6857,25,78,2
MIR6858,25,78,2
MIR6859-1,4,82,19
MIR6860,8,70,27
MIR6861,7,59,39
MIR6862-1,14,68,23
MIR6863,11,86,8
MIR6864,3,31,71
MIR6865,3,31,71
MIR6866,9,76,20
MIR6867,9,76,20
MIR6868,14,66,25
MIR6869,49,39,17
MIR6870,51,40,14
MIR6871,71,32,2
MIR6872,12,82,11
MIR6873,9,87,9
MIR6874,36,46,23
MIR6875,35,48,22
MIR6876,17,42,46
MIR6877,19,74,12
MIR6878,16,54,35
MIR6879,10,80,15
MIR6880,15,84,6
MIR6881,0,67,38
MIR6882,0,65,40
MIR6883,2,43,60
MIR6884,10,75,20
MIR6885,6,53,46
MIR6886,6,57,42
MIR6887,15,78,12
MIR6888,20,79,6
MIR6889,2,49,54
MIR6890,6,52,47
MIR6891,9,87,9
MIR6892,60,43,2
MIR6893,57,43,5
MIR6894,25,78,2
MIR6895,25,78,2
MIR7-1,12,71,22
MIR7-2,1,76,28
MIR7-3,7,48,50
MIR7-3HG,7,48,50
MIR708,21,76,8
MIR7106,13,78,14
MIR7107,9,55,41
MIR7108,8,57,40
MIR7109,2,57,46
MIR711,7,60,38
MIR7110,11,92,2
MIR7111,17,71,17
MIR7112-2,55,44,6
MIR7113,14,83,8
MIR7114,18,70,17
MIR7150,14,75,16
MIR7152,6,78,21
MIR7153,4,41,60
MIR7154,14,88,3
MIR7155,10,80,15
MIR7156,2,84,19
MIR7159,19,77,9
MIR7160,25,41,39
MIR7161,8,86,11
MIR7162,4,83,18
MIR718,25,78,2
MIR744,0,45,60
MIR7515,26,75,4
MIR758,10,64,31
MIR759,57,46,2
MIR760,4,82,19
MIR761,1,49,55
MIR762,18,68,19
MIR764,25,78,2
MIR7641-2,14,74,17
MIR765,23,78,4
MIR766,25,78,2
MIR767,25,78,2
MIR769,8,75,22
MIR770,6,68,31
MIR7702,10,71,24
MIR7703,17,60,28
MIR7705,48,52,5
MIR7843,7,66,32
MIR7844,12,85,8
MIR7845,28,76,1
MIR7846,0,66,39
MIR7848,67,34,4
MIR7849,4,82,19
MIR7851,21,62,22
MIR7852,2,85,18
MIR7853,20,81,4
MIR7854,13,87,5
MIR7855,9,64,32
MIR7856,4,84,17
MIR7974,6,58,41
MIR7976,53,50,2
MIR802,7,77,21
MIR8052,23,76,6
MIR8053,3,80,22
MIR8054,16,85,4
MIR8055,17,44,44
MIR8056,4,88,13
MIR8057,3,45,57
MIR8058,20,81,4
MIR8059,12,75,18
MIR8060,11,91,3
MIR8061,15,73,17
MIR8062,46,44,15
MIR8063,1,67,37
MIR8064,8,87,10
MIR8065,11,67,27
MIR8066,4,82,19
MIR8067,1,76,28
MIR8068,16,86,3
MIR8069,11,74,20
MIR8070,23,79,3
MIR8071-1,29,47,29
MIR8072,9,56,40
MIR8073,73,31,1
MIR8074,11,79,15
MIR8075,62,42,1
MIR8076,13,85,7
MIR8077,18,82,5
MIR8078,3,40,62
MIR8079,63,40,2
MIR8080,21,83,1
MIR8081,16,80,9
MIR8082,2,81,22
MIR8083,19,63,23
MIR8084,54,46,5
MIR8085,12,71,22
MIR8086,4,76,25
MIR8087,17,84,4
MIR8088,25,78,2
MIR8089,8,83,14
MIR873,18,79,8
MIR874,15,76,14
MIR875,47,53,5
