,gain,neutral,loss
LNP1,9,85,1
LNPEP,1,85,9
LNPK,4,90,1
LNX1,2,86,7
LNX1-AS1,2,86,7
LNX1-AS2,2,86,7
LNX2,2,87,6
LOC100049716,10,84,1
LOC100101148,10,81,4
LOC100101478,6,77,12
LOC100126447,6,75,14
LOC100126584,1,92,2
LOC100126784,2,84,9
LOC100128006,1,84,10
LOC100128059,1,84,10
LOC100128076,1,83,11
LOC100128079,0,90,5
LOC100128108,0,84,11
LOC100128164,11,84,0
LOC100128239,1,88,6
LOC100128242,1,88,6
LOC100128253,8,86,1
LOC100128276,4,84,7
LOC100128288,1,84,10
LOC100128310,13,81,1
LOC100128317,12,79,4
LOC100128325,11,82,2
LOC100128340,1,88,6
LOC100128361,1,82,12
LOC100128386,2,88,5
LOC100128398,4,85,6
LOC100128494,4,87,4
LOC100128531,2,81,12
LOC100128568,2,86,7
LOC100128573,3,85,7
LOC100128593,2,80,13
LOC100128653,9,82,4
LOC100128770,2,88,5
LOC100128882,0,84,11
LOC100128885,10,82,3
LOC100128966,1,85,9
LOC100128988,7,87,1
LOC100128993,9,81,5
LOC100129027,4,85,6
LOC100129034,2,82,11
LOC100129046,6,86,3
LOC100129055,17,74,4
LOC100129083,4,85,6
LOC100129129,9,81,5
LOC100129138,5,87,3
LOC100129148,11,82,2
LOC100129175,4,89,2
LOC100129203,2,87,6
LOC100129291,4,80,11
LOC100129297,7,88,0
LOC100129307,5,84,6
LOC100129316,1,83,11
LOC100129434,6,89,0
LOC100129484,10,81,4
LOC100129534,4,86,5
LOC100129540,0,85,10
LOC100129603,9,82,4
LOC100129617,0,83,12
LOC100129620,5,87,3
LOC100129636,4,91,0
LOC100129697,0,84,11
LOC100129724,7,88,0
LOC100129878,3,87,5
LOC100129917,1,88,6
LOC100129931,1,87,7
LOC100129935,6,84,5
LOC100129940,5,87,3
LOC100130027,13,81,1
LOC100130075,4,87,4
LOC100130111,1,84,10
LOC100130172,1,85,9
LOC100130207,1,87,7
LOC100130238,4,85,6
LOC100130264,7,87,1
LOC100130268,4,87,4
LOC100130283,3,86,6
LOC100130298,13,81,1
LOC100130331,23,71,1
LOC100130357,4,90,1
LOC100130370,6,83,6
LOC100130373,8,86,1
LOC100130449,5,88,2
LOC100130451,5,88,2
LOC100130452,4,89,2
LOC100130476,2,91,2
LOC100130520,5,83,7
LOC100130548,2,80,13
LOC100130587,13,81,1
LOC100130673,10,81,4
LOC100130691,4,90,1
LOC100130698,17,76,2
LOC100130744,5,89,1
LOC100130849,9,82,4
LOC100130872,1,88,6
LOC100130880,11,82,2
LOC100130899,2,82,11
LOC100130950,2,82,11
LOC100130964,8,84,3
LOC100130987,8,85,2
LOC100130992,18,73,4
LOC100131047,5,90,0
LOC100131107,24,71,0
LOC100131257,10,81,4
LOC100131289,4,91,0
LOC100131315,1,83,11
LOC100131472,10,79,6
LOC100131496,12,81,2
LOC100131532,1,91,3
LOC100131604,6,89,0
LOC100131626,2,89,4
LOC100131635,9,85,1
LOC100132057,24,71,0
LOC100132062,8,87,0
LOC100132077,1,83,11
LOC100132078,1,88,6
LOC100132111,25,70,0
LOC100132215,7,88,0
LOC100132249,1,84,10
LOC100132287,8,87,0
LOC100132356,3,91,1
LOC100132686,1,88,6
LOC100132741,4,80,11
LOC100132781,1,82,12
LOC100132813,15,79,1
LOC100132831,4,79,12
LOC100133050,2,84,9
LOC100133077,2,81,12
LOC100133091,9,83,3
LOC100133286,3,86,6
LOC100133315,4,87,4
LOC100133331,3,87,5
LOC100133920,6,89,0
LOC100134040,11,82,2
LOC100134317,6,85,4
LOC100134368,3,87,5
LOC100134391,5,83,7
LOC100134868,7,87,1
LOC100144595,6,89,0
LOC100147773,24,71,0
LOC100190986,2,87,6
LOC100192426,6,86,3
LOC100233156,0,95,0
LOC100240728,9,82,4
LOC100240734,8,85,2
LOC100240735,8,85,2
LOC100268168,0,85,10
LOC100270746,4,91,0
LOC100270804,7,87,1
LOC100272217,2,80,13
LOC100286906,12,81,2
LOC100286922,5,88,2
LOC100286925,1,82,12
LOC100287010,5,90,0
LOC100287015,8,81,6
LOC100287036,0,84,11
LOC100287042,6,82,7
LOC100287049,23,72,0
LOC100287072,1,84,10
LOC100287175,3,85,7
LOC100287329,4,91,0
LOC100287467,1,91,3
LOC100287497,23,71,1
LOC100287704,10,82,3
LOC100287792,7,87,1
LOC100287808,1,87,7
LOC100287834,10,82,3
LOC100287837,6,85,4
LOC100287846,12,82,1
LOC100287896,3,88,4
LOC100287944,4,87,4
LOC100288069,3,87,5
LOC100288123,2,85,8
LOC100288162,2,88,5
LOC100288175,3,87,5
LOC100288181,13,81,1
LOC100288203,1,84,10
LOC100288208,4,85,6
LOC100288254,0,85,10
LOC100288570,6,87,2
LOC100288637,1,83,11
LOC100288728,3,81,11
LOC100288748,19,75,1
LOC100288798,6,86,3
LOC100288846,4,90,1
LOC100288866,3,82,10
LOC100288911,7,88,0
LOC100288966,0,95,0
LOC100289230,2,84,9
LOC100289333,4,88,3
LOC100289361,10,85,0
LOC100289473,10,83,2
LOC100289495,2,91,2
LOC100289511,2,88,5
LOC100289561,10,80,5
LOC100289580,0,84,11
LOC100289656,1,84,10
LOC100291105,12,82,1
LOC100294145,4,91,0
LOC100294362,5,85,5
LOC100303749,1,85,9
LOC100310756,15,79,1
LOC100335030,8,85,2
LOC100379224,3,85,7
LOC100419170,1,84,10
LOC100419583,0,83,12
LOC100420587,5,86,4
LOC100421746,5,80,10
LOC100422212,24,71,0
LOC100422556,0,84,11
LOC100422781,5,89,1
LOC100499194,10,85,0
LOC100499489,18,73,4
LOC100500773,16,78,1
LOC100505501,12,82,1
LOC100505549,3,87,5
LOC100505555,5,87,3
LOC100505585,3,87,5
LOC100505588,2,82,11
LOC100505622,3,87,5
LOC100505635,5,90,0
LOC100505658,1,85,9
LOC100505715,3,85,7
LOC100505716,9,86,0
LOC100505736,9,86,0
LOC100505774,9,86,0
LOC100505782,2,86,7
LOC100505795,24,71,0
LOC100505797,1,88,6
LOC100505824,24,71,0
LOC100505841,1,85,9
LOC100505851,6,86,3
LOC100505874,0,95,0
LOC100505912,1,86,8
LOC100505915,2,88,5
LOC100505918,24,71,0
LOC100505921,10,81,4
LOC100505938,10,81,4
LOC100505942,0,84,11
LOC100505978,4,87,4
LOC100506016,3,83,9
LOC100506022,3,88,4
LOC100506023,24,71,0
LOC100506071,4,90,1
LOC100506076,7,88,0
LOC100506082,2,84,9
LOC100506083,1,82,12
LOC100506098,11,80,4
LOC100506100,3,80,12
LOC100506113,5,86,4
LOC100506123,7,88,0
LOC100506124,6,89,0
LOC100506125,7,85,3
LOC100506142,7,88,0
LOC100506175,11,82,2
LOC100506178,10,81,4
LOC100506188,5,90,0
LOC100506207,5,89,1
LOC100506258,2,83,10
LOC100506271,1,83,11
LOC100506274,7,88,0
LOC100506281,2,81,12
LOC100506282,3,88,4
LOC100506302,12,81,2
LOC100506321,2,89,4
LOC100506358,2,88,5
LOC100506368,2,88,5
LOC100506384,12,82,1
LOC100506388,2,81,12
LOC100506403,3,86,6
LOC100506406,4,90,1
LOC100506422,2,84,9
LOC100506444,2,86,7
LOC100506472,5,79,11
LOC100506474,7,88,0
LOC100506476,4,86,5
LOC100506497,10,81,4
LOC100506544,1,83,11
LOC100506548,3,91,1
LOC100506551,4,87,4
LOC100506585,12,81,2
LOC100506606,6,88,1
LOC100506639,3,91,1
LOC100506675,3,84,8
LOC100506679,1,82,12
LOC100506682,11,82,2
LOC100506688,3,90,2
LOC100506691,4,87,4
LOC100506725,10,81,4
LOC100506730,3,86,6
LOC100506747,25,68,2
LOC100506790,5,75,15
LOC100506797,6,89,0
LOC100506801,3,86,6
LOC100506804,2,92,1
LOC100506844,6,87,2
LOC100506858,3,90,2
LOC100506869,5,87,3
LOC100506885,6,89,0
LOC100506937,12,81,2
LOC100506985,3,87,5
LOC100506990,9,81,5
LOC100507002,4,84,7
LOC100507006,7,88,0
LOC100507053,1,86,8
LOC100507065,5,86,4
LOC100507071,8,81,6
LOC100507144,5,83,7
LOC100507156,8,81,6
LOC100507205,3,85,7
LOC100507250,4,87,4
LOC100507283,1,88,6
LOC100507291,9,86,0
LOC100507334,6,87,2
LOC100507346,1,82,12
LOC100507351,5,84,6
LOC100507373,5,88,2
LOC100507377,4,87,4
LOC100507384,3,85,7
LOC100507387,0,85,10
LOC100507388,2,87,6
LOC100507389,10,85,0
LOC100507412,1,86,8
LOC100507437,4,86,5
LOC100507443,5,88,2
LOC100507464,12,82,1
LOC100507468,10,82,3
LOC100507472,0,84,11
LOC100507477,1,92,2
LOC100507487,1,84,10
LOC100507506,5,89,1
LOC100507507,12,81,2
LOC100507516,14,80,1
LOC100507547,4,91,0
LOC100507548,1,88,6
LOC100507551,8,84,3
LOC100507557,1,93,1
LOC100507564,3,90,2
LOC100507599,1,82,12
LOC100507600,5,89,1
LOC100507634,3,90,2
LOC100507642,9,82,4
LOC100507670,26,69,0
LOC100508046,5,88,2
LOC100508631,2,84,9
LOC100630923,10,80,5
LOC100631378,7,84,4
LOC100652758,2,85,8
LOC100652768,3,86,6
LOC100652931,16,52,27
LOC100652999,6,87,2
LOC100653233,9,82,4
LOC100996249,11,81,3
LOC100996251,4,88,3
LOC100996263,3,90,2
LOC100996325,3,90,2
LOC100996335,2,82,11
LOC100996349,6,86,3
LOC100996351,1,86,8
LOC100996385,0,85,10
LOC100996419,3,83,9
LOC100996437,10,82,3
LOC100996447,10,85,0
LOC100996455,4,87,4
LOC100996583,3,88,4
LOC100996635,5,87,3
LOC100996654,9,82,4
LOC100996664,1,90,4
LOC100996671,5,84,6
LOC100996693,4,89,2
LOC100996721,3,89,3
LOC100996724,3,89,3
LOC100996740,23,72,0
LOC100996741,23,72,0
LOC100996842,1,86,8
LOC101059915,4,80,11
LOC101059948,3,86,6
LOC101060091,10,85,0
LOC101060391,7,88,0
LOC101060524,23,72,0
LOC101060553,3,83,9
LOC101241902,15,79,1
LOC101409256,10,80,5
LOC101448202,2,80,13
LOC101559451,2,83,10
LOC101593348,4,87,4
LOC101926889,8,86,1
LOC101926892,15,79,1
LOC101926898,5,90,0
LOC101926905,2,84,9
LOC101926908,15,79,1
LOC101926913,7,88,0
LOC101926915,5,90,0
LOC101926933,4,89,2
LOC101926934,5,90,0
LOC101926935,7,87,1
LOC101926942,16,75,4
LOC101926943,10,82,3
LOC101926944,3,90,2
LOC101926948,3,84,8
LOC101926960,3,91,1
LOC101926962,5,90,0
LOC101926963,9,82,4
LOC101926964,3,90,2
LOC101926968,8,87,0
LOC101927000,9,82,4
LOC101927018,6,81,8
LOC101927020,4,91,0
LOC101927021,9,82,4
LOC101927023,1,85,9
LOC101927027,4,90,1
LOC101927040,16,78,1
LOC101927043,8,87,0
LOC101927045,3,90,2
LOC101927048,4,91,0
LOC101927050,6,89,0
LOC101927051,2,83,10
LOC101927053,7,88,0
LOC101927055,4,90,1
LOC101927056,3,91,1
LOC101927066,16,78,1
LOC101927069,1,82,12
LOC101927070,6,89,0
LOC101927078,2,85,8
LOC101927079,1,86,8
LOC101927082,4,91,0
LOC101927100,2,85,8
LOC101927120,3,86,6
LOC101927124,4,90,1
LOC101927131,3,87,5
LOC101927136,6,89,0
LOC101927138,7,87,1
LOC101927139,3,89,3
LOC101927141,16,78,1
LOC101927142,5,90,0
LOC101927143,23,71,1
LOC101927151,5,86,4
LOC101927157,2,85,8
LOC101927159,7,87,1
LOC101927164,23,71,1
LOC101927166,5,81,9
LOC101927168,8,84,3
LOC101927178,4,89,2
LOC101927179,2,85,8
LOC101927188,8,84,3
LOC101927189,5,90,0
LOC101927190,1,85,9
LOC101927196,4,90,1
LOC101927237,2,87,6
LOC101927243,10,80,5
LOC101927248,3,84,8
LOC101927267,7,86,2
LOC101927269,10,80,5
LOC101927272,0,87,8
LOC101927278,17,74,4
LOC101927284,3,84,8
LOC101927296,4,87,4
LOC101927310,0,84,11
LOC101927314,1,91,3
LOC101927318,7,85,3
LOC101927322,2,88,5
LOC101927342,4,89,2
LOC101927354,10,81,4
LOC101927356,12,79,4
LOC101927357,1,85,9
LOC101927358,1,81,13
LOC101927359,1,84,10
LOC101927365,1,91,3
LOC101927374,4,87,4
LOC101927377,12,81,2
LOC101927378,10,80,5
LOC101927391,10,81,4
LOC101927394,1,87,7
LOC101927402,7,88,0
LOC101927410,5,87,3
LOC101927415,5,85,5
LOC101927417,3,87,5
LOC101927418,3,91,1
LOC101927419,17,74,4
LOC101927420,10,80,5
LOC101927421,1,89,5
LOC101927429,4,90,1
LOC101927434,4,89,2
LOC101927437,3,83,9
LOC101927446,10,80,5
LOC101927447,1,82,12
LOC101927450,1,81,13
LOC101927468,24,71,0
LOC101927472,17,73,5
LOC101927476,4,79,12
LOC101927478,23,71,1
LOC101927480,0,86,9
LOC101927482,4,89,2
LOC101927488,2,85,8
LOC101927495,4,86,5
LOC101927497,10,80,5
LOC101927502,1,81,13
LOC101927503,2,83,10
LOC101927513,15,79,1
LOC101927516,1,84,10
LOC101927523,17,73,5
LOC101927539,3,84,8
LOC101927543,15,79,1
LOC101927549,17,73,5
LOC101927550,10,80,5
LOC101927551,1,81,13
LOC101927557,3,84,8
LOC101927560,4,88,3
LOC101927571,5,88,2
LOC101927572,6,85,4
LOC101927575,1,81,13
LOC101927583,6,86,3
LOC101927588,17,77,1
LOC101927596,4,89,2
LOC101927604,23,71,1
LOC101927620,2,91,2
LOC101927623,1,81,13
LOC101927630,12,79,4
LOC101927635,4,81,10
LOC101927636,1,84,10
LOC101927640,1,91,3
LOC101927657,16,78,1
LOC101927661,7,88,0
LOC101927666,3,84,8
LOC101927668,11,80,4
LOC101927690,2,90,3
LOC101927691,5,89,1
LOC101927692,17,73,5
LOC101927699,17,74,4
LOC101927708,4,82,9
LOC101927709,6,89,0
LOC101927727,3,81,11
LOC101927730,5,89,1
LOC101927746,10,80,5
LOC101927751,0,84,11
LOC101927752,8,81,6
LOC101927759,5,89,1
LOC101927762,17,73,5
LOC101927765,23,71,1
LOC101927769,11,80,4
LOC101927770,12,82,1
LOC101927787,23,71,1
LOC101927793,0,84,11
LOC101927795,4,89,2
LOC101927798,16,78,1
LOC101927809,1,90,4
LOC101927811,11,80,4
LOC101927814,1,88,6
LOC101927815,8,81,6
LOC101927817,0,84,11
LOC101927822,15,79,1
LOC101927827,1,85,9
LOC101927829,1,89,5
LOC101927830,5,75,15
LOC101927839,3,81,11
LOC101927844,4,88,3
LOC101927845,15,79,1
LOC101927847,1,81,13
LOC101927851,24,70,1
LOC101927854,2,88,5
LOC101927855,4,84,7
LOC101927859,2,82,11
LOC101927865,5,88,2
LOC101927870,10,80,5
LOC101927877,4,85,6
LOC101927880,18,74,3
LOC101927881,6,89,0
LOC101927884,7,88,0
LOC101927895,3,86,6
LOC101927907,7,88,0
LOC101927908,1,84,10
LOC101927911,3,81,11
LOC101927914,12,81,2
LOC101927915,15,79,1
LOC101927919,1,91,3
LOC101927932,12,82,1
LOC101927948,7,88,0
LOC101927950,6,88,1
LOC101927954,1,82,12
LOC101927960,5,88,2
LOC101927964,18,74,3
LOC101927967,7,88,0
LOC101927969,1,84,10
LOC101927972,6,88,1
LOC101927974,11,82,2
LOC101927987,6,89,0
LOC101927989,1,88,6
LOC101928000,2,82,11
LOC101928008,2,83,10
LOC101928009,23,72,0
LOC101928012,11,81,3
LOC101928020,5,88,2
LOC101928021,5,83,7
LOC101928030,7,87,1
LOC101928034,24,71,0
LOC101928035,1,82,12
LOC101928042,1,83,11
LOC101928048,13,81,1
LOC101928052,2,83,10
LOC101928053,2,83,10
LOC101928058,8,81,6
LOC101928063,3,85,7
LOC101928068,25,69,1
LOC101928069,5,88,2
LOC101928075,2,88,5
LOC101928087,13,81,1
LOC101928093,0,85,10
LOC101928098,6,86,3
LOC101928100,7,87,1
LOC101928103,4,89,2
LOC101928105,9,86,0
LOC101928107,3,86,6
LOC101928111,6,87,2
LOC101928118,6,86,3
LOC101928119,1,83,11
LOC101928120,25,70,0
LOC101928123,6,84,5
LOC101928126,3,86,6
LOC101928128,6,77,12
LOC101928131,2,83,10
LOC101928132,4,82,9
LOC101928134,1,82,12
LOC101928135,1,89,5
LOC101928140,2,93,0
LOC101928143,4,86,5
LOC101928150,18,74,3
LOC101928160,15,79,1
LOC101928161,5,89,1
LOC101928163,2,87,6
LOC101928166,10,85,0
LOC101928168,10,81,4
LOC101928174,1,82,12
LOC101928177,25,70,0
LOC101928185,6,89,0
LOC101928191,8,86,1
LOC101928195,1,83,11
LOC101928201,5,76,14
LOC101928211,11,82,2
LOC101928222,8,87,0
LOC101928226,23,71,1
LOC101928231,1,92,2
LOC101928251,6,82,7
LOC101928253,5,89,1
LOC101928254,11,82,2
LOC101928266,1,84,10
LOC101928269,3,86,6
LOC101928272,18,73,4
LOC101928273,7,88,0
LOC101928279,3,86,6
LOC101928283,11,82,2
LOC101928295,3,86,6
LOC101928298,18,73,4
LOC101928303,2,87,6
LOC101928304,1,92,2
LOC101928306,3,86,6
LOC101928307,1,93,1
LOC101928314,2,83,10
LOC101928322,18,73,4
LOC101928323,3,88,4
LOC101928324,2,87,6
LOC101928333,11,82,2
LOC101928335,5,78,12
LOC101928336,4,78,13
LOC101928358,5,78,12
LOC101928370,5,87,3
LOC101928371,6,89,0
LOC101928372,24,71,0
LOC101928381,1,83,11
LOC101928386,6,89,0
LOC101928389,4,77,14
LOC101928398,4,85,6
LOC101928401,9,82,4
LOC101928402,5,75,15
LOC101928403,6,89,0
LOC101928404,24,71,0
LOC101928414,1,80,14
LOC101928416,4,85,6
LOC101928417,0,83,12
LOC101928418,1,84,10
LOC101928424,5,84,6
LOC101928429,2,91,2
LOC101928433,4,90,1
LOC101928436,5,87,3
LOC101928437,4,77,14
LOC101928438,1,82,12
LOC101928441,6,88,1
LOC101928443,9,84,2
LOC101928445,3,83,9
LOC101928446,0,83,12
LOC101928453,18,73,4
LOC101928461,2,91,2
LOC101928475,1,84,10
LOC101928489,2,92,1
LOC101928491,4,90,1
LOC101928495,6,74,15
LOC101928504,2,88,5
LOC101928505,1,86,8
LOC101928510,6,82,7
LOC101928516,1,93,1
LOC101928517,4,85,6
LOC101928519,5,89,1
LOC101928523,1,82,12
LOC101928525,2,80,13
LOC101928530,4,85,6
LOC101928535,1,88,6
LOC101928540,2,92,1
LOC101928551,1,83,11
LOC101928557,0,84,11
LOC101928565,24,71,0
LOC101928583,10,85,0
LOC101928590,1,83,11
LOC101928591,3,85,7
LOC101928595,2,88,5
LOC101928596,24,71,0
LOC101928597,4,85,6
LOC101928605,12,81,2
LOC101928617,4,87,4
LOC101928618,10,81,4
LOC101928622,2,84,9
LOC101928626,3,85,7
LOC101928627,5,77,13
LOC101928650,24,70,1
LOC101928651,1,86,8
LOC101928659,0,84,11
LOC101928661,1,93,1
LOC101928663,4,91,0
LOC101928673,24,71,0
LOC101928674,5,84,6
LOC101928682,0,84,11
LOC101928696,24,71,0
LOC101928697,2,85,8
LOC101928700,11,82,2
LOC101928708,0,84,11
LOC101928718,5,87,3
LOC101928725,0,84,11
LOC101928728,2,87,6
LOC101928730,0,87,8
LOC101928731,4,87,4
LOC101928737,0,84,11
LOC101928739,10,84,1
LOC101928748,1,82,12
LOC101928775,1,82,12
LOC101928782,12,81,2
LOC101928786,2,81,12
LOC101928791,2,88,5
LOC101928796,4,85,6
LOC101928797,1,82,12
LOC101928804,3,90,2
LOC101928807,12,81,2
LOC101928809,2,87,6
LOC101928812,3,85,7
LOC101928823,1,88,6
LOC101928834,18,72,5
LOC101928837,4,86,5
LOC101928841,3,83,9
LOC101928844,2,86,7
LOC101928847,1,88,6
LOC101928855,6,84,5
LOC101928858,1,85,9
LOC101928861,11,82,2
LOC101928865,2,88,5
LOC101928881,5,87,3
LOC101928882,9,85,1
LOC101928887,19,72,4
LOC101928894,4,85,6
LOC101928896,2,88,5
LOC101928902,11,83,1
LOC101928907,0,84,11
LOC101928909,2,88,5
LOC101928911,2,90,3
LOC101928924,1,90,4
LOC101928932,2,81,12
LOC101928936,1,91,3
LOC101928937,5,85,5
LOC101928940,1,88,6
LOC101928942,3,86,6
LOC101928943,4,85,6
LOC101928944,2,88,5
LOC101928961,17,73,5
LOC101928977,5,87,3
LOC101928978,2,85,8
LOC101928985,1,88,6
LOC101928988,2,84,9
LOC101928994,18,75,2
LOC101929006,4,91,0
LOC101929011,2,87,6
LOC101929054,7,83,5
LOC101929057,1,91,3
LOC101929058,4,87,4
LOC101929064,2,85,8
LOC101929066,9,81,5
LOC101929073,18,73,4
LOC101929076,0,85,10
LOC101929089,2,89,4
LOC101929095,1,87,7
LOC101929099,4,89,2
LOC101929106,9,85,1
LOC101929109,1,85,9
LOC101929116,2,81,12
LOC101929117,18,73,4
LOC101929122,1,91,3
LOC101929124,6,86,3
LOC101929128,8,82,5
LOC101929130,9,85,1
LOC101929134,2,86,7
LOC101929140,2,85,8
LOC101929147,3,89,3
LOC101929148,16,52,27
LOC101929154,1,85,9
LOC101929161,2,85,8
LOC101929162,4,87,4
LOC101929163,4,91,0
LOC101929165,20,73,2
LOC101929172,8,81,6
LOC101929188,5,90,0
LOC101929208,2,88,5
LOC101929210,1,87,7
LOC101929217,12,82,1
LOC101929224,23,70,2
LOC101929227,2,88,5
LOC101929229,8,82,5
LOC101929231,5,90,0
LOC101929234,19,74,2
LOC101929237,9,80,6
LOC101929243,4,91,0
LOC101929259,1,85,9
LOC101929268,12,82,1
LOC101929269,8,82,5
LOC101929279,19,72,4
LOC101929282,5,90,0
LOC101929294,8,81,6
LOC101929295,2,87,6
LOC101929297,2,93,0
LOC101929315,8,81,6
LOC101929319,5,90,0
LOC101929331,2,80,13
LOC101929340,1,88,6
LOC101929341,12,82,1
LOC101929352,18,73,4
LOC101929353,1,86,8
LOC101929372,1,83,11
LOC101929380,1,84,10
LOC101929384,9,85,1
LOC101929411,9,86,0
LOC101929413,8,86,1
LOC101929415,12,82,1
LOC101929420,2,91,2
LOC101929427,1,88,6
LOC101929431,18,73,4
LOC101929439,0,85,10
LOC101929445,17,75,3
LOC101929452,7,88,0
LOC101929457,1,84,10
LOC101929460,2,91,2
LOC101929464,2,87,6
LOC101929470,10,80,5
LOC101929473,1,88,6
LOC101929488,12,82,1
LOC101929497,1,88,6
LOC101929512,6,89,0
LOC101929516,6,87,2
LOC101929517,1,88,6
LOC101929523,2,91,2
LOC101929524,4,90,1
LOC101929526,7,87,1
LOC101929528,12,82,1
LOC101929529,1,86,8
LOC101929532,6,89,0
LOC101929536,6,87,2
LOC101929538,1,88,6
LOC101929541,23,69,3
LOC101929550,8,83,4
LOC101929551,7,88,0
LOC101929552,5,82,8
LOC101929555,5,90,0
LOC101929563,2,83,10
LOC101929570,6,89,0
LOC101929572,5,88,2
LOC101929574,17,76,2
LOC101929577,1,86,8
LOC101929579,7,88,0
LOC101929583,1,83,11
LOC101929586,0,85,10
LOC101929592,6,87,2
LOC101929595,1,86,8
LOC101929596,8,87,0
LOC101929613,2,88,5
LOC101929621,1,86,8
LOC101929622,9,82,4
LOC101929626,7,86,2
LOC101929633,6,89,0
LOC101929645,3,91,1
LOC101929646,18,74,3
LOC101929653,2,87,6
LOC101929657,1,85,9
LOC101929662,18,74,3
LOC101929679,1,85,9
LOC101929680,6,89,0
LOC101929698,8,86,1
LOC101929705,5,90,0
LOC101929709,13,80,2
LOC101929710,1,85,9
LOC101929715,8,87,0
LOC101929718,5,88,2
LOC101929719,3,83,9
LOC101929721,4,89,2
LOC101929741,1,85,9
LOC101929748,1,82,12
LOC101929753,7,88,0
LOC101929762,1,85,9
LOC101929767,1,83,11
LOC101929798,3,89,3
LOC101929829,1,84,10
LOC101929882,8,87,0
LOC101929897,10,83,2
LOC101929901,6,87,2
LOC101929935,3,90,2
LOC101929998,12,81,2
LOC101930010,5,90,0
LOC101930071,3,87,5
LOC101930085,10,81,4
LOC101930094,4,85,6
LOC101930114,23,69,3
LOC101930370,2,83,10
LOC101930421,17,73,5
LOC102031319,18,73,4
LOC102467080,2,86,7
LOC102467081,1,87,7
LOC102467216,1,85,9
LOC102467217,1,85,9
LOC102467222,8,81,6
LOC102467226,1,85,9
LOC102503427,1,85,9
LOC102546229,2,84,9
LOC102546294,1,84,10
LOC102546299,1,84,10
LOC102606465,5,87,3
LOC102606466,9,85,1
LOC102723313,8,82,5
LOC102723322,16,78,1
LOC102723330,2,84,9
LOC102723335,0,84,11
LOC102723345,3,86,6
LOC102723360,2,85,8
LOC102723373,0,86,9
LOC102723376,17,73,5
LOC102723383,2,88,5
LOC102723385,2,87,6
LOC102723427,10,82,3
LOC102723439,17,76,2
LOC102723493,0,86,9
LOC102723517,4,84,7
LOC102723544,9,85,1
LOC102723566,3,82,10
LOC102723582,8,87,0
LOC102723604,2,91,2
LOC102723649,1,92,2
LOC102723661,5,87,3
LOC102723665,19,72,4
LOC102723672,9,82,4
LOC102723692,2,87,6
LOC102723701,9,82,4
LOC102723703,17,76,2
LOC102723704,1,86,8
LOC102723709,1,83,11
LOC102723727,22,70,3
LOC102723729,11,82,2
LOC102723753,0,89,6
LOC102723769,1,86,8
LOC102723809,3,88,4
LOC102723824,9,86,0
LOC102723831,3,91,1
LOC102723833,23,70,2
LOC102723838,5,84,6
LOC102723883,1,93,1
LOC102723885,10,80,5
LOC102723886,23,70,2
LOC102723968,2,86,7
LOC102723996,1,88,6
LOC102724009,2,82,11
LOC102724020,7,87,1
LOC102724034,0,86,9
LOC102724050,8,85,2
LOC102724058,6,89,0
LOC102724064,5,87,3
LOC102724084,0,83,12
LOC102724094,10,80,5
LOC102724096,5,89,1
LOC102724152,2,91,2
LOC102724153,2,88,5
LOC102724156,1,81,13
LOC102724163,0,83,12
LOC102724219,2,85,8
LOC102724238,1,84,10
LOC102724264,17,75,3
LOC102724265,6,87,2
LOC102724297,3,88,4
LOC102724301,1,89,5
LOC102724323,18,74,3
LOC102724357,2,91,2
LOC102724404,1,85,9
LOC102724421,5,87,3
LOC102724434,11,81,3
LOC102724450,2,87,6
LOC102724452,0,86,9
LOC102724467,0,84,11
LOC102724484,10,81,4
LOC102724511,1,91,3
LOC102724532,1,84,10
LOC102724552,3,87,5
LOC102724555,11,82,2
LOC102724562,0,95,0
LOC102724579,8,87,0
LOC102724580,1,85,9
LOC102724589,17,73,5
LOC102724593,17,75,3
LOC102724596,2,83,10
LOC102724601,24,71,0
LOC102724604,9,85,1
LOC102724612,14,80,1
LOC102724623,14,80,1
LOC102724659,3,87,5
LOC102724691,5,90,0
LOC102724708,14,80,1
LOC102724710,16,78,1
LOC102724719,17,75,3
LOC102724728,0,95,0
LOC102724738,10,82,3
LOC102724760,1,86,8
LOC102724776,1,84,10
LOC102724784,2,83,10
LOC102724804,16,78,1
LOC102724814,3,90,2
LOC102724843,2,85,8
LOC102724849,4,89,2
LOC102724874,15,79,1
LOC102724908,5,86,4
LOC102724919,25,69,1
LOC102724927,2,87,6
LOC102724951,2,85,8
LOC102724957,3,83,9
LOC102724958,6,86,3
LOC102725023,3,90,2
LOC102725072,3,81,11
LOC102725080,8,82,5
LOC102725121,2,86,7
LOC102725126,1,85,9
LOC102725191,10,80,5
LOC102725193,3,87,5
LOC102725254,7,87,1
LOC103021295,9,86,0
LOC103021296,26,67,2
LOC103171574,0,86,9
LOC103312105,3,85,7
LOC103344931,17,74,4
LOC103352541,1,92,2
LOC103611081,1,88,6
LOC103908604,1,83,11
LOC103908605,1,84,10
LOC104054148,19,76,0
LOC104613533,1,86,8
LOC104968399,7,85,3
LOC105274304,6,82,7
LOC105369146,12,79,4
LOC105369147,16,78,1
LOC105369187,5,86,4
LOC105369192,2,86,7
LOC105369306,3,86,6
LOC105369332,5,85,5
LOC105369340,5,85,5
LOC105369391,4,87,4
LOC105369423,2,88,5
