	gain_event	loss_event
01OV002	True	False
01OV007	False	True
01OV008	False	False
01OV010	True	False
01OV013	False	True
01OV017	False	True
01OV018	False	True
01OV019	False	False
01OV023	True	False
01OV026	True	False
01OV030	True	False
01OV039	False	True
01OV041	True	True
01OV045	False	False
01OV046	True	True
01OV047	True	False
01OV049	True	True
02OV005	True	True
02OV006	True	True
02OV008	True	False
02OV022	False	False
02OV023	False	True
02OV029	False	True
02OV032	False	True
02OV035	True	True
02OV036	False	True
02OV040	False	True
02OV041	False	False
02OV042	False	True
02OV044	True	True
02OV045	False	True
02OV046	False	True
04OV001	False	False
04OV004	False	False
04OV005	True	False
04OV008	False	True
04OV011	False	False
04OV012	False	False
04OV013	True	False
04OV017	True	False
04OV018	True	False
04OV021	False	True
04OV023	False	False
04OV024	False	False
04OV027	False	True
04OV028	False	True
04OV031	True	False
04OV033	False	False
04OV036	False	True
04OV037	False	True
04OV039	True	True
04OV040	False	True
04OV041	False	False
04OV044	False	True
04OV045	True	True
04OV048	False	True
04OV049	False	False
04OV050	False	False
04OV051	False	False
04OV053	False	True
04OV054	True	False
04OV055	True	True
04OV057	True	False
04OV058	True	True
04OV063	False	False
11OV002	False	True
11OV009	False	False
13OV003	False	False
13OV004	False	False
14OV011	True	False
15OV001	False	False
17OV001	False	True
17OV002	False	False
17OV010	False	False
17OV011	False	True
17OV013	False	False
17OV014	False	False
17OV015	False	True
17OV017	False	True
17OV018	False	True
17OV019	False	False
17OV025	False	True
17OV027	False	False
17OV028	False	False
17OV029	True	True
17OV030	True	True
17OV033	True	True
17OV034	False	True
17OV036	True	False
17OV039	False	False
17OV040	False	False
18OV001	False	False
20OV005	True	True
22OV001	False	False
26OV002	True	False
26OV008	False	True
26OV009	False	True
26OV010	True	False
26OV011	False	False
26OV013	False	True
